config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.5441,2.8408,3.1598,2.807037078402006,0,1,1
2,2.7114,3.0725,3.4467,3.2133755825465227,0,0,0
3,2.5061,2.7849,3.0755,2.72591570831432,1,1,2
4,2.4029,2.6152,2.8355,2.516285819354484,1,1,2
5,2.5146,2.7992,3.0988,2.7456290676333044,0,1,1
6,2.4814,2.7414,3.0159,2.667501266729793,1,1,2
7,2.6161,2.9287,3.2534,2.9478031471029302,1,1,2
8,2.7902,3.175,3.5772,3.432532012171981,1,1,2
9,2.4861,2.7489,3.0225,2.6779354009796466,0,0,0
10,2.3913,2.611,2.8355,2.5064619553915235,1,1,2
11,2.3745,2.5872,2.8055,2.4787551178531007,1,1,2
12,2.5234,2.7887,3.0667,2.7355963721760004,2,1,3
13,2.4294,2.6586,2.8896,2.5665935788694383,0,1,1
14,2.6435,2.9805,3.3274,3.0386234742798504,1,0,1
15,2.5761,2.8783,3.1896,2.86659099680997,0,1,1
16,2.524,2.7954,3.0744,2.744416775998608,0,0,0
17,2.6475,2.9784,3.3215,3.033702374011336,0,1,1
18,2.5564,2.8543,3.1586,2.8292412234779247,1,1,2
19,2.6555,2.9898,3.333,3.05346749455377,0,1,1
20,2.5994,2.9299,3.2762,2.9518518195445367,1,1,2
21,2.5148,2.7703,3.0259,2.713205786207304,0,1,1
22,2.4476,2.7038,2.9701,2.615053733900756,0,1,1
23,2.4762,2.7461,3.027,2.6709186681556085,1,1,2
24,2.3513,2.5617,2.7775,2.4461717551407367,1,1,2
25,2.7502,3.1259,3.5202,3.328437581519422,1,0,1
26,2.5662,2.8774,3.2022,2.8644399342195666,0,1,1
27,2.4074,2.6381,2.8754,2.5365179961122992,1,1,2
28,2.6266,2.9353,3.2496,2.9576851399191804,1,1,2
29,2.4366,2.6939,2.9626,2.5998877792449853,1,0,1
30,2.574,2.8638,3.1607,2.844941140001915,0,1,1
31,2.4633,2.7105,2.9624,2.629878631261225,2,1,3
32,2.5335,2.8279,3.1325,2.788197200207,1,1,2
33,2.8314,3.2494,3.6967,3.659592932874733,1,1,2
34,2.4897,2.7545,3.0295,2.6855047139467123,1,1,2
35,2.4431,2.6957,2.9575,2.6052916139417754,1,1,2
36,2.5713,2.8635,3.1699,2.8438966659677787,1,0,1
37,2.6478,2.9807,3.3304,3.0389468475978343,1,1,2
38,2.6485,2.9877,3.343,3.052809238979412,0,1,1
39,2.5757,2.8798,3.1935,2.8688515625833744,2,1,3
40,2.4691,2.713,2.9625,2.634807037867953,1,1,2
41,2.4578,2.7155,2.9814,2.631645761712146,2,0,2
42,2.1204,2.2296,2.3409,2.127954024467264,0,0,0
43,2.5853,2.8853,3.1916,2.877843112938102,0,1,1
44,2.9365,3.3917,3.8743,4.102802220401108,2,1,3
45,2.4216,2.6741,2.9383,2.573773915191633,0,1,1
46,2.4152,2.6464,2.8907,2.546636248042512,1,0,1
47,2.2282,2.3949,2.5734,2.2666989314932757,2,1,3
48,2.5324,2.835,3.1565,2.7969971208426303,2,1,3
49,2.4521,2.7079,2.9798,2.620231002935405,0,1,1
50,2.466,2.7259,2.9936,2.645871020334029,0,1,1
51,2.5821,2.8806,3.184,2.870546025299751,0,1,1
52,2.328,2.5163,2.7074,2.4034552643338207,0,1,1
53,2.572,2.884,3.2073,2.875159293936281,0,1,1
54,2.4373,2.6717,2.9127,2.58117500830846,2,0,2
55,2.7348,3.0953,3.4696,3.254782893110983,0,0,0
56,2.4247,2.6639,2.9099,2.567571947954959,0,1,1
57,2.5315,2.8478,3.1818,2.8153495997341524,0,1,1
58,2.4105,2.6594,2.923,2.55421425406428,1,1,2
59,2.5883,2.9124,3.2493,2.9218295600662354,2,1,3
60,2.649,3.0008,3.3696,3.080545466506463,0,1,1
61,2.518,2.7853,3.0606,2.730521587678772,1,1,2
62,2.4363,2.6888,2.9496,2.595543740932863,1,1,2
63,2.2917,2.4748,2.6692,2.3529636743954483,2,1,3
64,2.4807,2.7284,2.9833,2.6548557431343194,1,1,2
65,2.6246,2.9481,3.2841,2.981213614395512,1,1,2
66,2.5596,2.8437,3.1283,2.815192577192444,1,0,1
67,2.5454,2.8372,3.1407,2.803079793569289,1,0,1
68,2.3845,2.6268,2.8818,2.5122947425300555,1,1,2
69,2.5251,2.7961,3.0811,2.744851790152793,1,1,2
70,2.4962,2.7621,3.0321,2.6971621368568663,0,1,1
71,2.7265,3.1015,3.4893,3.277571389167426,1,1,2
