config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.2268,2.3711,2.5151,2.2598770330832,0,0,0
2,2.5017,2.7549,3.0123,2.69120835467473,0,1,1
3,2.1505,2.2633,2.3773,2.16310154711405,1,1,2
4,2.187,2.3378,2.4961,2.21236466719477,1,0,1
5,2.275,2.4431,2.6125,2.3270019007758,0,1,1
6,2.3722,2.5982,2.834,2.48389579636044,1,0,1
7,2.3045,2.4968,2.6969,2.37420242719214,0,0,0
8,2.5136,2.7966,3.0928,2.7423073299873,1,1,2
9,2.6337,2.9611,3.3014,3.00375426040301,1,0,1
10,2.5719,2.8674,3.1685,2.85006227084822,0,0,0
11,2.3102,2.5093,2.7138,2.38534900723447,1,1,2
12,2.162,2.2834,2.4042,2.17784984157564,1,1,2
13,2.3241,2.4971,2.672,2.39088117194308,1,0,1
14,2.5415,2.8194,3.1115,2.77826386378965,0,1,1
15,2.2725,2.4484,2.6281,2.32656044070224,0,1,1
16,2.2651,2.4517,2.6511,2.32006820194506,0,0,0
17,2.3716,2.5699,2.7743,2.46551870220319,0,0,0
18,2.4475,2.6965,2.9557,2.60810058453982,1,1,2
19,2.4676,2.735,3.0124,2.65562627739527,0,1,1
20,2.3068,2.5069,2.7171,2.38064621353598,1,1,2
21,2.3951,2.6193,2.8498,2.51467053982201,0,1,1
22,2.4782,2.7368,3.0064,2.6618672937265,1,1,2
23,2.2214,2.3788,2.5399,2.2564978674095,1,0,1
24,2.4595,2.6984,2.9391,2.61709231791857,0,1,1
25,2.4078,2.6314,2.8644,2.53111122114446,0,1,1
26,2.6122,2.9336,3.2755,2.95732630115786,0,0,0
27,2.5483,2.8291,3.1182,2.79293924049093,1,1,2
28,2.733,3.1252,3.5378,3.34556986501703,0,0,0
29,2.7885,3.1864,3.6015,3.47240897679309,0,1,1
30,2.2107,2.3543,2.4998,2.23999893134424,0,0,0
31,2.5764,2.8922,3.2224,2.88835365024293,0,0,0
32,2.4145,2.6532,2.9097,2.55091968513969,0,1,1
33,2.4581,2.6997,2.945,2.61733306255903,1,1,2
34,2.7722,3.1194,3.4821,3.28835244574416,1,1,2
35,2.5148,2.7897,3.0742,2.73463220506423,0,0,0
36,2.5899,2.8742,3.167,2.8613677809679,1,1,2
37,2.5506,2.8534,3.1689,2.82677499269775,0,0,0
38,2.6628,3.0092,3.3716,3.09301286710819,1,0,1
39,2.1592,2.2675,2.3743,2.17277896225184,1,1,2
40,2.5913,2.8928,3.2077,2.88958969193794,0,0,0
41,2.3266,2.5244,2.7264,2.40641668988182,0,1,1
42,2.6172,2.9327,3.2605,2.95464874623815,1,0,1
43,2.2514,2.4137,2.5792,2.29519020813027,0,0,0
44,2.3593,2.5549,2.753,2.44831710265116,1,0,1
45,2.5708,2.8547,3.1487,2.83142648436303,0,0,0
46,2.4825,2.7691,3.0739,2.69820786991952,0,1,1
47,2.5563,2.8439,3.1388,2.81448760925426,1,0,1
48,2.5447,2.8202,3.1048,2.78047006769649,0,1,1
49,2.2694,2.4217,2.5764,2.31399938235957,2,0,2
50,2.0763,2.1722,2.2694,2.07709877116896,1,1,2
51,2.4821,2.7636,3.0589,2.69231414078153,1,1,2
52,2.4068,2.637,2.873,2.53543257983718,0,1,1
53,2.3388,2.5526,2.7741,2.43102844532598,0,1,1
54,2.3739,2.576,2.7854,2.47076219326284,1,0,1
55,2.3575,2.5564,2.7577,2.44794793700486,1,1,2
56,2.2538,2.3957,2.5364,2.29182576569467,0,1,1
57,2.4539,2.7201,2.9978,2.63386974355313,0,0,0
58,2.2246,2.3537,2.4824,2.25315298862543,0,1,1
59,2.4694,2.7184,2.9747,2.63995747848658,1,1,2
60,2.504,2.789,3.0894,2.72978025774336,1,1,2
61,2.3792,2.6016,2.8328,2.49117829745683,0,0,0
62,2.3712,2.5916,2.8195,2.4791121723248,1,0,1
63,2.5978,2.9006,3.2192,2.90203137089038,0,1,1
64,2.6967,3.0291,3.3671,3.11844749271036,2,1,3
65,2.4762,2.7612,3.0603,2.68725222263733,1,1,2
66,2.5536,2.8249,3.0983,2.78899514604078,1,1,2
67,2.3431,2.5545,2.7758,2.43503089571356,2,0,2
68,2.3154,2.4869,2.6613,2.37903253907087,0,0,0
69,2.3502,2.5678,2.7937,2.4486254797609,1,1,2
70,2.414,2.6341,2.8586,2.53774535205246,1,1,2
71,2.1188,2.2207,2.3218,2.12574761873958,0,1,1
72,2.4604,2.715,2.9841,2.6313706752414,1,0,1
73,2.464,2.7151,2.9743,2.63414300726782,0,0,0
74,2.6231,2.9433,3.2728,2.97246498332621,0,1,1
75,2.2756,2.4393,2.6076,2.32561047045379,1,1,2
76,2.623,2.9654,3.3303,3.01587796660438,0,1,1
77,2.2321,2.3968,2.5677,2.27159546119647,0,1,1
78,2.4242,2.6571,2.8956,2.56180591144197,0,1,1
79,2.5058,2.8037,3.1155,2.74898681250993,0,1,1
80,2.3078,2.4877,2.6742,2.37278166273772,0,0,0
81,2.3472,2.5511,2.7561,2.43752440799607,1,1,2
82,2.6039,2.9234,3.259,2.93991427748371,1,0,1
83,2.5836,2.8733,3.1753,2.8594699021338,1,1,2
84,2.6387,2.9812,3.3431,3.0431352329745,1,0,1
85,2.5168,2.8189,3.1389,2.77151610016771,0,0,0
86,2.5869,2.9042,3.2413,2.90811087349635,1,1,2
87,2.2697,2.4388,2.6105,2.32056176582776,0,1,1
88,2.5473,2.8508,3.1744,2.82204037507697,0,1,1
89,2.2779,2.4645,2.6568,2.33752824010977,0,1,1
90,2.0913,2.1735,2.2557,2.09363034931395,1,1,2
91,2.62,2.9454,3.2799,2.97672206268442,1,0,1
92,2.3846,2.6069,2.8362,2.49879909442658,0,0,0
93,2.6825,3.0113,3.3501,3.08811116792598,0,0,0
94,2.3994,2.6234,2.8511,2.52086254293428,1,0,1
95,2.483,2.7485,3.0186,2.67717889215202,0,0,0
96,2.4187,2.6506,2.8917,2.55272634017908,1,1,2
97,2.2148,2.3735,2.537,2.24859217034337,1,1,2
98,2.8127,3.2182,3.6389,3.54602916532663,0,0,0
99,2.5058,2.7552,3.0125,2.69250512726209,0,0,0
100,2.4153,2.6484,2.8891,2.54923470223336,1,0,1
101,2.3125,2.4877,2.6625,2.37752534083033,1,0,1
102,2.4306,2.6778,2.9317,2.5828700749052,0,0,0
103,2.4724,2.7682,3.0797,2.69367265220219,1,1,2
104,2.4624,2.7083,2.9609,2.62703131048756,1,1,2
105,2.2719,2.4295,2.592,2.31868693657383,1,0,1
106,2.3844,2.5983,2.8193,2.49264897588395,0,1,1
107,2.5184,2.7894,3.0744,2.73481448955342,0,1,1
108,2.7059,3.0785,3.4655,3.2334283940978,0,1,1
109,2.2677,2.4382,2.6159,2.31797096608336,1,1,2
110,2.1674,2.297,2.4289,2.18528066398499,1,1,2
111,2.1965,2.3319,2.469,2.22104620988278,0,1,1
112,2.5039,2.7769,3.0635,2.71548721140985,0,0,0
113,2.4879,2.7719,3.0722,2.70373351059024,2,1,3
114,2.3923,2.6194,2.861,2.51155017411839,0,1,1
115,2.2561,2.4191,2.5868,2.30108481925834,1,0,1
116,2.5442,2.8144,3.0885,2.77343285364147,2,0,2
117,2.3616,2.5664,2.7847,2.4551360417931,0,1,1
118,2.6174,2.9331,3.2634,2.95546577287964,1,1,2
119,2.5446,2.8024,3.0646,2.75863601324434,0,0,0
120,2.2943,2.4884,2.6915,2.36158582750473,2,1,3
121,2.3791,2.5979,2.822,2.48914896702951,1,0,1
122,2.2813,2.447,2.6143,2.3339040645355,2,1,3
123,2.3963,2.6442,2.9084,2.53279191407451,0,0,0
124,2.5307,2.8127,3.1122,2.76676490754399,0,1,1
125,2.4916,2.7275,2.9702,2.65851345199471,1,0,1
126,2.3784,2.6084,2.8527,2.49447007700148,1,1,2
127,2.4264,2.6745,2.9302,2.57750937027224,0,1,1
128,2.4404,2.6791,2.9247,2.58922066101413,1,1,2
129,2.2894,2.4563,2.6219,2.34474637432282,0,1,1
130,2.7128,3.0768,3.4619,3.22733247834041,1,0,1
131,2.511,2.791,3.0815,2.7349682900218,0,1,1
132,2.3585,2.5831,2.8179,2.46407251255514,1,1,2
133,2.2602,2.4131,2.5648,2.30327650607758,0,1,1
134,2.636,2.9563,3.2868,2.99401267333498,0,1,1
135,2.3647,2.5889,2.8236,2.4722594414937,1,0,1
136,2.3212,2.5106,2.7081,2.3943982491311,1,1,2
137,2.3961,2.6346,2.8824,2.52634116128646,1,0,1
138,2.4409,2.6973,2.9658,2.60518158023787,2,0,2
139,2.3034,2.4896,2.6821,2.37012401785875,0,0,0
140,2.3934,2.6299,2.8722,2.52162325637282,0,0,0
141,2.3335,2.5491,2.7722,2.42496160616138,1,0,1
142,2.4069,2.6372,2.8801,2.53448828236041,1,1,2
143,2.5316,2.792,3.0577,2.74268605911856,0,1,1
144,2.6921,3.0322,3.3803,3.12798971475076,0,0,0
145,2.5204,2.7992,3.0921,2.74735636099155,0,0,0
146,2.7671,3.1636,3.5828,3.43041452140273,1,1,2
147,2.5369,2.7936,3.0589,2.74566135715798,1,0,1
148,2.5615,2.8392,3.1178,2.80935652055871,0,1,1
149,2.3127,2.4933,2.6776,2.37980045098508,0,0,0
150,2.2466,2.4136,2.5857,2.2905503251839,0,1,1
151,2.346,2.5679,2.7998,2.44528709576419,0,1,1
152,2.3657,2.5693,2.7791,2.4610352172087,0,0,0
153,2.4778,2.7152,2.9532,2.64155150273128,0,1,1
154,2.6307,2.9483,3.2783,2.98056029891411,1,1,2
155,2.3462,2.577,2.819,2.45094360072566,0,1,1
156,2.6017,2.9086,3.2285,2.91492691745428,2,1,3
157,2.5004,2.7712,3.0541,2.70788501496845,1,1,2
158,2.5773,2.884,3.2064,2.87530112039496,0,0,0
159,2.3925,2.6084,2.8264,2.50583195028872,1,1,2
160,2.5007,2.771,3.0502,2.70818047866637,1,0,1
161,2.4542,2.7002,2.9501,2.61588764875914,1,1,2
162,2.4516,2.7197,2.9985,2.63250513539277,1,1,2
163,2.4203,2.6559,2.8997,2.55815270191762,0,1,1
164,2.367,2.5807,2.8028,2.46884143168275,1,0,1
165,2.231,2.3793,2.531,2.26571711191318,0,0,0
166,2.564,2.8418,3.1256,2.81290063769287,0,0,0
167,2.639,2.9563,3.2867,2.99374926699692,0,0,0
168,2.5063,2.7901,3.0863,2.73221151388962,0,1,1
169,2.1294,2.2443,2.3643,2.13872030342073,0,0,0
170,2.2572,2.3926,2.5294,2.29359825525726,0,1,1
171,2.4687,2.7259,2.993,2.64674480447403,1,0,1
172,2.5297,2.8281,3.1421,2.78718172482046,0,1,1
173,2.3171,2.5109,2.7134,2.39120634545727,0,0,0
174,2.1576,2.2758,2.3963,2.17201585623567,0,0,0
175,2.3521,2.5663,2.7894,2.44899157580836,2,1,3
176,2.4028,2.6386,2.8864,2.53316963984311,1,1,2
177,2.2117,2.3567,2.5032,2.2415978199054,1,1,2
178,2.3098,2.5147,2.7273,2.38738787478688,2,1,3
179,2.5129,2.7732,3.0358,2.71559554078622,0,1,1
180,2.1841,2.3115,2.4413,2.2046254926027,1,1,2
181,2.5312,2.8119,3.1061,2.76626672549482,0,1,1
182,2.5975,2.9019,3.2172,2.9041025841517,0,1,1
183,2.4683,2.7136,2.9655,2.6348728162794,0,0,0
184,2.6571,2.9817,3.322,3.03807343285685,0,0,0
185,2.4521,2.6837,2.9197,2.59970115423262,0,1,1
186,2.527,2.8137,3.1089,2.76807953547762,0,1,1
187,2.2759,2.4596,2.6462,2.33415079961649,0,0,0
188,2.5904,2.8853,3.1851,2.8780650620039,0,0,0
189,2.401,2.6337,2.87,2.52969398010824,0,1,1
190,2.1369,2.2798,2.4318,2.15033966719226,0,0,0
191,2.2321,2.391,2.5537,2.27012497834056,1,1,2
192,2.2282,2.3864,2.5496,2.26496916449621,0,0,0
193,2.7716,3.1294,3.5024,3.31543626427874,0,0,0
194,2.5012,2.787,3.0879,2.72648776492737,0,1,1
195,2.4827,2.7299,2.9865,2.65688497786723,0,1,1
196,2.229,2.3985,2.5784,2.26869157606274,1,1,2
197,2.3897,2.6134,2.8438,2.50683309162577,2,0,2
198,2.3147,2.4988,2.6886,2.38374981806409,1,1,2
199,2.1325,2.2513,2.3721,2.14284917072716,0,1,1
200,2.2557,2.4455,2.6457,2.30948921361538,1,0,1
