config,dipole_l,dipole_m,dipole_h,muL
178,2.1062,2.2099,2.3148,2.1113278105805406
188,2.3924,2.6068,2.8231,2.504665619268612
26,2.1683,2.3038,2.4416,2.187335061217067
30,1.9957,2.0563,2.1197,1.9899813293889468
169,1.8214,1.8111,1.8007,1.824487283201258
158,2.2179,2.3548,2.4912,2.2471999823790556
22,2.2034,2.3453,2.4882,2.230861017937607
15,2.2081,2.3671,2.5302,2.2404675894352555
37,1.8912,1.9193,1.9541,1.8858574613583678
47,2.0519,2.1276,2.2037,2.050068715596151
7,1.9664,2.012,2.0564,1.9606490344315013
163,2.3457,2.5394,2.7488,2.42732318543037
173,2.3165,2.5429,2.7835,2.406839746957732
46,2.3244,2.5461,2.7782,2.4156312266795354
148,2.0178,2.0989,2.1881,2.01245032947221
57,2.1601,2.2906,2.4243,2.1767139614615427
65,1.8632,1.8666,1.8735,1.862896647860281
44,1.9248,1.9575,1.9914,1.9189588526542445
12,2.1497,2.2861,2.4297,2.1649498524562025
121,2.3299,2.5316,2.7398,2.412500692506715
197,1.9317,1.9754,2.0247,1.924597055986601
40,1.9598,2.0224,2.0894,1.9511662183812022
60,2.5121,2.7806,3.0562,2.7232873567630533
111,1.9842,2.0597,2.1446,1.9762297842952095
155,2.1636,2.2885,2.4135,2.180191496385901
189,2.2446,2.4145,2.5907,2.2888615009559703
154,2.1384,2.2581,2.3821,2.1497138611411515
139,1.9087,1.9364,1.9671,1.9034873797102452
174,1.8165,1.8132,1.8152,1.818552530216501
106,2.0215,2.1095,2.2026,2.015913624435645
25,1.9896,2.0473,2.1056,1.9836036708378173
141,2.1613,2.3157,2.4838,2.1812121736579324
191,2.1233,2.2519,2.3872,2.132793697540786
76,2.0463,2.1282,2.2114,2.0437054117992317
4,2.1321,2.2448,2.3583,2.141822372207747
198,2.2801,2.4492,2.6192,2.333852453569775
107,2.2269,2.3807,2.5367,2.262412900327893
115,1.8223,1.8133,1.8047,1.8250408113874586
187,2.2222,2.3729,2.5244,2.2559419876540776
100,2.0535,2.1363,2.2205,2.0516673509293217
42,2.2278,2.3601,2.4924,2.2577763906335786
144,2.1557,2.3082,2.4735,2.1741492845419805
85,2.2213,2.3767,2.5354,2.255864511288811
195,2.2494,2.3838,2.5237,2.283501603345228
58,2.0595,2.1731,2.3032,2.0579488705551285
200,1.9656,2.0348,2.1173,1.957190680853214
88,1.9842,2.0405,2.0981,1.9780158240859083
116,2.1375,2.2609,2.3888,2.1490654654363177
184,1.9883,2.0583,2.137,1.9813059980807595
165,2.1448,2.2816,2.4245,2.1592214528144784
159,2.2482,2.4047,2.5643,2.2893194317670145
175,2.4655,2.7103,2.959,2.6308243527794417
110,2.3277,2.5204,2.7178,2.4050735243867516
117,1.8938,1.9096,1.9241,1.8907340287550598
69,1.9918,2.0499,2.1081,1.98589349589595
152,1.9292,1.9616,1.9939,1.9234867605155297
92,2.153,2.2929,2.4448,2.1690824965074467
33,2.0797,2.1792,2.284,2.080964759332893
72,1.7611,1.7197,1.6767,1.7763401662181424
91,1.9814,2.0412,2.1047,1.974747700148415
133,2.0119,2.0743,2.1355,2.007417790781743
96,1.9048,1.9314,1.9585,1.899376233192228
164,2.2808,2.4586,2.6408,2.3377834806190076
135,2.3108,2.526,2.7551,2.3930660449198027
112,2.2781,2.4813,2.6954,2.344123066741919
49,2.2459,2.4021,2.5601,2.2865445233295274
77,2.0069,2.0713,2.1361,2.0015851193309437
64,1.8631,1.8925,1.9372,1.858030318130199
146,2.3047,2.4943,2.6954,2.3726223197573706
104,2.2266,2.3728,2.5184,2.260181659048731
134,2.2438,2.4221,2.6161,2.2895015673168455
27,2.0763,2.1592,2.2413,2.0771280609347937
73,2.0237,2.0926,2.1632,2.019543969026985
28,2.5723,2.8713,3.1752,2.8559018855139437
78,1.9354,1.9866,2.0407,1.9268326236088185
105,1.9736,2.0289,2.0863,1.9668482617584568
29,2.0239,2.099,2.1778,2.0194188474183106
101,2.4824,2.7344,2.99,2.6622105137556504
102,1.9021,1.9292,1.9584,1.8966890118490871
38,2.1293,2.2535,2.3832,2.139488228693001
186,2.2001,2.3764,2.5609,2.234421446851011
1,1.8631,1.8742,1.8892,1.8609124021956147
143,2.0148,2.0954,2.1798,2.0089979222522043
177,2.1366,2.2562,2.3783,2.1476930086752555
123,2.2236,2.3809,2.5432,2.2590408848181247
132,2.0552,2.1404,2.2264,2.0534939395420047
68,1.9824,2.036,2.0897,1.9763332783263405
