config,dipole_l,dipole_m,dipole_h,muL_SCEE,delta_mu,mu_liquid,,,,,,,
60,2.5949,2.945,3.3147,3.09633601797272,1.51813875341274,3.20813875341274,,,3.10595004295297,,0.392332744535214,0.018663000556606,1.70261428571429
116,2.5792,2.9419,3.3294,3.10417758468459,1.52598513886095,3.21598513886095,,,3.11663692090557,,0.385629908841431,0.0236144088675421,1.67956734693878
46,2.6045,2.9537,3.3261,3.11555414932635,1.53736869453747,3.22736869453747,,,3.12643639695104,,0.374412516165663,0.0220908986180226,1.73462244897959
23,2.6108,2.9639,3.3331,3.13520943221735,1.55703605583441,3.24703605583441,,,3.14237173328932,,0.412687679399428,0.0153303218857825,1.69065714285714
96,2.6177,2.9686,3.3323,3.14028206321517,1.56211180402452,3.25211180402452,,,3.14583304114263,,0.424940068763206,0.0121880819961509,1.68565918367347
192,2.6047,2.9661,3.3547,3.15658372607304,1.57842348444878,3.26842348444878,,,3.16835823513709,,0.372717093019588,0.0258996742418196,1.72200612244898
39,2.6059,2.9843,3.4138,3.2449527597557,1.66684682195739,3.35684682195739,,,3.26118612574969,,0.285452086553322,0.048657108594007,1.80632857142857
38,2.625,3.0103,3.4193,3.28324942954834,1.70516702551072,3.39516702551072,,,3.28882809246084,,0.421913935589691,0.0225669955709974,1.65473469387755
40,2.6429,3.0208,3.4402,3.32119743277496,1.74313834823826,3.43313834823826,,,3.32762969007229,,0.329237375011827,0.0395160470968943,1.79185918367347
34,2.6495,3.0536,3.475,3.41026013693391,1.83225578249194,3.52225578249193,,,3.40917214830015,,0.477508043402828,0.0164729545729229,1.59025510204082
127,2.6382,3.0364,3.4922,3.43783173515612,1.85984432379034,3.54984432379034,,,3.42940432737535,,0.282662524051351,0.054846368982677,1.81787346938776
89,2.6945,3.0907,3.5167,3.51207360842951,1.93413181958099,3.62413181958099,,,3.50131400990836,,0.408695549317096,0.0283753783972883,1.72670408163266
58,2.7116,3.1092,3.5261,3.53529755480789,1.95737003735161,3.64737003735161,,,3.52699359988237,,0.459272387471216,0.0183773423848207,1.68194693877551
86,2.6661,3.0717,3.5339,3.56401737515275,1.98610750636886,3.67610750636886,,,3.53161028180963,,0.297507333690814,0.0538941750767284,1.81912040816327
186,2.7021,3.1227,3.5649,3.64112021574492,2.06325772757685,3.75325772757685,,,3.62252925930978,,0.480356748572687,0.0205673883685043,1.61940612244898
174,2.7638,3.2108,3.6678,3.9328367650288,2.35515354016212,4.04515354016212,,,3.90893302034429,,0.570529602876697,0.00952193905949295,1.54175918367347
17,2.7819,3.2224,3.6828,3.99680910006307,2.41916518695982,4.10916518695982,,,3.94201446685388,,0.515694492634766,0.0189486587283901,1.63298163265306
153,2.8397,3.2883,3.7204,4.03831414400788,2.46069573624953,4.15069573624953,,,4.03831414400788,,0.695507917231805,-0.0157111994481622,1.46706734693878
41,2.7733,3.2256,3.7006,4.09133811029585,2.51375228639766,4.20375228639766,,,4.01150081356885,,0.519006482036399,0.0216148016650483,1.60609591836735
57,2.7954,3.2284,3.7163,4.31491367382041,2.73746523977454,4.42746523977454,,,4.03388667247057,,0.343195044633001,0.0522754454366137,1.86076734693877
,,,,2.58609817757432,1.00758736577136,2.69758736577136,,,,,,,
