Solvent,Temperatures,Pressures,Replicas,Number of Configurations,Number of Configurations Filtered,Scaling value 1,Scaling value 2,Scaling value 3,Scaled Charge 1,Scaled Charge  2,Scaled Charge  3,Experimental Gas Dipole Moment,Vacuum Dipole Moment Model,Liquid Dipole Moment Model,Experimental Refractive Index,Experimental Epsilon,Model Epsilon,cal_diconst,mu_Vacuum,PCM1,PCM2,muL_SCEE,delta_mu,mu_liquid,STDEV,SE,Dielectric Constant Correction,muL_SCEE_filtered,delta_mu_filtered,mu_liquid_filtered,STDEV_filtered,SE_filtered,Dielectric Constant Correction Filtered
Acetophenone,298.0,1.0,5,1000,979,1.0,1.35,1.7,2.8567,3.856545,4.856389999999999,3.06,2.856,2.8567,1.534,17.44,6.55338,16.087,3.285799999999998,4.087799999999998,4.077899999999997,4.123028682479573,0.8472382422913782,3.9072382422913785,0.10428871473211829,0.04663933108542005,12.684256638694595,4.0514281326127755,0.7754638663269128,3.8368025448472647,0.05259330393825556,0.023520440553449366,12.498018115797398
