Solvent,Temperatures,Pressures,Replicas,Number of Configurations,Number of Configurations Filtered,Scaling value 1,Scaling value 2,Scaling value 3,Scaled Charge 1,Scaled Charge  2,Scaled Charge  3,Experimental Gas Dipole Moment,Vacuum Dipole Moment Model,Liquid Dipole Moment Model,Experimental Refractive Index,Experimental Epsilon,Model Epsilon,cal_diconst,mu_Vacuum,PCM1,PCM2,muL_SCEE,delta_mu,mu_liquid,STDEV,SE,Dielectric Constant Correction,muL_SCEE_filtered,delta_mu_filtered,mu_liquid_filtered,STDEV_filtered,SE_filtered,Dielectric Constant Correction Filtered
Phenol,330.15,1.0,5,1048,991,1.0,1.35,1.7,2.0014,2.70189,3.4023799999999995,1.38,1.9785,2.0014,1.542,9.78,7.78868,8.402,1.3946999999999994,1.536199999999998,1.524599999999999,2.3580077113949156,0.9812487381902582,2.3612487381902585,0.1653923218362568,0.0739656949164786,12.746635570079924,2.062050116220399,0.6830393339484295,2.074340936654752,0.031417281424056635,0.014050235386486407,11.48674706343504
