Solvent,Temperatures,Pressures,Replicas,Number of Configurations,Number of Configurations Filtered,Scaling value 1,Scaling value 2,Scaling value 3,Scaled Charge 1,Scaled Charge  2,Scaled Charge  3,Experimental Gas Dipole Moment,Vacuum Dipole Moment Model,Liquid Dipole Moment Model,Experimental Refractive Index,Experimental Epsilon,Model Epsilon,cal_diconst,mu_Vacuum,PCM1,PCM2,muL_SCEE,delta_mu,mu_liquid,STDEV,SE,Dielectric Constant Correction,muL_SCEE_filtered,delta_mu_filtered,mu_liquid_filtered,STDEV_filtered,SE_filtered,Dielectric Constant Correction Filtered
Butanol,298.0,1.0,1,185,168,1.0,1.35,1.7,2.3681,3.1969350000000003,4.0257700000000005,1.7,2.3498,2.3681,1.6,15.944,9.83832,14.384,1.8296999999999999,2.1927,2.1867999999999985,2.447862445716879,0.6247667938190066,2.3247667938190064,,,,2.2167703987632255,0.3930512590854797,2.0930512590854797,,,
