Solvent,Temperatures,Pressures,Replicas,Number of Configurations,Number of Configurations Filtered,Scaling value 1,Scaling value 2,Scaling value 3,Scaled Charge 1,Scaled Charge  2,Scaled Charge  3,Experimental Gas Dipole Moment,Vacuum Dipole Moment Model,Liquid Dipole Moment Model,Experimental Refractive Index,Experimental Epsilon,Model Epsilon,cal_diconst,mu_Vacuum,PCM1,PCM2,muL_SCEE,delta_mu,mu_liquid,STDEV,SE,Dielectric Constant Correction,muL_SCEE_filtered,delta_mu_filtered,mu_liquid_filtered,STDEV_filtered,SE_filtered,Dielectric Constant Correction Filtered
Methylamine,298.0,1.0,1,200,192,1.0,1.35,1.7,1.8134999999999997,2.448225,3.08295,1.31,1.7086,1.8135,1.37,4.9912,1.38269,4.114,1.4654999999999998,1.8602999999999998,1.8347,1.4075634621413586,-0.03829647428921868,1.2717035257107814,,,,1.3791197449463966,-0.0671370733505304,1.2428629266494695,,,
