config,dipole_l,dipole_m,dipole_h,muL
178,1.8533,1.8559,1.8585,1.8526169606838359
188,1.8377,1.834,1.8303,1.838734050004689
26,1.7934,1.7725,1.7518,1.8002553911761063
30,1.8687,1.8775,1.8863,1.866536096389189
169,1.8436,1.8439,1.8431,1.8438516565215368
158,1.8428,1.8414,1.84,1.8431837390983556
22,1.845,1.8443,1.8436,1.8451901734152871
15,1.857,1.8619,1.8674,1.8558294894282972
37,1.8901,1.908,1.926,1.8861356832176508
47,1.8667,1.8749,1.8833,1.8646963856079786
7,1.8533,1.8559,1.8585,1.8526169606838359
163,1.8924,1.9108,1.9293,1.8883741130531833
173,1.9086,1.9341,1.9599,1.9035042889801346
46,1.8439,1.8425,1.8412,1.844299210480377
148,1.8718,1.8823,1.8932,1.869313562718193
57,1.9705,2.0229,2.077,1.9638991672608275
65,1.9238,1.9555,1.9876,1.9180194175945824
44,1.845,1.8444,1.8439,1.8451802880855495
12,2.0015,2.0552,2.108,1.9969419014548038
121,1.8517,1.8538,1.8558,1.851174545507006
197,1.9937,2.0477,2.1023,1.9884011706991573
40,1.8586,1.8634,1.8682,1.8573665360480625
60,1.9699,2.0205,2.072,1.9634447710194094
111,1.8356,1.831,1.8264,1.836895787486399
155,1.8686,1.878,1.8877,1.866332253217348
189,1.8197,1.8089,1.798,1.8229556904458792
154,1.9124,1.9392,1.9662,1.9071478796803456
139,1.8381,1.8347,1.8313,1.8390489152841623
174,1.8599,1.865,1.8703,1.8586292917841332
106,1.8614,1.8673,1.8732,1.859901932100974
25,1.8409,1.8386,1.8363,1.8415350079844697
141,1.957,2.0017,2.0468,1.9505781163672813
191,2.044,2.1306,2.2211,2.0410244999838127
76,1.9551,2.0018,2.0504,1.9483932677642337
4,1.8489,1.8496,1.8503,1.8487128044314343
198,1.8379,1.8343,1.8307,1.8389053579458967
107,1.8688,1.8795,1.8915,1.8663660281499208
115,1.856,1.8603,1.8646,1.8548821206853439
187,1.8806,1.8941,1.9076,1.8774584435561692
100,1.8558,1.8595,1.8632,1.8548379062838893
42,1.8513,1.8531,1.8549,1.8508232274992673
144,2.0518,2.1499,2.254,2.049420609317072
85,1.9933,2.0574,2.1244,1.9870251247671424
195,1.8343,1.8293,1.8243,1.835715590916403
58,1.8512,1.8529,1.8546,1.850749563629499
200,1.8203,1.8098,1.7993,1.823428543268118
88,1.8927,1.9114,1.93,1.8886282359087005
116,1.8441,1.8429,1.8418,1.8444444360190921
184,1.8486,1.8492,1.8499,1.8484563314386773
165,1.8509,1.8525,1.8541,1.8504755303934122
159,1.8655,1.8732,1.8809,1.863579087646673
175,2.039,2.1088,2.179,2.0361414407430454
110,1.8399,1.8371,1.8344,1.8406935930798836
117,1.8522,1.8543,1.8564,1.8516458516251348
69,1.9137,1.9409,1.9682,1.9083983272280185
152,1.8248,1.8161,1.8076,1.8273885286796696
92,1.8177,1.8059,1.7941,1.8212469743838875
33,1.8565,1.8609,1.8654,1.8553750755052782
72,1.8628,1.8701,1.8778,1.861019580629074
91,1.8486,1.8492,1.8499,1.8484563314386773
133,1.848,1.8485,1.8491,1.8478828115298895
96,1.8479,1.8481,1.8484,1.8478633360053858
164,1.8178,1.8069,1.7964,1.8211558661636669
135,1.8641,1.8729,1.8827,1.8620456166922101
112,1.8447,1.8439,1.843,1.8449478402813968
49,1.8447,1.8438,1.843,1.844962052094353
77,2.057,2.1324,2.207,2.055836461362633
64,1.8617,1.8676,1.8735,1.8602040849613581
146,1.9341,1.9698,2.0059,1.9280120566930032
104,1.9313,1.9714,2.0145,1.9245594556949592
134,1.8507,1.8521,1.8536,1.8503451644420785
27,1.8369,1.8329,1.829,1.8380391927934827
73,1.9689,2.0224,2.078,1.9620718284860392
28,1.8451,1.8443,1.8435,1.845317218306546
78,1.8424,1.8411,1.8399,1.8427744714471634
105,1.9037,1.9273,1.9515,1.898893889186195
29,1.8427,1.8415,1.8403,1.8430291432623216
101,1.8395,1.8366,1.8337,1.8403049700226966
102,1.8454,1.8447,1.8441,1.8456070563835192
38,1.7435,1.7016,1.6593,1.7593675966467544
186,1.8456,1.8452,1.8448,1.8457084201810103
1,1.8781,1.8942,1.9122,1.8745747121773055
143,1.8448,1.8439,1.843,1.8450446668242932
177,1.8391,1.8363,1.8338,1.839931773158062
123,1.8038,1.7863,1.7687,1.8093443055246778
132,1.9068,1.9309,1.955,1.9019031821155732
68,1.9909,2.0499,2.1099,1.9848809570530987
130,1.8253,1.817,1.8089,1.8277673889442307
182,1.9142,1.9415,1.9692,1.908931207671878
161,1.8406,1.8379,1.8353,1.8413636348205313
181,1.834,1.8288,1.8236,1.8354737333515752
56,1.8588,1.8636,1.8684,1.8575677021409946
3,1.8582,1.8629,1.8675,1.8570198013671568
74,1.8568,1.8607,1.8645,1.8558201359399447
151,1.8539,1.857,1.8602,1.8531039714735047
128,1.8503,1.8517,1.8532,1.8499445241285646
118,1.856,1.8596,1.8633,1.8550813266746222
125,1.8195,1.8088,1.7983,1.8227358918499919
153,1.8477,1.8481,1.8485,1.8475924899294642
79,1.8875,1.9037,1.9201,1.8838833832850823
67,1.8434,1.8423,1.8412,1.8437008223965885
89,1.8514,1.8544,1.8562,1.8509647134057279
80,1.8594,1.8644,1.8693,1.8581493364005541
142,1.8527,1.8551,1.8574,1.8520978309426694
31,1.8607,1.8663,1.8719,1.8592738575156051
129,1.8695,1.8792,1.8892,1.8671679738787053
93,1.8721,1.8816,1.8911,1.8698014294580005
6,1.8427,1.8409,1.8391,1.8431933579318012
113,1.8683,1.8831,1.9004,1.8650199834130239
20,1.8695,1.8789,1.8883,1.8671960491631472
172,1.8406,1.8381,1.8357,1.8413085468253858
140,1.8297,1.8229,1.8161,1.8316585200907456
99,1.9954,2.0642,2.1348,1.988732133331914
62,1.8471,1.8475,1.848,1.8470093131534857
83,1.8426,1.8409,1.8392,1.8430662101903916
19,1.8439,1.8428,1.8417,1.8442001590762727
59,1.8591,1.8642,1.8694,1.85780827514093
54,1.8636,1.8703,1.8771,1.8619309560189101
149,1.8379,1.8347,1.8316,1.8388118843111267
103,1.8511,1.8529,1.8547,1.8506227918021165
126,1.846,1.8456,1.8452,1.8461082270520555
39,2.0384,2.1209,2.2058,2.0349452380701556
50,1.8912,1.9091,1.927,1.887246106210857
120,1.9505,1.9927,2.0353,1.9441116071467062
114,1.8359,1.8316,1.8272,1.8371407441066843
17,1.8461,1.8457,1.8454,1.846225348301345
21,1.852,1.8542,1.8563,1.851448812686259
10,1.8428,1.8412,1.8397,1.8432558743365803
196,2.1171,2.201,2.2852,2.12238291613138
176,1.8439,1.8427,1.8415,1.8442274067785576
156,1.8463,1.8461,1.8459,1.8463540541519472
23,1.8373,1.8335,1.8297,1.8383636968631816
160,1.8399,1.8371,1.8343,1.8406759579809886
