config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.0066,2.0768,2.1504,2.000881354845068,0,1,1
2,1.9652,1.9981,2.0313,1.960880797958299,0,0,0
3,1.7702,1.7405,1.7115,1.7807453018248731,0,1,1
4,1.9681,2.0175,2.0675,1.9616726814642071,0,0,0
5,2.3477,2.5364,2.7255,2.429550437422449,0,0,0
6,1.9524,1.9969,2.044,1.94594944353725,0,0,0
7,1.9456,1.9867,2.0294,1.9392490832623783,1,0,1
8,1.8095,1.7976,1.7882,1.813692641943368,0,0,0
9,1.9482,1.9906,2.0339,1.9417034121942616,0,1,1
10,1.9677,2.0164,2.0651,1.9612978935334289,0,0,0
11,1.901,1.9219,1.9425,1.896703565474068,1,0,1
12,1.8889,1.9079,1.9274,1.8847135440768343,0,0,0
13,2.1442,2.2552,2.3686,2.1555338931783186,0,0,0
14,1.8712,1.881,1.891,1.868847777400199,0,0,0
15,2.3362,2.517,2.6973,2.410489634657994,0,0,0
16,2.0035,2.0691,2.1383,1.997950520657101,0,0,0
17,1.798,1.7803,1.7637,1.803924418538258,0,0,0
18,1.9279,1.9637,2.0012,1.9216598003445915,0,1,1
19,1.9967,2.0598,2.1244,1.9907262068969591,0,2,2
20,1.9908,2.0503,2.111,1.9847301188599489,0,0,0
21,1.9487,1.9908,2.0337,1.94226940790834,0,1,1
22,2.1302,2.2528,2.376,2.140607618660057,0,0,0
23,1.8535,1.8565,1.8598,1.8527621219058008,0,0,0
24,1.9419,1.9798,2.0178,1.935758153128991,0,0,0
25,1.9522,1.9969,2.0433,1.9456247268463995,1,1,2
26,1.8866,1.9028,1.919,1.8829373196429935,0,0,0
27,1.9045,1.9281,1.9519,1.899665838916731,1,1,2
28,1.843,1.8421,1.8416,1.8433163416811151,0,0,0
29,2.0814,2.1868,2.2979,2.0829902449022,0,0,0
30,2.0014,2.0678,2.1361,1.995507590802295,0,0,0
31,1.8783,1.8911,1.9042,1.8753320645487075,1,0,1
32,2.2185,2.3764,2.5414,2.2526984506634933,1,0,1
33,1.9024,1.9246,1.9469,1.8977915820166933,0,0,0
34,1.863,1.8696,1.8765,1.861383355648115,0,0,0
35,2.1474,2.3197,2.506,2.1667848339613585,1,0,1
36,2.0618,2.1397,2.2173,2.060989406340295,0,0,0
37,2.0058,2.0713,2.1381,2.0003367795967826,0,0,0
38,2.0971,2.2124,2.3333,2.1013408639609263,0,0,0
39,1.7072,1.6568,1.61,1.7290108138900064,0,0,0
40,1.9378,1.9797,2.0245,1.9310455651957408,0,0,0
41,1.7625,1.7308,1.7,1.7740538432679334,0,0,0
42,2.1019,2.1913,2.2807,2.105742086096212,0,0,0
43,1.8765,1.8884,1.9003,1.873676425145989,0,0,0
44,1.747,1.7045,1.6601,1.7634120567282303,0,0,0
45,2.2952,2.4521,2.6088,2.347809350844628,0,0,0
46,1.856,1.8598,1.8637,1.85502914572968,0,1,1
47,2.1521,2.2686,2.3848,2.165554464516546,1,0,1
48,2.2116,2.3583,2.5067,2.2418838785643707,0,1,1
49,2.021,2.0938,2.1686,2.016337817676724,0,1,1
50,1.8588,1.8641,1.8696,1.8574710003537267,0,0,0
51,1.8544,1.8574,1.8604,1.853615495320352,0,1,1
52,1.9228,1.9558,1.9907,1.91690086491424,1,0,1
53,2.4467,2.6737,2.9055,2.588133320401656,1,0,1
54,1.9414,1.9785,2.0157,1.935370665676396,0,0,0
55,2.0316,2.1067,2.183,2.027790032108081,1,0,1
56,1.8334,1.8274,1.8211,1.8351950429267383,0,0,0
57,1.9824,2.0355,2.0888,1.9764005399599829,0,0,0
58,2.072,2.162,2.2525,2.072224281933349,1,0,1
59,1.804,1.782,1.7595,1.8110455949306452,0,0,0
60,2.05,2.1276,2.2044,2.048074802382684,0,0,0
61,2.1287,2.24,2.3516,2.137777969270529,0,1,1
62,2.2335,2.3844,2.5368,2.269732325067917,0,0,0
63,1.988,2.0484,2.1107,1.9816572293974517,0,0,0
64,2.0322,2.1074,2.1894,2.0286059006723747,0,0,0
65,2.2566,2.441,2.6334,2.308957786963858,1,1,2
66,2.0264,2.102,2.1797,2.022074914304372,1,0,1
67,2.0002,2.059,2.117,1.9950354423976588,0,0,0
68,1.9758,2.0256,2.0751,1.9698348778667336,0,0,0
69,2.0162,2.085,2.1547,2.011348233916552,0,0,0
70,2.273,2.4465,2.6238,2.3262531824343453,0,0,0
71,1.8754,1.8868,1.8983,1.8726963358412203,0,0,0
72,1.8384,1.8358,1.8339,1.8392498228986829,1,0,1
73,1.9971,2.063,2.1418,1.9915120760972416,0,0,0
74,1.9886,2.0458,2.1032,1.982560968357821,0,0,0
75,2.1389,2.29,2.4481,2.153855094146725,0,0,0
76,2.07,2.1704,2.2766,2.069979314018642,0,0,0
77,2.326,2.5141,2.7017,2.4011774231296306,0,0,0
78,1.9382,2.013,2.0929,1.925671139899584,0,0,0
79,1.9735,2.0235,2.0746,1.9673704095501872,0,0,0
80,1.8674,1.8761,1.8853,1.865325099877689,1,0,1
81,2.003,2.0677,2.1336,1.9973704046159888,0,0,0
82,2.0952,2.203,2.3134,2.0988983510020507,0,0,0
83,1.851,1.8569,1.8652,1.849834432156486,1,0,1
84,1.8913,1.9099,1.9299,1.887383171988992,0,1,1
85,2.0893,2.2122,2.3444,2.092493378546673,0,0,0
86,1.9016,1.9246,1.9481,1.8968495946145687,0,0,0
87,2.0873,2.1824,2.2771,2.0895945333136927,1,0,1
88,1.7936,1.7761,1.7601,1.7996419887270578,0,0,0
89,1.7919,1.7635,1.7327,1.8018894513223165,0,0,0
90,1.8788,1.8917,1.9047,1.87578651323365,0,1,1
91,2.0846,2.1785,2.2719,2.086535942518187,1,0,1
92,1.9916,2.05,2.109,1.985675733716804,0,0,0
93,2.1668,2.3058,2.4491,2.185984712113581,0,0,0
94,2.1321,2.2424,2.352,2.1417189173601514,0,0,0
95,2.1993,2.3377,2.4768,2.225152625278454,0,0,0
96,1.8268,1.819,1.8113,1.8290895301166028,0,0,0
97,1.8978,1.9191,1.9411,1.893342597109977,0,0,0
98,2.1195,2.2264,2.3344,2.1267743282815883,1,0,1
99,1.8661,1.8767,1.8889,1.8637064361244935,0,0,0
100,2.1978,2.3377,2.4791,2.2236133567016134,0,0,0
101,2.2592,2.4505,2.6504,2.314830016007901,0,0,0
102,2.0022,2.0653,2.1291,1.9966311713648344,0,0,0
103,1.7724,1.741,1.7096,1.7832783250452022,1,0,1
104,2.0375,2.104,2.1698,2.0347916543949083,0,1,1
105,1.9368,1.9761,2.0171,1.930331720333364,1,0,1
106,2.0478,2.1413,2.2414,2.045070609679797,0,0,0
107,1.9824,2.0364,2.0905,1.9762847993734851,0,0,0
108,2.2049,2.3466,2.4917,2.232395107133016,0,0,0
109,1.8145,1.8017,1.7889,1.8183917016109663,1,0,1
110,2.0007,2.0682,2.1401,1.994773754793068,0,0,0
111,2.1793,2.3028,2.4267,2.1984008466789717,0,0,0
112,2.011,2.0757,2.1403,2.00600850167843,0,0,0
113,1.9493,1.992,2.0362,1.942869373119122,0,0,0
114,1.928,1.9611,1.9944,1.9221030159551191,0,0,0
115,1.9104,1.9365,1.9629,1.905237734009063,1,1,2
116,1.9121,1.9384,1.9649,1.906939730597917,1,0,1
117,1.8995,1.9212,1.9431,1.894933832900608,0,1,1
118,2.0658,2.1535,2.2426,2.065288754001875,1,0,1
119,1.8875,1.9051,1.9236,1.88366033262607,0,0,0
120,2.0432,2.1208,2.1995,2.04043533566918,1,0,1
121,2.0788,2.1594,2.2395,2.0798212901714392,0,1,1
122,1.9869,2.0441,2.1016,1.9807415361484817,0,0,0
123,1.9092,1.9346,1.9602,1.9041314581581852,0,0,0
124,2.0725,2.1691,2.269,2.0728037349405093,1,0,1
125,1.9053,1.9315,1.9593,1.9001180127692916,0,0,0
126,1.8912,1.9091,1.9272,1.8872736650849584,1,1,2
127,2.0857,2.1859,2.2856,2.0879286789898623,0,0,0
128,1.8854,1.9016,1.9182,1.8817703405986932,0,0,0
129,2.087,2.1824,2.2804,2.0891604409623983,0,0,0
130,1.9606,2.0051,2.0493,1.9544531486694088,1,1,2
131,1.878,1.8907,1.9035,1.8750217980741584,0,0,0
132,1.9416,1.9851,2.0318,1.9347934501128707,0,0,0
133,2.2252,2.3899,2.5605,2.263036729691806,1,0,1
134,2.0096,2.0734,2.141,2.004720444341975,0,0,0
135,1.855,1.8585,1.8622,1.8541197717355056,0,0,0
136,1.8954,1.9174,1.9409,1.8908333613125148,0,0,0
137,1.8976,1.9178,1.9381,1.8932986718678595,0,1,1
138,1.9389,1.9795,2.0224,1.9323674553483308,0,0,0
139,1.8514,1.8547,1.8586,1.8506257490440712,0,0,0
140,1.9408,1.9786,2.0168,1.9346525655505569,0,0,0
141,2.3761,2.5907,2.8074,2.4827707200525224,0,0,0
142,2.0864,2.185,2.2851,2.0885772863729586,0,0,0
143,1.9404,1.9844,2.0307,1.9333522082758223,0,1,1
144,1.98,2.0352,2.0914,1.9736305989463228,0,0,0
145,1.9986,2.0692,2.1452,1.9922345314700576,0,0,0
146,2.004,2.096,2.2014,1.996461810335162,1,0,1
147,1.8885,1.9059,1.9242,1.8847269490148904,0,1,1
148,1.8964,1.9213,1.9474,1.891175772541427,0,1,1
149,1.9631,2.0088,2.054,1.9569709800216035,0,0,0
150,1.9699,2.0078,2.0462,1.9651287281455796,0,0,0
151,1.9109,1.9368,1.9629,1.9057825743145915,0,0,0
152,1.9407,1.9819,2.0245,1.934062718452766,0,0,0
153,1.996,2.0555,2.115,1.9902591196286052,0,1,1
154,1.9416,1.98,2.0186,1.9353684232322537,1,0,1
155,1.8869,1.9028,1.9188,1.8833264451602445,0,1,1
156,1.9981,2.0631,2.1304,1.9920908710104088,0,0,0
157,2.0472,2.1279,2.2102,2.0447493530458747,0,0,0
158,1.8901,1.9091,1.929,1.885996799582485,0,0,0
159,1.9526,1.9954,2.0391,1.946274381407533,0,0,0
160,1.9956,2.0677,2.1479,1.9889669085473625,0,0,0
161,1.9757,2.028,2.0813,1.9694049090626904,0,1,1
162,2.0316,2.1072,2.1863,2.0278298387969684,0,1,1
163,1.9468,1.9962,2.0521,1.9396048922031208,0,0,0
164,1.8347,1.8296,1.8245,1.8361412809273585,0,0,0
165,2.0769,2.1696,2.2631,2.077746185772864,0,0,0
166,1.8482,1.8492,1.8503,1.8479486726684968,0,1,1
167,2.1478,2.2632,2.3825,2.160153415891705,0,0,0
168,1.9772,2.0311,2.0856,1.970771266764636,0,2,2
169,1.9029,1.9258,1.9491,1.8981946048713396,0,0,0
170,2.006,2.0642,2.1217,2.0013067992751785,0,0,0
171,1.9703,2.019,2.0675,1.9641093827109808,0,0,0
172,1.9344,1.967,1.9989,1.9290199711531533,0,0,0
173,1.8155,1.8033,1.7913,1.8192363181792155,0,0,0
174,1.8832,1.8998,1.9167,1.8794188587479197,0,0,0
175,1.8892,1.9078,1.9274,1.8851817550034344,0,0,0
176,1.8411,1.839,1.837,1.841696979770056,0,0,0
177,1.8312,1.8253,1.8195,1.8329088254041843,0,0,0
178,2.0579,2.1415,2.2258,2.056530325117765,0,0,0
179,2.0897,2.1891,2.2898,2.0923469540223985,0,2,2
180,2.0172,2.0838,2.1527,2.012661238380431,0,1,1
181,2.276,2.469,2.6703,2.337375094249221,0,0,0
182,2.2217,2.3568,2.4908,2.251320527282392,0,0,0
183,1.8898,1.907,1.9241,1.8860026863375228,1,0,1
