config,dipole_l,dipole_m,dipole_h,muL
100,2.3764,2.5878,2.8025,2.480831017078365
101,2.5962,2.9167,3.251,2.9288022348168976
102,2.4495,2.7037,2.9649,2.6164022044681015
103,2.35,2.5808,2.8252,2.455794676340346
104,2.7283,3.0981,3.4811,3.267076793889379
105,2.4489,2.7014,2.9647,2.6133026974770113
106,2.6178,2.9337,3.2586,2.956130238598535
107,2.4883,2.736,2.9904,2.6658003418689638
108,2.6704,3.0232,3.3968,3.1222056065215376
109,2.4242,2.6475,2.8745,2.5543111118757214
10,2.4849,2.7502,3.0284,2.6785714305138284
110,2.4664,2.7309,3.0026,2.651265035141045
111,2.5219,2.7929,3.0703,2.7409334049606184
112,2.6932,3.0404,3.4032,3.1483441767915465
113,2.3956,2.6207,2.85,2.516379693230828
114,2.6391,2.956,3.2806,2.992615195846683
115,2.5134,2.8047,3.1106,2.752313788291972
116,2.4358,2.6604,2.8856,2.571789577996163
117,2.5064,2.7764,3.0545,2.7164332012833268
118,2.3411,2.5473,2.7655,2.428979384235287
119,2.6031,2.9154,3.2445,2.926276997582039
11,2.4442,2.6719,2.9086,2.5846040826374512
120,2.5487,2.8493,3.1665,2.8203116940600834
121,2.465,2.7315,3.0171,2.6494214455963
122,2.3804,2.6162,2.8643,2.5017735188051256
123,2.521,2.8058,3.1014,2.75618159728123
124,2.4668,2.7341,3.013,2.654089282784989
125,2.43,2.6811,2.9423,2.5849036426267564
126,2.4319,2.6757,2.9289,2.5812746990895397
127,2.5533,2.8483,3.1575,2.8197292940265277
128,2.3243,2.5246,2.7365,2.403549933617589
129,2.4729,2.7037,2.9344,2.628509145276395
12,2.6227,2.9466,3.291,2.9794984898637047
130,2.3817,2.6032,2.836,2.493540466420211
131,2.659,2.985,3.3244,3.0436314555389563
132,2.6601,2.992,3.334,3.0566558700938145
133,2.5603,2.8392,3.125,2.8087258981970975
134,2.552,2.846,3.1524,2.8163986625314417
135,2.5345,2.8305,3.1361,2.7919918857987676
136,2.6272,2.9587,3.3044,3.000725000803411
137,2.4546,2.7013,2.9575,2.6162191928359566
138,2.4886,2.7531,3.0231,2.6842169708292793
139,2.6907,3.0316,3.396,3.132174250362393
13,2.5685,2.8807,3.2089,2.8696712737699794
140,2.5619,2.8611,3.1744,2.839372633307909
141,2.5642,2.8716,3.1968,2.8551879623305245
142,2.5707,2.8858,3.2246,2.8777105502004274
143,2.6166,2.9298,3.2545,2.949622253592793
144,2.5946,2.9041,3.2239,2.907706549927451
145,2.342,2.5809,2.8303,2.450398330223028
146,2.456,2.7376,3.0334,2.652586949710187
147,2.4778,2.7442,3.0209,2.669631352632747
148,2.5858,2.8883,3.2009,2.8824433512095036
149,2.1603,2.2869,2.4197,2.1761608840245206
14,2.4787,2.7598,3.0522,2.687038291353757
150,2.5245,2.8173,3.1294,2.7710966646767594
151,2.3814,2.5857,2.789,2.4832318291572033
152,2.3587,2.5933,2.8395,2.4707429494853765
153,2.6189,2.9294,3.2586,2.9490829223412045
154,2.3929,2.6105,2.8348,2.5068102529530742
155,2.4395,2.6724,2.9124,2.582868182407666
156,2.6654,3.0131,3.3788,3.1009849656089044
157,2.5917,2.8927,3.2049,2.889457207111664
158,2.3935,2.6475,2.9141,2.5343289724728018
159,2.736,3.089,3.4561,3.2378714418668624
15,2.4886,2.7705,3.0646,2.702912379955632
160,2.6158,2.9346,3.2643,2.9580626405730053
161,2.4733,2.726,2.9826,2.6497726033195868
162,2.6545,3.0008,3.3616,3.077827912904116
163,2.5745,2.8801,3.1961,2.869224495743508
164,2.3786,2.6101,2.8535,2.4962312232318014
165,2.4661,2.7123,2.9663,2.6324243077080127
166,2.6657,3.014,3.3776,3.102108364849864
167,2.5933,2.9145,3.2567,2.925400191464126
168,2.6745,3.0366,3.4194,3.151483914250243
169,2.5859,2.8908,3.2069,2.886352172540263
16,2.6065,2.9091,3.222,2.9155405774105727
170,2.3657,2.5736,2.7913,2.463145585494065
171,2.6835,3.0205,3.3688,3.1074342587101773
172,2.6099,2.9417,3.2895,2.972069385279896
173,2.4622,2.7122,2.9698,2.630560683711262
174,2.4491,2.6833,2.9228,2.5976893299797474
175,2.4298,2.6697,2.9194,2.574850344928827
176,2.4047,2.6426,2.8921,2.537557618034209
177,2.1527,2.2812,2.4153,2.167518513672532
178,2.3509,2.5637,2.7811,2.4472332582473593
179,2.4702,2.7116,2.9537,2.6347035531063034
17,2.5088,2.7913,3.087,2.7343466874220783
180,2.3524,2.5545,2.7586,2.4431990065745794
181,2.3009,2.4804,2.6692,2.36340447243204
182,2.5621,2.8328,3.1092,2.80058786521073
183,2.5332,2.8146,3.1073,2.7704404266224048
184,2.5019,2.778,3.0635,2.7166585654532667
185,2.3944,2.6344,2.888,2.524359677821561
186,2.635,2.9633,3.2993,3.0070019882136934
187,2.5648,2.8625,3.1707,2.84193223567943
188,2.7435,3.1043,3.4842,3.2746184654814887
189,2.3037,2.4924,2.6869,2.3717582576960052
18,2.5978,2.8988,3.2164,2.8991476171746453
190,2.6399,3.0008,3.3789,3.084243073723404
191,2.6496,2.9952,3.3591,3.0685667786534596
192,2.8413,3.2597,3.7081,3.6850830521799995
193,2.4478,2.7016,2.9636,2.613369316286538
194,2.5226,2.7929,3.0712,2.740948120786043
195,2.2629,2.4131,2.5654,2.305347412814256
196,2.6519,2.9997,3.3639,3.0769019834172546
197,2.4293,2.6694,2.9204,2.5741320254137183
198,2.6209,2.9549,3.3075,2.995260095682194
199,2.5204,2.8164,3.1266,2.76943179357828
19,2.6873,3.0297,3.3859,3.1265359902937107
1,2.5103,2.7766,3.0475,2.7183717599756694
200,2.4913,2.76,3.0372,2.692429890245709
20,2.4897,2.7441,3.0084,2.6743447579127553
21,2.4261,2.6847,2.9542,2.58587748159787
22,2.6125,2.9214,3.2369,2.93544107034546
23,2.5704,2.8547,3.142,2.8317790451505593
24,2.7172,3.0766,3.4476,3.218901123480547
25,2.5255,2.7904,3.0638,2.738713208294607
26,2.3781,2.6044,2.8388,2.4925138046652306
27,2.5087,2.7709,3.0383,2.7112407797686844
28,2.4245,2.6702,2.9318,2.5712981232099645
29,2.493,2.7757,3.0707,2.7105540524775664
2,2.5965,2.9043,3.2215,2.907988168272731
30,2.2737,2.4532,2.6367,2.3294851058505572
31,2.6644,2.9947,3.3393,3.0615318112061343
32,2.3725,2.5967,2.8317,2.482902502629552
33,2.4695,2.7434,3.0269,2.665430683645414
34,2.4621,2.7011,2.9467,2.620088987833575
35,2.4188,2.6412,2.8717,2.545469006253854
36,2.4138,2.6514,2.8979,2.5505615685950187
37,2.4911,2.7722,3.0705,2.7051079120096793
38,2.5408,2.8219,3.1185,2.7812552608148158
39,2.5895,2.8933,3.2065,2.8903811067926646
3,2.7718,3.1716,3.5859,3.442067733684846
40,2.4489,2.7157,2.9932,2.6272013633072273
