config,dipole_l,dipole_m,dipole_h,muL
178,1.8864,1.9034,1.921,1.8826335323008956
188,1.8252,1.8166,1.808,1.8277178781873684
26,1.8515,1.8534,1.8553,1.8509971391809354
30,1.8562,1.8605,1.8653,1.8551653508503803
169,1.8667,1.8747,1.8829,1.864746484536071
158,1.8292,1.8221,1.8152,1.831285293758967
22,1.8915,1.9094,1.9274,1.8875664879039433
15,1.8545,1.8575,1.8605,1.8537158589293898
37,1.8482,1.8488,1.8495,1.8480560785426352
47,1.8264,1.8367,1.8541,1.8247111427740088
7,1.8453,1.8448,1.8444,1.8454529292303603
163,1.8737,1.8849,1.8962,1.8710215244047324
173,1.9613,2.0109,2.0621,1.9544997182502912
46,1.8666,1.8747,1.8829,1.86460482607569
148,1.8461,1.8458,1.8455,1.8461811438718825
57,1.8533,1.8578,1.8633,1.852282166936537
65,1.8445,1.8435,1.8425,1.8447721810914017
44,1.8731,1.8845,1.8964,1.8704251470641087
12,1.8748,1.8861,1.8977,1.8721423016225316
121,1.8516,1.8534,1.8553,1.8511406397444194
197,1.8821,1.8964,1.9109,1.8788243093504349
40,1.8502,1.8517,1.8531,1.8498308622223407
60,1.85,1.8512,1.8524,1.8496804956570743
111,2.0494,2.1549,2.2676,2.0464908696151376
155,1.8546,1.8578,1.861,1.8537637679999808
189,1.8335,1.8281,1.8228,1.8350513961224013
154,1.7825,1.7572,1.7321,1.791071961000953
139,1.8317,1.8256,1.8196,1.8334619994226269
174,1.8502,1.8515,1.8528,1.8498541429093267
106,1.8211,1.8108,1.8006,1.824178883191116
25,1.9223,1.9525,1.9826,1.916730429399901
141,1.8491,1.8501,1.851,1.8488627876071604
191,1.9608,2.0058,2.0506,1.9545657375698346
76,1.8608,1.8662,1.8716,1.8594257819128641
4,1.8497,1.8507,1.8516,1.84946347675204
198,1.8475,1.8475,1.8476,1.8475170577671096
107,1.8439,1.8432,1.8424,1.8441213919240231
115,2.0225,2.0879,2.1523,2.018628215022936
187,1.8411,1.8388,1.8365,1.8417344540092149
100,1.8438,1.8424,1.841,1.8441820512573215
42,1.8154,1.8036,1.7922,1.8190572161958831
144,1.8432,1.8416,1.84,1.8436376818511637
85,1.887,1.9044,1.9229,1.8832242268577866
195,1.8492,1.8499,1.8507,1.849029990019984
58,1.8807,1.8948,1.909,1.8774327262360777
200,1.8533,1.8559,1.8584,1.8526468547802255
88,1.8529,1.8553,1.8577,1.8522684921917199
116,1.8484,1.8491,1.8501,1.8482633900495216
184,1.8653,1.8731,1.8812,1.8633992511837039
165,1.8505,1.8519,1.8534,1.8501448442825512
159,1.8651,1.8724,1.8798,1.863291955202777
175,1.8233,1.8137,1.804,1.826160113957223
110,1.8469,1.8468,1.8466,1.8469570980417245
117,1.8459,1.8455,1.8451,1.846008275334294
69,1.8465,1.8463,1.8462,1.8465711473805342
152,1.9066,1.9305,1.9546,1.90176428143161
92,1.829,1.8221,1.8155,1.831048227339124
33,1.8326,1.827,1.8214,1.8341957402400495
72,1.8751,1.8865,1.8978,1.8724061823302878
91,1.8561,1.8598,1.8635,1.8551392527797252
133,2.2025,2.3328,2.4633,2.227195852846224
96,1.885,1.9004,1.9157,1.8815198886977593
164,1.8417,1.8396,1.8374,1.8423082534139867
135,1.8404,1.838,1.8355,1.8410943918731262
112,1.9276,1.961,1.995,1.9216744548220852
49,1.8468,1.8468,1.8468,1.8468000000000004
77,1.8486,1.8493,1.8499,1.84844263013267
64,1.8372,1.8334,1.8296,1.838264153669719
146,1.84,1.8378,1.8355,1.84064030121609
104,1.9235,1.9543,1.9852,1.9178457009272263
134,1.9964,2.0651,2.1337,1.9897508033627773
27,1.8602,1.8654,1.8706,1.85887320887342
73,1.8479,1.8483,1.8488,1.8478096254261638
28,1.849,1.8497,1.8504,1.8488128890376883
78,1.8039,1.7891,1.7753,1.808779224836761
105,1.8313,1.825,1.8187,1.833103517537951
29,1.8524,1.8546,1.8567,1.8518498539594217
101,1.8835,1.9004,1.9155,1.8801282606500487
102,1.8566,1.8608,1.865,1.8555113091755655
38,1.9013,1.9232,1.9453,1.8967389426121777
186,1.8441,1.8433,1.8426,1.8443355206501733
1,1.9875,2.0421,2.096,1.9818301131067153
143,1.8707,1.8802,1.8898,1.8684005077979224
177,1.8365,1.8322,1.8279,1.837707066757012
123,1.8228,1.8131,1.8034,1.825663991801968
132,1.8346,1.8297,1.8248,1.8359856808593913
68,1.8642,1.8713,1.8783,1.8624482817344128
130,1.8598,1.8648,1.8699,1.8585382601070548
182,1.8522,1.8545,1.857,1.8516263763815415
161,1.8723,1.883,1.8942,1.8697860156670365
181,1.8619,1.868,1.8741,1.860354483905583
56,1.8431,1.8416,1.8401,1.843510557016835
3,1.8755,1.887,1.8985,1.8727585884476616
74,1.8318,1.8258,1.8197,1.83354538764978
151,1.9387,1.9755,2.0123,1.9325862930356825
128,1.8404,1.8378,1.8352,1.8411191408779992
118,1.8488,1.8494,1.85,1.8486394935356558
125,1.912,1.9387,1.9659,1.90679156686822
153,1.8812,1.8964,1.9122,1.8777541698251679
79,1.8472,1.8474,1.8476,1.8471461371581264
67,1.8362,1.8319,1.8277,1.837426525673982
89,1.8507,1.8522,1.8538,1.8503185736383367
80,1.8434,1.8418,1.8402,1.8438372961519267
142,1.8514,1.8534,1.8554,1.8508703666310757
31,1.8478,1.8484,1.849,1.8476387684268283
129,1.9503,1.9933,2.0392,1.9440037090885847
93,1.9485,1.9886,2.0284,1.9423857495508257
6,1.8717,1.8816,1.8915,1.8692986363336357
113,1.8531,1.8587,1.8661,1.8519238511715832
20,1.9689,2.019,2.0701,1.9624574961308783
172,1.8188,1.8078,1.7968,1.8220952332485565
140,1.8466,1.8464,1.8462,1.8466539817111016
99,1.8353,1.8307,1.826,1.8366280423283599
62,1.82,1.8093,1.7986,1.8231912014373561
83,1.8479,1.8484,1.8488,1.8477958283390445
19,1.8637,1.8706,1.8776,1.8619810772190948
59,1.818,1.8064,1.7949,1.8215027950543103
54,1.843,1.8413,1.8397,1.843482788502353
149,1.7917,1.7696,1.7475,1.7989384504365054
103,1.8493,1.8503,1.8513,1.8490329643968655
126,1.8496,1.8506,1.8517,1.8493502353449223
39,1.8552,1.8585,1.8619,1.8543564237405619
50,1.8965,1.9165,1.9367,1.8922286888224262
120,2.1168,2.2048,2.2908,2.1226485466353244
114,1.8621,1.8681,1.8741,1.8605814649016739
17,1.827,1.819,1.8111,1.8293452590781465
21,1.8527,1.8551,1.8575,1.8520679108400284
10,1.832,1.8261,1.8202,1.8336848663368353
196,1.874,1.8849,1.8958,1.8713835182007983
176,1.8625,1.8688,1.8752,1.8609239699935711
156,1.8501,1.8513,1.8526,1.8497975116363292
23,1.8632,1.8698,1.8764,1.8615372292327586
160,1.8438,1.8429,1.8422,1.8440804702252702
90,1.8816,1.8961,1.9109,1.878282984411064
171,1.8392,1.8361,1.8331,1.840079083272411
43,1.8733,1.8876,1.9039,1.870145874586512
41,1.8762,1.888,1.8999,1.8734110737375198
124,1.9872,2.0491,2.1135,1.9806596668442884
183,1.9252,1.9584,1.9926,1.919257700100784
45,1.8632,1.8697,1.8762,1.8615626220540877
190,1.8482,1.8488,1.8495,1.8480560785426352
157,1.8453,1.8447,1.8441,1.8454628082378586
137,1.873,1.8836,1.8941,1.8704725946326584
2,2.0512,2.1242,2.1956,2.0496815555396806
66,2.0501,2.1431,2.2402,2.0476271792538543
98,1.8547,1.8579,1.861,1.8538939961878758
108,1.8651,1.8725,1.88,1.8632667506551044
168,1.8566,1.8607,1.8651,1.8555865426505573
162,1.8413,1.839,1.8366,1.841964260973268
185,1.8489,1.8504,1.852,1.848515474319036
179,1.844,1.8433,1.8426,1.8441910180486079
24,1.8475,1.8478,1.8483,1.8474534444200625
122,1.8428,1.8411,1.8394,1.843265800434342
61,1.8511,1.853,1.8549,1.8505962192645025
194,1.8539,1.8566,1.8594,1.8532091524675034
193,1.8536,1.8563,1.8591,1.8529081988714704
136,1.8683,1.8769,1.8855,1.8661815942655064
82,1.8435,1.8421,1.8407,1.8438825576096316
75,1.823,1.8136,1.8042,1.8257741640814755
48,1.8419,1.84,1.8382,1.8424400262916465
14,1.8844,1.8995,1.9146,1.8809497766193253
51,1.8544,1.8577,1.8612,1.85356985984148
147,1.7777,1.7505,1.7235,1.787045400956664
16,1.8455,1.8447,1.844,1.8457340391658297
8,1.8728,1.8835,1.8945,1.8702619856763258
81,2.0487,2.1086,2.1701,2.047051706812052
52,1.7352,1.6896,1.6434,1.752886399065405
166,1.8195,1.8086,1.7977,1.822756571215383
138,1.8617,1.8677,1.8737,1.8601785454138493
5,1.8481,1.8487,1.8494,1.8479560153219294
119,1.8299,1.823,1.8161,1.83188543107351
13,1.8648,1.8721,1.8795,1.8629893146050545
