config,dipole_l,dipole_m,dipole_h,muL
100,2.4932,2.7437,2.9988,2.676035554941444
101,2.2896,2.5045,2.7344,2.3641912627118353
102,2.1455,2.2882,2.4396,2.1606759370949606
103,2.4868,2.705,2.9215,2.635466488159177
104,2.2269,2.3949,2.5717,2.2657989419074918
105,2.4085,2.6325,2.861,2.533205782455837
106,2.2998,2.5157,2.7454,2.3786105540449825
107,2.4458,2.7078,2.983,2.6175026554839844
108,2.6992,3.0379,3.4006,3.1423289149798173
109,2.3013,2.4982,2.7068,2.371632035337739
10,2.112,2.2186,2.3281,2.118092063290662
110,2.3596,2.5732,2.7928,2.459210171901081
111,2.5216,2.7976,3.0822,2.746331110204242
112,2.3663,2.5787,2.796,2.467645899950574
113,2.5186,2.7891,3.0615,2.735939813167302
114,2.4922,2.7538,3.0231,2.6860336389414132
115,2.1886,2.3264,2.4627,2.2123910524708696
116,2.3074,2.4903,2.6809,2.3735106073353314
117,2.1457,2.2723,2.3997,2.1592890200862724
118,2.283,2.5046,2.7425,2.358248533799465
119,2.4891,2.7554,3.0317,2.6862949408156878
11,2.303,2.4948,2.6902,2.372647545116544
120,2.0682,2.1588,2.2512,2.0679625036562665
121,2.3696,2.5841,2.8,2.474049311579768
122,2.1264,2.2325,2.3383,2.13470973706295
123,2.3723,2.5944,2.8206,2.4823432554048126
124,2.3352,2.5327,2.7375,2.417048651074289
125,2.4104,2.6485,2.8954,2.5462085888751105
126,2.5453,2.8225,3.114,2.783112001402722
127,2.176,2.316,2.4604,2.197192413712168
128,2.0809,2.1648,2.2467,2.082465808732419
129,2.0098,2.0749,2.1404,2.0046687123846887
12,2.6141,2.9299,3.255,2.949930722264637
130,2.4196,2.6822,2.9581,2.579576583908342
131,2.1383,2.2562,2.3787,2.1493812875114107
132,2.4951,2.753,3.0249,2.68537288941613
133,2.3098,2.4856,2.6689,2.373285195588122
134,2.1977,2.3615,2.5325,2.2284573357265565
135,2.554,2.855,3.1737,2.8292577096157427
136,2.4922,2.743,3.0014,2.674488838592942
137,2.2528,2.4394,2.6375,2.304425199111929
138,2.3631,2.5791,2.8022,2.465283678700567
139,2.1753,2.3116,2.4519,2.1957090848573713
13,2.2816,2.4377,2.5928,2.330731181142331
140,2.2488,2.4233,2.6041,2.2957069354847337
141,2.3884,2.6,2.8182,2.4965301006444136
142,2.6505,2.9903,3.3416,3.0566060889726785
143,2.5232,2.8122,3.1104,2.765131732660799
144,2.3674,2.5958,2.8396,2.4779574463558447
145,2.2277,2.3692,2.5173,2.2594680152905435
146,2.5306,2.8231,3.129,2.7808139559977967
147,2.4624,2.703,2.9469,2.622530712110377
148,2.5361,2.8106,3.0926,2.7664017216669934
149,2.3253,2.5164,2.7157,2.400569896572478
14,2.1504,2.29,2.4346,2.1663625767537718
150,2.3098,2.4879,2.6691,2.3750072164628486
151,2.3271,2.5105,2.6983,2.3995213977815886
152,2.3024,2.4772,2.6496,2.3645104919766156
153,2.303,2.4877,2.6806,2.3686299624571063
154,2.734,3.1006,3.4764,3.266686895511628
155,2.5083,2.7978,3.1004,2.7422822387619505
156,2.6431,2.9836,3.3379,3.045687851890236
157,2.2931,2.4725,2.6594,2.353681865043658
158,2.1919,2.3264,2.4646,2.215190466459495
159,2.3144,2.514,2.7213,2.3907687648657667
15,2.714,3.0796,3.4578,3.2293063358994063
160,2.1533,2.2718,2.3919,2.167089088227181
161,2.4037,2.6678,2.943,2.5579244722764787
162,1.9342,1.9717,2.0142,1.928276563871368
163,2.5927,2.8762,3.1742,2.8643049114870975
164,2.4479,2.6904,2.9401,2.6031687055545447
165,2.668,3.0071,3.3626,3.086486618385218
166,2.4667,2.7152,2.9692,2.6358769936221864
167,2.12,2.2306,2.3408,2.1277447212383183
168,2.3398,2.5486,2.7673,2.4290922444175758
169,2.3248,2.5165,2.7214,2.399453057820142
16,2.5283,2.8304,3.1507,2.7898175644828824
170,2.5036,2.7914,3.0911,2.733041860373985
171,2.2324,2.425,2.636,2.2793110418309523
172,2.3533,2.568,2.7931,2.4506679587452482
173,2.5815,2.907,3.245,2.912874090761826
174,2.4167,2.6773,2.9504,2.5736730165217123
175,2.4962,2.7702,3.0582,2.705020455607425
176,2.6436,2.9675,3.3061,3.013933758900206
177,2.4463,2.6957,2.9511,2.6074381991784685
178,2.3839,2.6223,2.8721,2.508752837848018
179,2.3286,2.5555,2.7915,2.424611975513572
17,2.324,2.496,2.6722,2.3899223393525895
180,2.2799,2.4591,2.6419,2.337324475795929
181,2.515,2.7874,3.0663,2.732298626646056
182,2.3157,2.5224,2.7369,2.3961415148743535
183,2.4092,2.635,2.8671,2.535248432048141
184,2.3653,2.5783,2.7958,2.4667546919560777
185,2.4301,2.6754,2.928,2.5803838080558097
186,2.5768,2.9001,3.2376,2.9013503011646975
187,2.2758,2.4462,2.6234,2.328164293606488
188,2.0059,2.075,2.1477,2.0002297209232727
189,2.3577,2.5702,2.7901,2.455725827392221
18,2.4463,2.6891,2.9426,2.6006036069544303
190,2.3519,2.5625,2.7815,2.446599264976302
191,2.2463,2.4146,2.5877,2.290644677004832
192,2.5116,2.801,3.1079,2.7467591999153282
193,2.3103,2.5143,2.7252,2.387718827406978
194,2.3052,2.4888,2.6773,2.37143305772215
195,2.4469,2.711,2.9873,2.6213339555369717
196,2.4476,2.6927,2.9447,2.6051721086774653
197,2.1866,2.3364,2.4894,2.212040526962724
198,2.5167,2.8092,3.1143,2.7592223061152534
199,2.1967,2.3395,2.4865,2.2226890518653595
19,2.3657,2.587,2.8198,2.471532074600717
1,2.3339,2.5614,2.8038,2.4312836195700642
200,2.494,2.7573,3.03,2.6903066931041297
20,2.239,2.3968,2.5616,2.27793848053369
21,2.4377,2.6792,2.9306,2.5873875997672613
22,2.4214,2.6806,2.957,2.578476243952082
23,2.0007,2.068,2.1391,1.9947611772225669
24,2.5808,2.8978,3.231,2.8975304725016873
25,2.6807,3.0388,3.419,3.1537845761832575
26,2.5946,2.886,3.1885,2.8791739301637653
27,2.5699,2.8866,3.2213,2.8790761926458264
28,2.4031,2.6386,2.8812,2.534199135455126
29,2.4076,2.6318,2.8592,2.532344437434651
2,2.3005,2.4795,2.6612,2.363631069467168
30,2.2887,2.4721,2.6686,2.3489948064243684
31,2.1675,2.2985,2.4337,2.1854951260804962
32,2.1414,2.2744,2.4123,2.1547649539143223
33,2.5202,2.7939,3.0743,2.7416292181616306
34,2.3992,2.6445,2.8991,2.536077898229298
35,2.2465,2.406,2.5679,2.2882825500995874
36,2.1859,2.3237,2.464,2.208797644537372
37,2.2396,2.3994,2.5644,2.2795104035417237
38,2.4515,2.702,2.9709,2.6139230555784385
39,2.3644,2.6035,2.853,2.4820264821594544
3,2.7172,3.0512,3.3951,3.158040847593896
40,2.5232,2.7775,3.0371,2.7233593322265635
41,2.4111,2.642,2.8795,2.541808721837678
42,2.487,2.7601,3.0429,2.6907730741222853
43,2.5006,2.7647,3.0328,2.701643166472873
44,2.1936,2.3674,2.5589,2.2246920188958215
45,2.2754,2.4457,2.6182,2.328242534286003
46,2.0584,2.1587,2.2651,2.056836642513535
47,2.3666,2.5781,2.7959,2.4672340187155957
48,2.3898,2.6213,2.8588,2.5128043787756615
49,1.9915,2.0411,2.0889,1.9869038304407964
4,2.6061,2.9153,3.2313,2.925665923032083
50,2.4191,2.6546,2.8976,2.5565099716541484
51,2.4735,2.7546,3.0457,2.6793189004834925
52,2.4443,2.6853,2.9363,2.596259605986415
