config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,1.813,1.7991,1.7852,1.817245386965207,0,0,0
2,2.1053,2.2067,2.3088,2.110185860992378,0,0,0
3,1.8668,1.8749,1.8832,1.8648224075547364,0,0,0
4,1.9719,2.0271,2.0833,1.9649590505871617,0,1,1
5,1.7192,1.6735,1.6313,1.7384861938331957,1,0,1
6,2.0331,2.1053,2.1775,2.0295605033723083,0,0,0
7,1.7769,1.7486,1.7203,1.7865911312038596,0,0,0
8,1.9725,2.0239,2.0761,1.9660974549174293,0,0,0
9,1.9895,2.0665,2.1536,1.981887883377307,0,0,0
10,1.9753,2.0343,2.0973,1.96832042133241,0,0,0
11,2.0577,2.1492,2.2433,2.056177853179403,0,0,0
12,2.3983,2.639,2.8838,2.532060430265193,0,1,1
13,1.874,1.8885,1.9051,1.8708231474196575,0,0,0
14,2.1398,2.2828,2.4369,2.153728977305282,0,0,0
15,2.1312,2.2465,2.3644,2.140956855721521,0,0,0
16,2.0317,2.1094,2.1893,2.0277832776178872,0,0,0
17,1.9517,1.9948,2.0387,1.9452692145244177,0,1,1
18,2.0151,2.0664,2.1176,2.011485524790211,0,0,0
19,2.1159,2.2158,2.3157,2.1221759736157613,0,1,1
20,1.9472,1.9978,2.0519,1.9395380337919208,0,0,0
21,2.0958,2.1847,2.2737,2.098882482536901,0,0,0
22,1.9983,2.0517,2.1041,1.9935743824301668,0,0,0
23,2.2415,2.4026,2.5662,2.2825911849505265,0,0,0
24,2.0135,2.0828,2.1538,2.0083998699112704,0,0,0
25,2.1101,2.1955,2.2795,2.1149113247202127,0,0,0
26,1.9244,1.9579,1.9928,1.9184129173528668,0,0,0
27,2.3233,2.5153,2.7137,2.398716579287526,0,0,0
28,2.0316,2.1138,2.2008,2.027495268689764,0,0,0
29,1.9045,1.9288,1.9538,1.899581357566603,0,0,0
30,1.942,1.99,2.0444,1.934760401799709,0,1,1
31,2.242,2.3952,2.5488,2.2809638560400205,0,0,0
32,2.0433,2.132,2.2275,2.0402208813359697,0,0,0
33,2.2312,2.4158,2.6099,2.2762587361631503,0,0,0
34,2.1473,2.2739,2.4029,2.161084671732492,0,0,0
35,1.7853,1.7608,1.7364,1.7935074982672687,0,0,0
36,2.0588,2.1454,2.2337,2.057488521053477,0,0,0
37,2.1579,2.2839,2.4114,2.1735510477462987,0,0,0
38,2.0328,2.1127,2.1955,2.028894621371867,0,0,0
39,1.9178,1.9461,1.9744,1.9124088380043065,0,0,0
40,1.9842,2.0418,2.1022,1.977960153651938,0,1,1
