config,dipole_l,dipole_m,dipole_h,muL
100,2.3405,2.5348,2.7303,2.423191167848673
101,2.4746,2.7218,2.982,2.6447532926737103
102,2.4288,2.6627,2.904,2.5687501501876837
103,2.7127,3.0978,3.5061,3.286234966526015
104,2.4629,2.7193,2.9864,2.6373805715124283
105,2.4189,2.6407,2.8711,2.5450512541872445
106,2.5483,2.847,3.159,2.8171817158218917
107,2.3806,2.6146,2.8576,2.5013183009934803
108,2.2888,2.4553,2.6226,2.343717177387994
109,2.5653,2.8533,3.1494,2.828870528913476
10,2.3865,2.6204,2.8655,2.5090894669434927
110,2.4558,2.6923,2.9348,2.609022241889636
111,2.4923,2.7607,3.043,2.6928323556947125
112,2.2587,2.4404,2.636,2.3098708598308555
113,2.4362,2.6791,2.9363,2.585767587688094
114,2.7085,3.0472,3.4014,3.1556596261408454
115,2.4943,2.7535,3.0241,2.6859786415014133
116,2.438,2.6955,2.9704,2.6011070445084163
117,2.4928,2.7752,3.0717,2.7096527268555803
118,2.4283,2.6716,2.9221,2.5761005609637344
119,2.3072,2.4919,2.6844,2.374086050383216
11,2.5764,2.8636,3.159,2.844839683311878
120,2.4248,2.6687,2.925,2.5707707264694624
121,2.5199,2.7901,3.0686,2.7367667455291107
122,2.6179,2.9371,3.2637,2.961990021664143
123,2.4573,2.6924,2.9294,2.6104960368003223
124,2.5231,2.7903,3.0616,2.7384159444301015
125,2.4062,2.6545,2.9167,2.5476978412531106
126,2.3483,2.5565,2.7691,2.4409969400067895
127,2.3601,2.5872,2.8263,2.4676049813440963
128,2.6762,3.0175,3.3711,3.104390424218775
129,2.3812,2.5873,2.7939,2.4841879970560727
12,2.439,2.6775,2.9216,2.587289466360823
130,2.3097,2.4933,2.6798,2.377508834047417
131,2.6141,2.9343,3.2619,2.957512765069774
132,2.2546,2.4356,2.6252,2.3050757926316177
133,2.3313,2.5446,2.7686,2.42014932645689
134,2.5083,2.768,3.0323,2.707907189554976
135,2.4012,2.6183,2.8452,2.5171841969361783
136,2.3733,2.5902,2.8125,2.4799710079795263
137,2.523,2.8009,3.0844,2.751127227710677
138,2.5268,2.8268,3.1423,2.7847902639865527
139,2.5052,2.8012,3.114,2.74525811842055
13,2.5994,2.9168,3.2516,2.928892155407159
140,2.3923,2.6253,2.8665,2.517020381155682
141,2.1783,2.316,2.4552,2.199751906199864
142,2.3439,2.5534,2.7791,2.433943430560846
143,2.4413,2.6974,2.9707,2.6046335305472224
144,2.3826,2.5837,2.7877,2.4823389363295414
145,2.4748,2.7369,3.0105,2.6604713142008176
146,2.3134,2.5175,2.7296,2.3917053401723245
147,2.5998,2.8998,3.2074,2.900717373546056
148,2.3735,2.5767,2.7773,2.4718837766690847
149,2.4412,2.7055,2.9871,2.6122791204000286
14,2.6494,2.9796,3.3249,3.0360135358968554
150,2.2678,2.4373,2.6103,2.318207966055272
151,2.2902,2.4704,2.6534,2.351003498475883
152,2.2649,2.4376,2.6141,2.3157181030466103
153,2.4028,2.6187,2.8413,2.5189938427341505
154,2.4826,2.7529,3.0316,2.681271533511307
155,2.6351,2.9801,3.3496,3.0428901070875596
156,2.4845,2.7549,3.0383,2.6835547941753046
157,2.4604,2.702,2.9474,2.620568162182357
158,2.3455,2.5359,2.7307,2.4270148742907516
159,2.5556,2.851,3.1556,2.824232890987913
15,2.4456,2.6782,2.9165,2.591332264136313
160,2.6119,2.9462,3.295,2.980006283648495
161,2.5619,2.8596,3.1713,2.837177463137627
162,2.1117,2.241,2.3803,2.119058288789356
163,2.3982,2.6391,2.886,2.5317460893266466
164,2.5518,2.8278,3.1177,2.7914244114560245
165,2.4438,2.6766,2.9165,2.588772373181713
166,2.6791,3.0172,3.3705,3.1032729942842128
167,2.4272,2.6608,2.9049,2.5657472182851646
168,2.4683,2.7237,2.9892,2.6443151370594338
169,2.62,2.9505,3.2976,2.986865484874466
16,2.4491,2.7002,2.9585,2.612853953456667
170,2.3876,2.6213,2.8621,2.511186495938953
171,2.4562,2.7309,3.0191,2.6456995566889976
172,2.2466,2.4227,2.6003,2.2940712317812677
173,2.7513,3.1444,3.5521,3.3796678583150523
174,2.5714,2.8432,3.122,2.815850968718577
175,2.4508,2.7104,2.9793,2.6231267781916454
176,2.2968,2.4657,2.6326,2.3548610761701934
177,2.3779,2.5832,2.8016,2.4771746600202995
178,2.3833,2.6226,2.8755,2.5081936347632796
179,2.6067,2.9071,3.2186,2.9123078569846057
17,2.6935,3.0309,3.3763,3.124487113454463
180,2.5022,2.753,3.0097,2.6891095734776265
181,2.5874,2.874,3.1693,2.8608954353460123
182,2.4239,2.6571,2.8957,2.5616697147434615
183,2.5487,2.8611,3.1855,2.8379635939214585
184,2.4412,2.6785,2.9244,2.5888325121943576
