config,dipole_l,dipole_m,dipole_h,muL
100,2.4328,2.6763,2.9241,2.5831423063223635
101,2.3401,2.5386,2.7398,2.424778499270896
102,2.1507,2.2974,2.4506,2.1676314481963326
103,2.4224,2.6698,2.9238,2.5713550603285094
104,2.318,2.512,2.7079,2.3935362925240415
105,2.4118,2.6582,2.9154,2.554659310063675
106,2.3518,2.5617,2.7783,2.4463214746759605
107,2.6487,2.9824,3.3254,3.040796517814614
108,2.3765,2.585,2.8021,2.4781572265403917
109,2.4836,2.7594,3.0495,2.6880442844257684
10,2.5224,2.7906,3.0661,2.7382048296499266
110,2.3447,2.5668,2.801,2.4432808115650486
111,2.1248,2.2462,2.3699,2.1340916458839616
112,2.4733,2.7409,3.0131,2.6650995786330465
113,2.0945,2.1907,2.2862,2.0978188140638694
114,2.4286,2.6776,2.937,2.580976005958116
115,2.1955,2.3455,2.4999,2.2228246423937703
116,2.5318,2.8343,3.1501,2.796380937671172
117,2.4972,2.767,3.048,2.7020832728445385
118,2.3818,2.5894,2.8038,2.4849387121634283
119,2.2652,2.4205,2.5777,2.309983502967932
11,2.2802,2.4661,2.6543,2.3406799074209377
120,2.4921,2.7747,3.0686,2.709195731342556
121,2.9787,3.4504,3.9414,4.281309214081367
122,2.324,2.5394,2.7637,2.4117892878161675
123,2.2562,2.4364,2.6255,2.30678671804024
124,2.5977,2.9287,3.2813,2.950199381878353
125,2.6322,2.9284,3.2346,2.945681038786946
126,2.2182,2.3808,2.5521,2.2534406291113966
127,2.4215,2.6459,2.8782,2.5507863645559463
128,2.2688,2.4197,2.5718,2.3129143716111735
129,2.5315,2.8205,3.1219,2.777649845887311
12,1.9341,1.9748,2.0169,1.9272161148932057
130,2.5287,2.8289,3.1492,2.7876548387297206
131,2.3486,2.5551,2.7688,2.4399217906592967
132,2.2871,2.4612,2.6369,2.344631366646942
133,2.5573,2.8706,3.2042,2.8529476273185423
134,2.361,2.5786,2.8033,2.463471253871039
135,2.5065,2.7713,3.0396,2.711184102265891
136,2.5439,2.8283,3.1196,2.7911334185379375
137,2.3117,2.4953,2.6895,2.3789210336831
138,2.3122,2.5018,2.696,2.3833770211301224
139,2.3993,2.6262,2.8647,2.521550057591298
13,2.2878,2.4628,2.6406,2.3457278308036202
140,2.1582,2.2922,2.431,2.1748821884007246
141,2.3395,2.5308,2.7249,2.419974098357998
142,2.4083,2.6319,2.8632,2.532084256416296
143,2.3087,2.5132,2.7249,2.385804243086976
144,2.3917,2.6227,2.8604,2.5149488780708302
145,2.5742,2.8927,3.2255,2.8891254489456344
146,2.5364,2.8209,3.1174,2.7793082625559364
147,2.2463,2.3985,2.5506,2.2859712335087017
148,2.5163,2.7697,3.0231,2.713029804650386
149,2.1139,2.2173,2.321,2.120132131505127
14,2.5412,2.8261,3.115,2.787921072102103
150,2.5342,2.7996,3.0665,2.7529240177128544
151,2.6802,3.035,3.4004,3.141062071018602
152,1.9349,1.9536,1.9705,1.9322352811806554
153,2.6927,3.0391,3.402,3.145931921689107
154,2.4757,2.7423,3.0254,2.6658091597604323
155,2.4147,2.6499,2.8946,2.549770782450108
156,2.2305,2.3884,2.5513,2.2677184728469966
157,2.5462,2.8563,3.184,2.83014313009241
158,2.652,2.9897,3.3467,3.056409910038098
159,2.1578,2.2657,2.3696,2.1714169541367907
15,2.1657,2.2854,2.4131,2.18130194320625
160,2.0406,2.1325,2.232,2.037087957865339
161,2.454,2.6983,2.9447,2.614300661225979
162,2.4584,2.7122,2.9721,2.629023254451606
