config,dipole_l,dipole_m,dipole_h,muL
178,2.4578,2.694,2.9346,2.6118047935484423
188,2.0264,2.0965,2.1673,2.022376660815877
26,2.0832,2.1839,2.2878,2.0849740071797918
30,2.1417,2.2674,2.3983,2.154224619911847
169,2.1899,2.3293,2.4719,2.2138630245490334
158,2.2897,2.4748,2.6629,2.3524699358046064
22,2.2639,2.441,2.6217,2.3161319321622234
15,2.1197,2.2219,2.3237,2.12673630562312
37,2.3438,2.5431,2.7475,2.4297127886376666
47,2.151,2.2553,2.3591,2.1627137939932854
7,2.1418,2.2588,2.3778,2.1534832598300357
163,2.0775,2.1993,2.3361,2.0786771308943615
173,2.0268,2.0949,2.1637,2.022937955312421
46,2.1712,2.2992,2.4274,2.1896605565559075
148,2.4275,2.6881,2.9664,2.5885830351086008
57,2.142,2.2962,2.4652,2.1575815993801353
65,2.4136,2.6495,2.8903,2.5495832974411887
44,2.4491,2.6669,2.8873,2.5839285153180236
12,2.14,2.27,2.4047,2.152756888515723
121,2.1501,2.2856,2.428,2.16532167816146
197,1.9534,2.0485,2.1644,1.9403812660843562
40,2.4871,2.7867,3.1014,2.7214918928949854
60,2.184,2.3134,2.4461,2.2048190541508235
111,2.1541,2.2944,2.4429,2.1706977624691857
155,1.8609,1.8734,1.8903,1.8584100259900025
189,2.3796,2.6046,2.8343,2.4942464638999375
154,2.0726,2.1668,2.2626,2.0729108508910823
139,2.1614,2.3022,2.448,2.179747552423783
174,2.2593,2.427,2.5995,2.306719537197294
106,2.182,2.3143,2.454,2.2026755152697697
25,2.4316,2.6837,2.9458,2.5881214981783023
141,2.0599,2.1516,2.2474,2.0586553921573723
191,2.1139,2.241,2.3748,2.1216013473048307
76,2.2302,2.4017,2.5831,2.270858813669332
4,2.3371,2.5376,2.7396,2.422144501038401
198,2.1753,2.3134,2.461,2.19561255048288
107,2.2086,2.377,2.559,2.242535513653745
115,2.2549,2.4198,2.5865,2.3006124555129346
187,2.4863,2.7702,3.0605,2.7025322131608926
100,2.1207,2.2667,2.4243,2.1310398264454964
42,2.1761,2.2999,2.4245,2.1946636539557196
144,1.9623,1.9891,2.0131,1.9593683948328602
85,2.0405,2.1244,2.212,2.0372416441838075
195,2.2623,2.4259,2.5898,2.3095704126367558
58,2.1444,2.2753,2.4141,2.1578958833365007
200,1.7004,1.6337,1.5611,1.7299948998305321
88,2.2727,2.4483,2.6281,2.326642013917864
116,2.5092,2.764,3.022,2.7039290111829755
184,1.8549,1.8551,1.8523,1.8557366220058313
165,2.6399,2.9803,3.3471,3.0421698260844185
159,2.1973,2.3544,2.5202,2.226248685865382
175,1.9301,1.9586,1.9864,1.9252920448541007
110,1.9181,1.9551,1.994,1.9112155070706331
117,2.443,2.6952,2.9554,2.60497269839681
69,2.067,2.1731,2.2882,2.0665588513630353
152,2.3563,2.5438,2.7318,2.4399781196173267
92,2.4215,2.6551,2.8926,2.5589077063718624
33,2.1985,2.3387,2.4776,2.2247739911335365
72,2.0823,2.1884,2.3009,2.0840243924320387
91,2.1773,2.3285,2.4905,2.2003590247433986
133,2.4614,2.7047,2.9521,2.62354050031063
96,2.1468,2.2661,2.3855,2.159695380384311
164,2.1617,2.2461,2.3263,2.172579874410334
135,2.1057,2.2038,2.3014,2.1105576076764927
112,2.2347,2.389,2.5475,2.271907264193657
49,2.1594,2.2896,2.4212,2.1759578581785557
77,2.3503,2.5765,2.8156,2.4533816704117903
64,2.2439,2.398,2.5545,2.283344570092887
146,2.1052,2.1978,2.2898,2.109708876103957
104,1.9328,1.965,1.9975,1.92727429225185
134,2.1025,2.2174,2.3354,2.10763344536061
27,2.0674,2.163,2.2613,2.067046172325695
73,2.1333,2.2612,2.3934,2.1446267089401343
28,2.1409,2.2623,2.387,2.152879678283137
78,2.3509,2.5498,2.7548,2.438661843013406
105,1.972,2.0081,2.0426,1.9679079080901116
29,2.1497,2.278,2.4158,2.1637210580884676
101,2.0876,2.1856,2.2853,2.089919270617142
102,2.126,2.2248,2.3279,2.133393647736112
38,2.3058,2.5212,2.7443,2.3874183479685116
186,2.1644,2.3078,2.4578,2.183667160043175
1,2.5952,2.9363,3.2981,2.9644973171972677
143,2.2244,2.387,2.5563,2.2613482039481982
177,2.4714,2.765,3.0757,2.689320149381243
123,2.1397,2.266,2.3958,2.152032408802101
132,2.0188,2.0787,2.1391,2.014814636504244
68,2.3828,2.5967,2.8186,2.490339845239939
130,2.3046,2.4828,2.6619,2.368755440545052
182,2.1285,2.2447,2.3608,2.1380385002406666
161,2.3399,2.5663,2.8086,2.4387002536906888
181,2.068,2.1563,2.246,2.067745060394188
56,2.1297,2.2603,2.4016,2.1403569786302548
3,2.7235,3.067,3.4275,3.1936804123574367
74,2.3819,2.6011,2.826,2.4931646006555073
151,1.8984,1.9326,1.9678,1.8911378288403629
128,1.9511,2.0282,2.1258,1.9409161406690314
118,2.1996,2.3267,2.4532,2.2231239214444813
125,2.1725,2.3201,2.4692,2.1945832664532072
153,2.0569,2.1456,2.24,2.0553678377987317
79,2.1109,2.2131,2.3175,2.1165704221127073
67,2.2143,2.3631,2.5177,2.2452870248318417
89,2.2313,2.3838,2.5373,2.267565270550374
80,2.2741,2.4488,2.6245,2.3284960621321424
142,2.4407,2.6838,2.9312,2.593984671497281
31,2.1787,2.3138,2.4533,2.1995154211605077
129,2.013,2.0801,2.1507,2.00811356239381
93,2.4378,2.6806,2.9276,2.589625452261096
6,2.5512,2.8504,3.1589,2.822744759167646
113,2.1786,2.3038,2.4326,2.197640961832606
20,2.2646,2.4616,2.6668,2.324156275523325
172,2.2146,2.3915,2.5703,2.253632741471233
140,2.2574,2.4216,2.5871,2.3035491726910684
99,2.2553,2.4211,2.5906,2.301186493224477
62,2.3764,2.6182,2.8648,2.5018628637822533
83,2.305,2.496,2.6939,2.374367562551605
19,2.2533,2.4279,2.6074,2.301609703029211
59,1.9919,2.0356,2.0792,1.9875629555429204
54,1.9161,1.9484,1.9838,1.9102186007216797
149,2.2324,2.3852,2.5388,2.2690236997945132
103,2.1315,2.2592,2.3956,2.1422763602373647
126,2.3437,2.5313,2.7192,2.423777585724508
39,2.5694,2.8544,3.1496,2.8308233564750362
50,2.3937,2.612,2.835,2.508736846562385
120,2.2297,2.3751,2.5217,2.2635511682571785
114,2.2911,2.4638,2.6351,2.3493197329927145
17,2.1365,2.3156,2.5056,2.154175825444391
21,2.1471,2.2708,2.3973,2.1604531686563435
10,2.4941,2.739,2.9831,2.6719130871555485
196,2.0046,2.0668,2.1284,1.9994117391622135
176,1.9251,1.9567,1.9892,1.9194455237662607
156,2.2457,2.4048,2.5669,2.2870910729047846
23,2.5553,2.8582,3.1748,2.834350420166672
160,2.5634,2.86,3.173,2.8378076680129727
90,2.6326,2.9665,3.3152,3.0146263699032763
171,2.4269,2.6582,2.8981,2.563734805594421
43,2.6232,2.9187,3.2211,2.9302810571200832
41,2.4139,2.6636,2.9256,2.5601801373430195
124,2.0231,2.0941,2.1685,2.018809459514892
183,2.3998,2.6321,2.8713,2.5271495465619784
45,2.2183,2.3763,2.5403,2.252595595713512
190,2.1609,2.2861,2.4125,2.176984872241086
157,2.2143,2.3671,2.521,2.246804309841809
137,2.3361,2.5234,2.7128,2.4135085641317753
2,2.1619,2.2941,2.4276,2.1792412600077555
66,2.0569,2.1514,2.2505,2.0552400513767743
98,1.8404,1.8319,1.8219,1.84318540048393
108,2.0965,2.2034,2.3111,2.1003890408028636
168,2.3036,2.5096,2.7235,2.3796761148014727
162,2.2712,2.4502,2.6359,2.3257327372250756
185,2.2549,2.4065,2.5594,2.2961447970522264
179,1.9788,2.0779,2.1947,1.9677771789776553
24,2.2017,2.352,2.5084,2.230290055635982
122,2.2679,2.4181,2.5735,2.311060949452991
61,2.2512,2.411,2.5724,2.2942971900349174
194,2.4497,2.6778,2.9138,2.5927302331726163
193,2.3322,2.5302,2.7376,2.413050232056779
136,1.9286,1.9628,1.9981,1.9226221588028758
82,2.3983,2.5988,2.7986,2.5030516674045624
75,2.4218,2.6827,2.962,2.5803833529994535
48,2.0668,2.1562,2.2466,2.066396501213199
14,2.0103,2.0701,2.1288,2.005884619668614
51,2.1389,2.2496,2.3589,2.149700132114868
147,2.2004,2.3473,2.4976,2.22816964343019
16,1.865,1.885,1.9077,1.8603615892176182
8,1.8724,1.8842,1.8979,1.869830773706886
81,2.2109,2.3728,2.5441,2.2441362252924564
52,2.0225,2.0952,2.1703,2.018001504457177
166,2.3158,2.5072,2.7007,2.3893248800452835
138,2.4197,2.6704,2.9275,2.5703804963950767
5,2.333,2.5196,2.7065,2.409414249679487
119,2.1501,2.2755,2.4037,2.1642012207346815
13,2.2653,2.4265,2.5893,2.3122667130780523
180,2.4711,2.7238,2.9833,2.646159650964825
97,2.0115,2.0815,2.1525,2.0061292494685667
170,2.4494,2.7108,2.9836,2.6224949533558677
109,2.1647,2.2896,2.4175,2.181288414963737
18,2.1357,2.2532,2.3721,2.146470404348115
9,2.2901,2.4678,2.6479,2.3498543492774306
86,2.2853,2.4684,2.6565,2.3456654804416126
55,2.4873,2.7508,3.022,2.6809025057290423
34,2.3399,2.5226,2.7062,2.4161235334574664
199,2.253,2.3891,2.5214,2.2891199176012913
63,1.9513,1.996,2.0419,1.9446286456023243
87,2.3,2.5088,2.7296,2.375630234822945
36,2.3544,2.5632,2.7752,2.449709300299973
11,2.0908,2.193,2.2989,2.093648597903232
127,2.1735,2.2917,2.4096,2.190740948533264
95,2.67,2.9947,3.3261,3.058208083268035
70,2.5957,2.8928,3.1999,2.8896894395284374
94,2.1147,2.2743,2.4423,2.12501358580735
150,1.9663,2.0214,2.0805,1.9592222621067863
32,2.3665,2.575,2.7862,2.4657782223577254
192,2.2164,2.3564,2.4958,2.246200065517853
131,2.3037,2.4862,2.6695,2.36960458900733
145,2.5519,2.8283,3.1066,2.7931113606082336
35,2.2714,2.4494,2.633,2.325743820652611
71,2.0694,2.1529,2.2413,2.0693180860847797
