Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
298.0,1200.0,1045.2,0.00095674,1.7265,3.7948,5.9136,69.193,71.175,1695.6,-0.021594,899.25,0.66296,liquid
298.0,1300.0,1048.8,0.00095351,1.715,3.9481,5.8505,68.881,70.968,1712.0,-0.021538,901.74,0.66682,liquid
298.0,1400.0,1052.2,0.00095035,1.7036,4.1005,5.7866,68.584,70.777,1728.3,-0.021482,904.49,0.67057,liquid
298.0,1500.0,1055.7,0.00094727,1.6924,4.2522,5.7219,68.301,70.599,1744.4,-0.021426,907.52,0.67422,liquid
298.0,1600.0,1059.0,0.00094425,1.6813,4.4031,5.6565,68.033,70.433,1760.5,-0.02137,910.81,0.67776,liquid
298.0,1700.0,1062.3,0.00094131,1.6704,4.5532,5.5904,67.777,70.279,1776.5,-0.021315,914.35,0.68121,liquid
298.0,1800.0,1065.6,0.00093843,1.6596,4.7027,5.5238,67.533,70.136,1792.3,-0.021261,918.15,0.68457,liquid
298.0,1900.0,1068.8,0.00093561,1.6489,4.8515,5.4566,67.301,70.003,1808.1,-0.021207,922.19,0.68784,liquid
298.0,2000.0,1072.0,0.00093286,1.6385,4.9996,5.3889,67.079,69.878,1823.7,-0.021154,926.47,0.69103,liquid
298.0,2100.0,1075.1,0.00093016,1.6281,5.1471,5.3208,66.868,69.762,1839.1,-0.021102,930.99,0.69413,liquid
298.0,2200.0,1078.1,0.00092752,1.6179,5.294,5.2522,66.666,69.654,1854.4,-0.02105,935.74,0.69715,liquid
298.0,2300.0,1081.2,0.00092493,1.6079,5.4404,5.1834,66.474,69.552,1869.6,-0.021,940.71,0.70011,liquid
298.0,2400.0,1084.1,0.0009224,1.598,5.5861,5.1142,66.29,69.457,1884.6,-0.02095,945.91,0.70298,liquid
298.0,2500.0,1087.1,0.00091991,1.5883,5.7314,5.0447,66.113,69.368,1899.5,-0.020901,951.32,0.70579,liquid
298.0,2600.0,1089.9,0.00091748,1.5787,5.8761,4.975,65.945,69.285,1914.3,-0.020853,956.95,0.70854,liquid
298.0,2700.0,1092.8,0.00091509,1.5693,6.0204,4.9051,65.783,69.207,1928.9,-0.020806,962.78,0.71122,liquid
298.0,2800.0,1095.6,0.00091274,1.56,6.1641,4.835,65.628,69.133,1943.3,-0.02076,968.82,0.71384,liquid
298.0,2900.0,1098.4,0.00091044,1.5509,6.3074,4.7648,65.48,69.064,1957.6,-0.020715,975.07,0.7164,liquid
298.0,3000.0,1101.1,0.00090818,1.5419,6.4503,4.6944,65.338,68.998,1971.7,-0.020671,981.51,0.7189,liquid
298.0,3100.0,1103.8,0.00090596,1.5331,6.5927,4.624,65.201,68.936,1985.7,-0.020628,988.14,0.72136,liquid
298.0,3200.0,1106.5,0.00090378,1.5245,6.7347,4.5534,65.069,68.878,1999.6,-0.020586,994.97,0.72376,liquid
298.0,3300.0,1109.1,0.00090163,1.516,6.8763,4.4829,64.943,68.823,2013.3,-0.020544,1002.0,0.72611,liquid
298.0,3400.0,1111.7,0.00089952,1.5077,7.0175,4.4122,64.821,68.77,2026.9,-0.020504,1009.2,0.72841,liquid
298.0,3500.0,1114.3,0.00089745,1.4995,7.1583,4.3416,64.704,68.721,2040.3,-0.020464,1016.6,0.73066,liquid
298.0,3600.0,1116.8,0.00089541,1.4915,7.2987,4.271,64.591,68.674,2053.6,-0.020425,1024.1,0.73288,liquid
298.0,3700.0,1119.3,0.00089341,1.4836,7.4388,4.2003,64.483,68.629,2066.8,-0.020386,1031.9,0.73505,liquid
298.0,3800.0,1121.8,0.00089144,1.4759,7.5785,4.1298,64.378,68.586,2079.8,-0.020349,1039.8,0.73717,liquid
298.0,3900.0,1124.2,0.00088949,1.4684,7.7179,4.0592,64.276,68.545,2092.7,-0.020312,1047.8,0.73926,liquid
298.0,4000.0,1126.7,0.00088758,1.461,7.857,3.9887,64.178,68.507,2105.5,-0.020276,1056.1,0.74131,liquid
298.0,4100.0,1129.0,0.0008857,1.4537,7.9958,3.9183,64.084,68.469,2118.2,-0.020241,1064.5,0.74333,liquid
298.0,4200.0,1131.4,0.00088385,1.4466,8.1342,3.848,63.992,68.434,2130.7,-0.020206,1073.1,0.74531,liquid
298.0,4300.0,1133.8,0.00088202,1.4397,8.2723,3.7777,63.903,68.4,2143.1,-0.020172,1081.8,0.74726,liquid
298.0,4400.0,1136.1,0.00088022,1.4329,8.4101,3.7076,63.818,68.367,2155.4,-0.020139,1090.7,0.74917,liquid
298.0,4500.0,1138.4,0.00087845,1.4262,8.5477,3.6375,63.735,68.336,2167.6,-0.020106,1099.7,0.75105,liquid
298.0,4600.0,1140.6,0.0008767,1.4197,8.6849,3.5676,63.654,68.306,2179.7,-0.020074,1108.9,0.7529,liquid
298.0,4700.0,1142.9,0.00087497,1.4134,8.8219,3.4978,63.576,68.277,2191.7,-0.020042,1118.3,0.75473,liquid
298.0,4800.0,1145.1,0.00087327,1.4071,8.9586,3.4281,63.5,68.249,2203.6,-0.020011,1127.8,0.75652,liquid
298.0,4900.0,1147.3,0.0008716,1.4011,9.0951,3.3586,63.426,68.223,2215.3,-0.019981,1137.4,0.75829,liquid
298.0,5000.0,1149.5,0.00086994,1.3951,9.2313,3.2891,63.355,68.197,2227.0,-0.019951,1147.2,0.76003,liquid
400.0,0.1,0.054226,18.441,46.016,49.338,154.6,26.061,34.439,493.39,4.6509,13.347,0.02647,vapor
400.0,0.2,0.10857,9.2109,46.003,49.322,148.8,26.177,34.618,493.06,4.6602,13.339,0.026509,vapor
400.0,0.3,0.16302,6.134,45.991,49.306,145.4,26.294,34.801,492.72,4.6691,13.332,0.026548,vapor
400.0,0.4,0.2176,4.5956,45.978,49.29,142.98,26.414,34.986,492.38,4.6778,13.324,0.026587,vapor
400.0,0.5,0.27229,3.6725,45.965,49.273,141.09,26.535,35.175,492.04,4.6862,13.316,0.026626,vapor
400.0,0.6,0.32711,3.0571,45.952,49.257,139.54,26.658,35.367,491.7,4.6944,13.308,0.026666,vapor
400.0,0.7,0.38205,2.6175,45.939,49.24,138.23,26.783,35.563,491.35,4.7024,13.301,0.026705,vapor
400.0,0.8,0.43711,2.2878,45.926,49.223,137.08,26.91,35.762,491.01,4.7101,13.293,0.026745,vapor
400.0,0.9,0.49229,2.0313,45.913,49.206,136.07,27.039,35.964,490.66,4.7178,13.285,0.026785,vapor
400.0,1.0,0.54761,1.8261,45.9,49.189,135.16,27.17,36.17,490.31,4.7254,13.278,0.026825,vapor
400.0,1.1,0.60305,1.6582,45.886,49.172,134.33,27.304,36.38,489.95,4.7331,13.27,0.026865,vapor
400.0,1.2,0.65862,1.5183,45.873,49.155,133.58,27.44,36.595,489.6,4.7409,13.262,0.026905,vapor
400.0,1.3,0.71432,1.3999,45.859,49.138,132.88,27.579,36.813,489.24,4.7489,13.254,0.026946,vapor
400.0,1.4,0.77015,1.2984,45.845,49.12,132.23,27.721,37.037,488.87,4.7573,13.247,0.026987,vapor
400.0,1.5,0.82612,1.2105,45.831,49.102,131.62,27.867,37.267,488.51,4.7662,13.239,0.027027,vapor
400.0,1.6,0.88223,1.1335,45.817,49.084,131.04,28.017,37.502,488.14,4.7759,13.231,0.027068,vapor
400.0,1.7,0.93848,1.0656,45.803,49.066,130.5,28.172,37.745,487.76,4.7864,13.223,0.027109,vapor
400.0,1.8,0.99487,1.0052,45.789,49.048,129.99,28.332,37.996,487.38,4.798,13.215,0.027151,vapor
400.0,1.9,1.0514,0.95112,45.774,49.03,129.51,28.498,38.256,486.99,4.8108,13.208,0.027192,vapor
400.0,2.0,1.1081,0.90247,45.76,49.011,129.04,28.672,38.527,486.6,4.8252,13.2,0.027234,vapor
400.0,2.1,1.1649,0.85845,45.745,48.993,128.6,28.855,38.811,486.2,4.8414,13.192,0.027276,vapor
400.0,2.2,1.2219,0.81842,45.73,48.974,128.18,29.048,39.109,485.79,4.8597,13.184,0.027318,vapor
400.0,2.3,1.279,0.78186,45.715,48.955,127.77,29.254,39.425,485.36,4.8803,13.176,0.02736,vapor
400.0,2.4,1.3363,0.74834,45.7,48.935,127.37,29.474,39.76,484.93,4.9034,13.168,0.027402,vapor
400.0,2.4577,1.3694,0.73024,45.691,48.924,127.15,29.608,39.963,484.67,4.9181,13.164,0.027427,vapor
400.0,2.4577,937.49,0.0010667,9.5966,9.6013,28.847,65.438,76.664,1509.5,-0.016092,218.62,0.68285,liquid
400.0,2.5,937.49,0.0010667,9.5965,9.6013,28.847,65.438,76.664,1509.5,-0.016093,218.63,0.68285,liquid
400.0,2.6,937.49,0.0010667,9.5965,9.6015,28.847,65.438,76.664,1509.5,-0.016093,218.63,0.68286,liquid
400.0,2.7,937.5,0.0010667,9.5964,9.6016,28.847,65.438,76.663,1509.5,-0.016093,218.63,0.68287,liquid
400.0,2.8,937.5,0.0010667,9.5963,9.6017,28.847,65.437,76.663,1509.6,-0.016093,218.63,0.68287,liquid
400.0,2.9,937.51,0.0010667,9.5963,9.6018,28.846,65.437,76.662,1509.6,-0.016094,218.64,0.68288,liquid
400.0,3.0,937.51,0.0010667,9.5962,9.602,28.846,65.437,76.662,1509.6,-0.016094,218.64,0.68289,liquid
400.0,3.1,937.52,0.0010666,9.5961,9.6021,28.846,65.437,76.661,1509.6,-0.016094,218.64,0.68289,liquid
400.0,3.2,937.52,0.0010666,9.5961,9.6022,28.846,65.437,76.661,1509.6,-0.016094,218.64,0.6829,liquid
400.0,3.3,937.53,0.0010666,9.596,9.6023,28.846,65.436,76.66,1509.7,-0.016095,218.65,0.6829,liquid
400.0,3.4,937.53,0.0010666,9.5959,9.6024,28.846,65.436,76.66,1509.7,-0.016095,218.65,0.68291,liquid
400.0,3.5,937.54,0.0010666,9.5958,9.6026,28.845,65.436,76.659,1509.7,-0.016095,218.65,0.68292,liquid
400.0,3.6,937.54,0.0010666,9.5958,9.6027,28.845,65.436,76.659,1509.7,-0.016096,218.65,0.68292,liquid
400.0,3.7,937.55,0.0010666,9.5957,9.6028,28.845,65.436,76.658,1509.8,-0.016096,218.66,0.68293,liquid
400.0,3.8,937.56,0.0010666,9.5956,9.6029,28.845,65.435,76.658,1509.8,-0.016096,218.66,0.68294,liquid
400.0,3.9,937.56,0.0010666,9.5956,9.6031,28.845,65.435,76.657,1509.8,-0.016096,218.66,0.68294,liquid
400.0,4.0,937.57,0.0010666,9.5955,9.6032,28.845,65.435,76.657,1509.8,-0.016097,218.67,0.68295,liquid
400.0,4.1,937.57,0.0010666,9.5954,9.6033,28.844,65.435,76.656,1509.9,-0.016097,218.67,0.68295,liquid
400.0,4.2,937.58,0.0010666,9.5954,9.6034,28.844,65.434,76.656,1509.9,-0.016097,218.67,0.68296,liquid
400.0,4.3,937.58,0.0010666,9.5953,9.6036,28.844,65.434,76.655,1509.9,-0.016098,218.67,0.68297,liquid
400.0,4.4,937.59,0.0010666,9.5952,9.6037,28.844,65.434,76.655,1509.9,-0.016098,218.68,0.68297,liquid
400.0,4.5,937.59,0.0010666,9.5952,9.6038,28.844,65.434,76.654,1510.0,-0.016098,218.68,0.68298,liquid
400.0,4.6,937.6,0.0010666,9.5951,9.6039,28.844,65.434,76.654,1510.0,-0.016098,218.68,0.68299,liquid
400.0,4.7,937.6,0.0010666,9.595,9.6041,28.843,65.433,76.653,1510.0,-0.016099,218.68,0.68299,liquid
400.0,4.8,937.61,0.0010665,9.595,9.6042,28.843,65.433,76.653,1510.0,-0.016099,218.69,0.683,liquid
400.0,4.9,937.61,0.0010665,9.5949,9.6043,28.843,65.433,76.652,1510.1,-0.016099,218.69,0.683,liquid
400.0,5.0,937.62,0.0010665,9.5948,9.6044,28.843,65.433,76.652,1510.1,-0.016099,218.69,0.68301,liquid
400.0,5.1,937.62,0.0010665,9.5947,9.6045,28.843,65.433,76.651,1510.1,-0.0161,218.69,0.68302,liquid
400.0,5.2,937.63,0.0010665,9.5947,9.6047,28.843,65.432,76.651,1510.1,-0.0161,218.7,0.68302,liquid
400.0,5.3,937.63,0.0010665,9.5946,9.6048,28.842,65.432,76.65,1510.2,-0.0161,218.7,0.68303,liquid
400.0,5.4,937.64,0.0010665,9.5945,9.6049,28.842,65.432,76.65,1510.2,-0.016101,218.7,0.68304,liquid
400.0,5.5,937.64,0.0010665,9.5945,9.605,28.842,65.432,76.649,1510.2,-0.016101,218.7,0.68304,liquid
400.0,5.6,937.65,0.0010665,9.5944,9.6052,28.842,65.431,76.649,1510.2,-0.016101,218.71,0.68305,liquid
400.0,5.7,937.65,0.0010665,9.5943,9.6053,28.842,65.431,76.649,1510.3,-0.016101,218.71,0.68305,liquid
400.0,5.8,937.66,0.0010665,9.5943,9.6054,28.841,65.431,76.648,1510.3,-0.016102,218.71,0.68306,liquid
400.0,5.9,937.66,0.0010665,9.5942,9.6055,28.841,65.431,76.648,1510.3,-0.016102,218.72,0.68307,liquid
400.0,6.0,937.67,0.0010665,9.5941,9.6057,28.841,65.431,76.647,1510.3,-0.016102,218.72,0.68307,liquid
400.0,6.1,937.67,0.0010665,9.5941,9.6058,28.841,65.43,76.647,1510.3,-0.016103,218.72,0.68308,liquid
400.0,6.2,937.68,0.0010665,9.594,9.6059,28.841,65.43,76.646,1510.4,-0.016103,218.72,0.68309,liquid
400.0,6.3,937.68,0.0010665,9.5939,9.606,28.841,65.43,76.646,1510.4,-0.016103,218.73,0.68309,liquid
400.0,6.4,937.69,0.0010665,9.5939,9.6062,28.84,65.43,76.645,1510.4,-0.016103,218.73,0.6831,liquid
400.0,6.5,937.69,0.0010664,9.5938,9.6063,28.84,65.43,76.645,1510.4,-0.016104,218.73,0.6831,liquid
400.0,6.6,937.7,0.0010664,9.5937,9.6064,28.84,65.429,76.644,1510.5,-0.016104,218.73,0.68311,liquid
400.0,6.7,937.7,0.0010664,9.5936,9.6065,28.84,65.429,76.644,1510.5,-0.016104,218.74,0.68312,liquid
400.0,6.8,937.71,0.0010664,9.5936,9.6066,28.84,65.429,76.643,1510.5,-0.016104,218.74,0.68312,liquid
400.0,6.9,937.71,0.0010664,9.5935,9.6068,28.84,65.429,76.643,1510.5,-0.016105,218.74,0.68313,liquid
400.0,7.0,937.72,0.0010664,9.5934,9.6069,28.839,65.428,76.642,1510.6,-0.016105,218.74,0.68313,liquid
400.0,7.1,937.72,0.0010664,9.5934,9.607,28.839,65.428,76.642,1510.6,-0.016105,218.75,0.68314,liquid
400.0,7.2,937.73,0.0010664,9.5933,9.6071,28.839,65.428,76.641,1510.6,-0.016106,218.75,0.68315,liquid
400.0,7.3,937.73,0.0010664,9.5932,9.6073,28.839,65.428,76.641,1510.6,-0.016106,218.75,0.68315,liquid
400.0,7.4,937.74,0.0010664,9.5932,9.6074,28.839,65.428,76.64,1510.7,-0.016106,218.75,0.68316,liquid
400.0,7.5,937.75,0.0010664,9.5931,9.6075,28.839,65.427,76.64,1510.7,-0.016106,218.76,0.68317,liquid
400.0,7.6,937.75,0.0010664,9.593,9.6076,28.838,65.427,76.639,1510.7,-0.016107,218.76,0.68317,liquid
400.0,7.7,937.76,0.0010664,9.593,9.6078,28.838,65.427,76.639,1510.7,-0.016107,218.76,0.68318,liquid
400.0,7.8,937.76,0.0010664,9.5929,9.6079,28.838,65.427,76.638,1510.8,-0.016107,218.76,0.68318,liquid
400.0,7.9,937.77,0.0010664,9.5928,9.608,28.838,65.427,76.638,1510.8,-0.016108,218.77,0.68319,liquid
400.0,8.0,937.77,0.0010664,9.5928,9.6081,28.838,65.426,76.637,1510.8,-0.016108,218.77,0.6832,liquid
400.0,8.1,937.78,0.0010664,9.5927,9.6082,28.838,65.426,76.637,1510.8,-0.016108,218.77,0.6832,liquid
400.0,8.2,937.78,0.0010663,9.5926,9.6084,28.837,65.426,76.636,1510.9,-0.016108,218.78,0.68321,liquid
400.0,8.3,937.79,0.0010663,9.5926,9.6085,28.837,65.426,76.636,1510.9,-0.016109,218.78,0.68322,liquid
400.0,8.4,937.79,0.0010663,9.5925,9.6086,28.837,65.426,76.635,1510.9,-0.016109,218.78,0.68322,liquid
400.0,8.5,937.8,0.0010663,9.5924,9.6087,28.837,65.425,76.635,1510.9,-0.016109,218.78,0.68323,liquid
400.0,8.6,937.8,0.0010663,9.5923,9.6089,28.837,65.425,76.635,1511.0,-0.016109,218.79,0.68323,liquid
400.0,8.7,937.81,0.0010663,9.5923,9.609,28.836,65.425,76.634,1511.0,-0.01611,218.79,0.68324,liquid
400.0,8.8,937.81,0.0010663,9.5922,9.6091,28.836,65.425,76.634,1511.0,-0.01611,218.79,0.68325,liquid
400.0,8.9,937.82,0.0010663,9.5921,9.6092,28.836,65.424,76.633,1511.0,-0.01611,218.79,0.68325,liquid
400.0,9.0,937.82,0.0010663,9.5921,9.6094,28.836,65.424,76.633,1511.1,-0.016111,218.8,0.68326,liquid
400.0,9.1,937.83,0.0010663,9.592,9.6095,28.836,65.424,76.632,1511.1,-0.016111,218.8,0.68327,liquid
400.0,9.2,937.83,0.0010663,9.5919,9.6096,28.836,65.424,76.632,1511.1,-0.016111,218.8,0.68327,liquid
400.0,9.3,937.84,0.0010663,9.5919,9.6097,28.835,65.424,76.631,1511.1,-0.016111,218.8,0.68328,liquid
400.0,9.4,937.84,0.0010663,9.5918,9.6099,28.835,65.423,76.631,1511.1,-0.016112,218.81,0.68328,liquid
400.0,9.5,937.85,0.0010663,9.5917,9.61,28.835,65.423,76.63,1511.2,-0.016112,218.81,0.68329,liquid
400.0,9.6,937.85,0.0010663,9.5917,9.6101,28.835,65.423,76.63,1511.2,-0.016112,218.81,0.6833,liquid
400.0,9.7,937.86,0.0010663,9.5916,9.6102,28.835,65.423,76.629,1511.2,-0.016113,218.81,0.6833,liquid
400.0,9.8,937.86,0.0010663,9.5915,9.6103,28.835,65.423,76.629,1511.2,-0.016113,218.82,0.68331,liquid
400.0,9.9,937.87,0.0010662,9.5915,9.6105,28.834,65.422,76.628,1511.3,-0.016113,218.82,0.68332,liquid
400.0,10.0,937.87,0.0010662,9.5914,9.6106,28.834,65.422,76.628,1511.3,-0.016113,218.82,0.68332,liquid
400.0,11.0,937.92,0.0010662,9.5907,9.6118,28.833,65.42,76.623,1511.5,-0.016116,218.85,0.68338,liquid
400.0,12.0,937.98,0.0010661,9.59,9.6131,28.831,65.418,76.618,1511.8,-0.016119,218.88,0.68345,liquid
400.0,13.0,938.03,0.0010661,9.5893,9.6143,28.829,65.416,76.613,1512.0,-0.016122,218.9,0.68351,liquid
400.0,14.0,938.08,0.001066,9.5886,9.6155,28.827,65.414,76.609,1512.3,-0.016124,218.93,0.68357,liquid
400.0,15.0,938.13,0.001066,9.588,9.6168,28.826,65.411,76.604,1512.5,-0.016127,218.95,0.68363,liquid
400.0,16.0,938.18,0.0010659,9.5873,9.618,28.824,65.409,76.599,1512.7,-0.01613,218.98,0.68369,liquid
400.0,17.0,938.23,0.0010658,9.5866,9.6192,28.822,65.407,76.594,1513.0,-0.016133,219.01,0.68376,liquid
400.0,18.0,938.28,0.0010658,9.5859,9.6205,28.821,65.405,76.589,1513.2,-0.016135,219.03,0.68382,liquid
400.0,19.0,938.33,0.0010657,9.5852,9.6217,28.819,65.403,76.585,1513.5,-0.016138,219.06,0.68388,liquid
400.0,20.0,938.39,0.0010657,9.5846,9.6229,28.817,65.401,76.58,1513.7,-0.016141,219.08,0.68394,liquid
400.0,21.0,938.44,0.0010656,9.5839,9.6242,28.815,65.399,76.575,1513.9,-0.016144,219.11,0.68401,liquid
400.0,22.0,938.49,0.0010655,9.5832,9.6254,28.814,65.397,76.57,1514.2,-0.016146,219.14,0.68407,liquid
400.0,23.0,938.54,0.0010655,9.5825,9.6267,28.812,65.394,76.566,1514.4,-0.016149,219.16,0.68413,liquid
400.0,24.0,938.59,0.0010654,9.5818,9.6279,28.81,65.392,76.561,1514.7,-0.016152,219.19,0.68419,liquid
400.0,25.0,938.64,0.0010654,9.5811,9.6291,28.809,65.39,76.556,1514.9,-0.016155,219.22,0.68425,liquid
400.0,26.0,938.69,0.0010653,9.5805,9.6304,28.807,65.388,76.551,1515.2,-0.016157,219.24,0.68432,liquid
400.0,27.0,938.74,0.0010653,9.5798,9.6316,28.805,65.386,76.546,1515.4,-0.01616,219.27,0.68438,liquid
400.0,28.0,938.79,0.0010652,9.5791,9.6328,28.803,65.384,76.542,1515.6,-0.016163,219.29,0.68444,liquid
400.0,29.0,938.84,0.0010651,9.5784,9.6341,28.802,65.382,76.537,1515.9,-0.016165,219.32,0.6845,liquid
400.0,30.0,938.9,0.0010651,9.5778,9.6353,28.8,65.38,76.532,1516.1,-0.016168,219.35,0.68456,liquid
400.0,31.0,938.95,0.001065,9.5771,9.6366,28.798,65.377,76.528,1516.4,-0.016171,219.37,0.68463,liquid
400.0,32.0,939.0,0.001065,9.5764,9.6378,28.797,65.375,76.523,1516.6,-0.016174,219.4,0.68469,liquid
400.0,33.0,939.05,0.0010649,9.5757,9.639,28.795,65.373,76.518,1516.8,-0.016176,219.43,0.68475,liquid
400.0,34.0,939.1,0.0010649,9.575,9.6403,28.793,65.371,76.513,1517.1,-0.016179,219.45,0.68481,liquid
400.0,35.0,939.15,0.0010648,9.5744,9.6415,28.792,65.369,76.509,1517.3,-0.016182,219.48,0.68487,liquid
400.0,36.0,939.2,0.0010647,9.5737,9.6427,28.79,65.367,76.504,1517.5,-0.016184,219.5,0.68494,liquid
400.0,37.0,939.25,0.0010647,9.573,9.644,28.788,65.365,76.499,1517.8,-0.016187,219.53,0.685,liquid
400.0,38.0,939.3,0.0010646,9.5723,9.6452,28.786,65.363,76.494,1518.0,-0.01619,219.56,0.68506,liquid
400.0,39.0,939.35,0.0010646,9.5717,9.6465,28.785,65.361,76.49,1518.3,-0.016192,219.58,0.68512,liquid
400.0,40.0,939.4,0.0010645,9.571,9.6477,28.783,65.358,76.485,1518.5,-0.016195,219.61,0.68518,liquid
400.0,41.0,939.45,0.0010644,9.5703,9.6489,28.781,65.356,76.48,1518.7,-0.016198,219.63,0.68525,liquid
400.0,42.0,939.51,0.0010644,9.5696,9.6502,28.78,65.354,76.476,1519.0,-0.016201,219.66,0.68531,liquid
400.0,43.0,939.56,0.0010643,9.569,9.6514,28.778,65.352,76.471,1519.2,-0.016203,219.69,0.68537,liquid
400.0,44.0,939.61,0.0010643,9.5683,9.6527,28.776,65.35,76.466,1519.5,-0.016206,219.71,0.68543,liquid
400.0,45.0,939.66,0.0010642,9.5676,9.6539,28.775,65.348,76.462,1519.7,-0.016209,219.74,0.68549,liquid
400.0,46.0,939.71,0.0010642,9.5669,9.6551,28.773,65.346,76.457,1519.9,-0.016211,219.76,0.68555,liquid
400.0,47.0,939.76,0.0010641,9.5663,9.6564,28.771,65.344,76.452,1520.2,-0.016214,219.79,0.68562,liquid
400.0,48.0,939.81,0.001064,9.5656,9.6576,28.77,65.342,76.447,1520.4,-0.016217,219.82,0.68568,liquid
400.0,49.0,939.86,0.001064,9.5649,9.6589,28.768,65.339,76.443,1520.7,-0.016219,219.84,0.68574,liquid
400.0,50.0,939.91,0.0010639,9.5643,9.6601,28.766,65.337,76.438,1520.9,-0.016222,219.87,0.6858,liquid
400.0,51.0,939.96,0.0010639,9.5636,9.6613,28.764,65.335,76.433,1521.1,-0.016225,219.89,0.68586,liquid
400.0,52.0,940.01,0.0010638,9.5629,9.6626,28.763,65.333,76.429,1521.4,-0.016227,219.92,0.68593,liquid
400.0,53.0,940.06,0.0010638,9.5622,9.6638,28.761,65.331,76.424,1521.6,-0.01623,219.95,0.68599,liquid
400.0,54.0,940.11,0.0010637,9.5616,9.6651,28.759,65.329,76.419,1521.8,-0.016232,219.97,0.68605,liquid
400.0,55.0,940.16,0.0010636,9.5609,9.6663,28.758,65.327,76.415,1522.1,-0.016235,220.0,0.68611,liquid
400.0,56.0,940.21,0.0010636,9.5602,9.6675,28.756,65.325,76.41,1522.3,-0.016238,220.03,0.68617,liquid
400.0,57.0,940.26,0.0010635,9.5596,9.6688,28.754,65.323,76.405,1522.6,-0.01624,220.05,0.68623,liquid
400.0,58.0,940.31,0.0010635,9.5589,9.67,28.753,65.32,76.401,1522.8,-0.016243,220.08,0.6863,liquid
400.0,59.0,940.36,0.0010634,9.5582,9.6713,28.751,65.318,76.396,1523.0,-0.016246,220.1,0.68636,liquid
400.0,60.0,940.42,0.0010634,9.5576,9.6725,28.749,65.316,76.392,1523.3,-0.016248,220.13,0.68642,liquid
400.0,61.0,940.47,0.0010633,9.5569,9.6737,28.748,65.314,76.387,1523.5,-0.016251,220.16,0.68648,liquid
400.0,62.0,940.52,0.0010632,9.5562,9.675,28.746,65.312,76.382,1523.7,-0.016254,220.18,0.68654,liquid
400.0,63.0,940.57,0.0010632,9.5556,9.6762,28.744,65.31,76.378,1524.0,-0.016256,220.21,0.6866,liquid
400.0,64.0,940.62,0.0010631,9.5549,9.6775,28.742,65.308,76.373,1524.2,-0.016259,220.23,0.68667,liquid
400.0,65.0,940.67,0.0010631,9.5542,9.6787,28.741,65.306,76.368,1524.5,-0.016261,220.26,0.68673,liquid
400.0,66.0,940.72,0.001063,9.5536,9.6799,28.739,65.304,76.364,1524.7,-0.016264,220.29,0.68679,liquid
400.0,67.0,940.77,0.001063,9.5529,9.6812,28.737,65.302,76.359,1524.9,-0.016267,220.31,0.68685,liquid
400.0,68.0,940.82,0.0010629,9.5522,9.6824,28.736,65.299,76.354,1525.2,-0.016269,220.34,0.68691,liquid
400.0,69.0,940.87,0.0010628,9.5516,9.6837,28.734,65.297,76.35,1525.4,-0.016272,220.36,0.68697,liquid
400.0,70.0,940.92,0.0010628,9.5509,9.6849,28.732,65.295,76.345,1525.6,-0.016274,220.39,0.68703,liquid
400.0,71.0,940.97,0.0010627,9.5502,9.6862,28.731,65.293,76.341,1525.9,-0.016277,220.42,0.6871,liquid
400.0,72.0,941.02,0.0010627,9.5496,9.6874,28.729,65.291,76.336,1526.1,-0.01628,220.44,0.68716,liquid
400.0,73.0,941.07,0.0010626,9.5489,9.6886,28.727,65.289,76.331,1526.3,-0.016282,220.47,0.68722,liquid
400.0,74.0,941.12,0.0010626,9.5482,9.6899,28.726,65.287,76.327,1526.6,-0.016285,220.49,0.68728,liquid
400.0,75.0,941.17,0.0010625,9.5476,9.6911,28.724,65.285,76.322,1526.8,-0.016287,220.52,0.68734,liquid
400.0,76.0,941.22,0.0010625,9.5469,9.6924,28.722,65.283,76.318,1527.1,-0.01629,220.55,0.6874,liquid
400.0,77.0,941.27,0.0010624,9.5462,9.6936,28.721,65.281,76.313,1527.3,-0.016293,220.57,0.68747,liquid
400.0,78.0,941.32,0.0010623,9.5456,9.6949,28.719,65.279,76.309,1527.5,-0.016295,220.6,0.68753,liquid
400.0,79.0,941.37,0.0010623,9.5449,9.6961,28.717,65.276,76.304,1527.8,-0.016298,220.62,0.68759,liquid
400.0,80.0,941.42,0.0010622,9.5443,9.6973,28.716,65.274,76.299,1528.0,-0.0163,220.65,0.68765,liquid
400.0,81.0,941.47,0.0010622,9.5436,9.6986,28.714,65.272,76.295,1528.2,-0.016303,220.67,0.68771,liquid
400.0,82.0,941.52,0.0010621,9.5429,9.6998,28.712,65.27,76.29,1528.5,-0.016306,220.7,0.68777,liquid
400.0,83.0,941.57,0.0010621,9.5423,9.7011,28.711,65.268,76.286,1528.7,-0.016308,220.73,0.68783,liquid
400.0,84.0,941.62,0.001062,9.5416,9.7023,28.709,65.266,76.281,1528.9,-0.016311,220.75,0.6879,liquid
400.0,85.0,941.67,0.0010619,9.541,9.7036,28.707,65.264,76.277,1529.2,-0.016313,220.78,0.68796,liquid
