5,900,100,25.4257,1.412334286,44.361,0.008389051,0.09858,1.870944961,vapor,0.015,0.005,0.02,0.202880909
5,900,200,50.1518,1.887881429,80.695,0.006719488,0.179322222,1.893894335,vapor,0.03,0.025,0.055,0.306710453
5,900,500,155.427,4.455785714,217.234,0.0044856,0.482742222,1.988387474,supercritical,0.045,0.03,0.075,0.15536242
5,900,1000,351.307,11.44471429,416.862,0.001711269,0.92636,2.110676053,supercritical,0.1,0.11,0.21,0.226693726
5,900,2000,560.929,20.40964286,609.617,0.012220884,1.354704444,2.211821466,supercritical,0.14,0.175,0.315,0.232523043
5,900,5000,784.648,31.20501429,827.07,0.03343989,1.837933333,2.315543107,supercritical,0.29,0.245,0.535,0.291087816
5,1000,1,1.31801,1.000607143,5.098,0.070025556,0.011328889,1.856,vapor,0,0,0,0
5,1000,2,1.54276,1.002128571,4.978,0.151738684,0.011062222,1.855942079,vapor,0,0,0,0
5,1000,5,2.05621,1.010124286,5.88,0.196176896,0.013066667,1.854997437,vapor,0,0,0,0
5,1000,10,3.07048,1.027117143,6.972,0.212205811,0.015493333,1.855396711,vapor,0,0,0,0
5,1000,20,5.11271,1.063107143,9.856,0.260851411,0.021902222,1.853440039,vapor,0,0,0,0
5,1000,50,11.5469,1.172328571,18.339,0.008070833,0.040753333,1.859121841,vapor,0.005,0.01,0.015,0.368068052
5,1000,100,21.6633,1.364941429,30.856,0.007964289,0.068568889,1.864013769,vapor,0.005,0,0.005,0.072919367
5,1000,200,45.873,1.799328571,63.465,0.007482814,0.141033333,1.876229974,vapor,0.01,0.01,0.02,0.141810447
5,1000,500,117.434,3.52205,142.561,0.006266594,0.316802222,1.940889906,supercritical,0.035,0.005,0.04,0.126261741
5,1000,1000,267.825,7.894545714,299.98,0.004381005,0.666622222,2.024397391,supercritical,0.05,0.13,0.18,0.270018001
5,1000,2000,476.329,15.8518,487.092,0.004886647,1.082426667,2.141405168,supercritical,0.11,0.14,0.25,0.230962529
5,1000,5000,725.829,27.50192857,725.533,0.011976058,1.612295556,2.267842073,supercritical,0.195,0.195,0.39,0.241891134
