config,dipole_l,dipole_m,dipole_h,muL
100,2.3307,2.5354,2.7509,2.4145153944380247
101,2.555,2.8578,3.173,2.83379943114912
102,2.4469,2.7093,2.9854,2.619425519551951
103,2.2628,2.4376,2.6196,2.3134012833626176
104,2.4324,2.6748,2.9249,2.5810434088364302
105,2.6284,2.9559,3.301,2.9955522644072414
106,2.456,2.7209,2.9978,2.635583014608273
107,2.244,2.3986,2.5564,2.283531566340435
108,2.3763,2.6112,2.8556,2.4958810275233487
109,2.4221,2.6826,2.9542,2.5817239719558582
10,2.5797,2.8945,3.2217,2.8921474648639696
110,2.0364,2.1123,2.1905,2.033053080642835
111,2.6053,2.9332,3.2814,2.9574217912125604
112,2.3779,2.5762,2.7828,2.473439740309611
113,2.5875,2.8849,3.1867,2.8773524060210875
114,2.5666,2.8435,3.1269,2.8155718653257407
115,2.6099,2.9106,3.2167,2.9177631792127423
116,2.271,2.4412,2.6173,2.3221758244035
117,2.4633,2.7307,3.005,2.649734883128386
118,2.5811,2.8704,3.1659,2.855228544025982
119,2.4071,2.6339,2.8614,2.5340791251512926
11,2.5633,2.8443,3.1326,2.816111885984847
120,2.3847,2.5968,2.8137,2.492203942818497
121,2.2098,2.3471,2.4857,2.2374310703154205
122,2.6231,2.9538,3.2972,2.992091994876775
123,2.5086,2.7761,3.0533,2.71659908982584
124,2.3311,2.517,2.7039,2.406485670927925
125,2.0768,2.1579,2.2417,2.077508296676509
126,2.6015,2.903,3.2102,2.9057799685975088
127,2.4542,2.6831,2.9246,2.598908501734263
128,2.5078,2.7906,3.0837,2.733538404272456
129,2.2051,2.3332,2.4641,2.229538849800973
12,2.3684,2.5842,2.8095,2.471915833112137
130,2.5542,2.8394,3.1305,2.8080631094559005
131,2.406,2.632,2.8648,2.5309141829018147
132,2.4307,2.6677,2.9128,2.5739170100044126
133,2.4615,2.7074,2.9582,2.626031655184913
134,2.1455,2.2641,2.384,2.158023381314286
135,2.6441,2.9667,3.2983,3.011554892091923
136,2.1238,2.23,2.3361,2.1317070825576154
137,2.4851,2.7528,3.0338,2.6814312415690837
138,2.7513,3.1207,3.5076,3.3117121227789825
139,2.3737,2.5971,2.8252,2.4850439717793815
13,2.4311,2.6781,2.9383,2.5823125356557397
140,2.3901,2.605,2.8224,2.5018125329582714
