config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.4441,2.6744,2.9106,2.5872115585633613,0,1,1
2,2.7282,3.0953,3.4895,3.2679750271413948,0,0,0
3,2.5133,2.7633,3.0179,2.70436040868072,1,0,1
4,2.4804,2.7361,2.9975,2.662836114603736,1,0,1
5,2.4481,2.6992,2.9615,2.610764189663969,0,1,1
6,2.3997,2.6127,2.8265,2.513689645406535,0,1,1
7,2.3145,2.5032,2.6966,2.3858974735585883,1,0,1
8,2.5214,2.7918,3.0742,2.7388154723254594,1,1,2
9,2.4115,2.6475,2.8978,2.545116606933284,1,1,2
10,2.3191,2.5305,2.7525,2.4027313202624683,2,1,3
11,2.2071,2.3444,2.4837,2.2341296346331068,2,1,3
12,2.2245,2.3737,2.5263,2.258058108558558,0,1,1
13,2.351,2.5712,2.7942,2.452263066686866,1,1,2
14,2.6492,2.9848,3.3351,3.0464116996724964,0,0,0
15,2.1702,2.3152,2.4649,2.19108221351239,0,1,1
16,2.5049,2.7683,3.0345,2.7073329576003373,1,1,2
17,2.4339,2.6839,2.9466,2.589084189585378,0,1,1
18,2.2955,2.4767,2.6651,2.357579616753927,0,1,1
19,2.6647,2.9929,3.334,3.057518073725454,1,0,1
20,2.4793,2.7352,2.9976,2.661329855143146,0,0,0
21,2.6863,3.0169,3.3564,3.097991768588044,2,1,3
22,2.3463,2.5666,2.7968,2.444725576093591,1,1,2
23,2.4804,2.7251,2.9724,2.6520980102808807,1,0,1
24,2.4145,2.6411,2.8717,2.543557296614864,1,0,1
25,2.2917,2.4577,2.6252,2.347039597137527,1,1,2
26,2.364,2.5876,2.819,2.471363499967892,1,1,2
27,2.4383,2.6925,2.9554,2.5999282577717517,1,1,2
28,2.3801,2.5925,2.8122,2.48580202958184,2,1,3
29,2.4905,2.7557,3.0304,2.6872243235881053,1,1,2
30,2.4713,2.7216,2.9842,2.643206873350157,0,1,1
31,2.3044,2.4802,2.6586,2.3671549252437605,0,0,0
32,2.4835,2.7348,2.9898,2.6630577744982857,1,0,1
33,2.3204,2.5078,2.6999,2.392876731356556,0,0,0
34,2.4208,2.6507,2.8853,2.554778657129507,0,1,1
35,2.3553,2.556,2.7576,2.4463737684350417,1,0,1
36,2.4015,2.6593,2.9256,2.549788003273149,0,1,1
37,2.2674,2.4379,2.6133,2.317896985892356,1,1,2
38,2.5133,2.774,3.0428,2.715908049493198,2,1,3
39,2.1853,2.3144,2.4511,2.205950365176648,0,1,1
40,2.4411,2.7022,2.9743,2.6101068654742687,1,1,2
41,2.3892,2.6065,2.8284,2.501933303139652,0,1,1
42,2.5556,2.8308,3.1114,2.7968070087123,0,1,1
43,2.3087,2.5125,2.7266,2.384966963171827,0,1,1
44,2.3822,2.5914,2.7999,2.487603650903621,1,1,2
45,2.2766,2.4628,2.6574,2.335308902455978,1,0,1
46,2.4943,2.7705,3.0587,2.704968525166765,0,0,0
47,2.5135,2.7966,3.0937,2.7421848495452057,1,1,2
48,2.4463,2.7109,2.9839,2.6215633273536256,0,0,0
49,2.3793,2.6183,2.873,2.501975683505142,2,1,3
50,2.4957,2.7723,3.0633,2.70722459972071,0,1,1
51,2.4289,2.6779,2.9349,2.5818119199022926,0,0,0
52,2.4783,2.7353,2.9978,2.66116629657012,1,0,1
53,2.4524,2.6821,2.9199,2.5978411248651345,0,0,0
54,2.6065,2.915,3.2374,2.9253399291378543,0,1,1
55,2.4096,2.6696,2.9444,2.5623622003583733,1,0,1
56,2.3842,2.621,2.8684,2.5081253358351647,0,1,1
57,2.3631,2.5842,2.8149,2.4681773370560403,0,1,1
58,2.3547,2.5712,2.7943,2.4543209637600363,1,0,1
59,2.3544,2.5529,2.7617,2.442345889715868,0,1,1
60,2.4032,2.6434,2.892,2.5378277502270263,1,1,2
61,2.534,2.8144,3.1026,2.7707180017312485,2,1,3
62,2.3613,2.5618,2.7675,2.4534650697851816,0,0,0
63,2.6012,2.9243,3.2627,2.941682258569058,1,1,2
64,2.5236,2.7962,3.0738,2.745573498342924,1,0,1
65,2.3635,2.571,2.7845,2.4605895063190744,2,0,2
66,2.5454,2.833,3.1348,2.797129741321247,1,1,2
67,2.362,2.5874,2.823,2.469402540718728,2,1,3
68,2.3132,2.5495,2.7983,2.408139073896812,0,0,0
69,2.3637,2.5874,2.8169,2.47136105013527,0,1,1
70,2.4256,2.6506,2.8815,2.557233959656544,1,1,2
71,1.9573,1.9969,2.0357,1.9518319869212448,1,1,2
72,2.3645,2.5811,2.8013,2.4681582118180656,0,0,0
73,2.4278,2.6588,2.8934,2.565570893034082,2,1,3
74,2.3211,2.5467,2.7877,2.4125031987627144,0,0,0
75,2.5593,2.8605,3.1764,2.838160638906428,0,1,1
76,2.5295,2.8169,3.1223,2.771892239688704,2,0,2
77,2.4889,2.7711,3.0649,2.7038022571788507,2,0,2
78,2.476,2.7363,3.0045,2.660888536350655,1,1,2
79,2.4386,2.6869,2.94,2.595602416693615,1,1,2
80,2.3181,2.5225,2.7363,2.3978696085048203,0,0,0
81,2.3632,2.5766,2.7943,2.46421772185796,0,0,0
82,2.2167,2.3699,2.5331,2.2489285251382705,0,1,1
83,2.4111,2.6711,2.9427,2.565116439152632,1,1,2
84,2.4358,2.6997,2.9748,2.6049589851135657,0,0,0
85,2.4168,2.659,2.9157,2.557624590756649,2,0,2
86,2.6172,2.9231,3.2371,2.9380006912474794,0,1,1
87,2.2776,2.462,2.6568,2.3355730823044185,0,1,1
88,2.3064,2.4978,2.6977,2.3761346459390755,0,0,0
89,2.4549,2.7011,2.9507,2.617152543829949,0,0,0
90,2.4571,2.7187,2.9952,2.6334276891589603,2,1,3
91,2.2855,2.4414,2.5986,2.33527242425319,2,0,2
92,2.5046,2.7716,3.052,2.7096057874219817,0,1,1
93,2.4091,2.6232,2.8401,2.526829398985164,1,0,1
94,2.3473,2.549,2.7631,2.4345261009213943,0,1,1
95,2.4921,2.7597,3.0342,2.692611846527887,1,0,1
96,2.3954,2.6274,2.8669,2.520700002003152,2,1,3
97,2.3928,2.6194,2.8518,2.5133628841057325,1,0,1
98,2.6978,3.0254,3.3608,3.1107345123308594,0,1,1
