config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.4484,2.6829,2.9201,2.59739855015289,0,1,1
2,2.331,2.5497,2.7768,2.4232213524225887,0,1,1
3,2.2582,2.4172,2.5778,2.302688205434356,0,1,1
4,2.3349,2.5428,2.7563,2.4227377099242906,2,0,2
5,2.5159,2.7736,3.0427,2.7158747608073632,1,0,1
6,2.2878,2.4886,2.7,2.3558916145727986,0,0,0
7,2.4441,2.6993,2.9657,2.6088457347747465,0,0,0
8,2.2149,2.3685,2.528,2.247254860687443,0,0,0
9,2.1293,2.2597,2.3984,2.139974492745076,0,1,1
10,2.3919,2.6192,2.8529,2.512535617361784,0,1,1
11,2.5113,2.7848,3.0663,2.7278889253514604,0,0,0
12,2.3476,2.557,2.7738,2.4402833036323366,0,1,1
13,2.476,2.7252,2.9838,2.649302697846186,1,0,1
14,2.1977,2.3379,2.4793,2.2235871800227187,1,0,1
15,2.1437,2.2692,2.4014,2.1564688177922657,0,0,0
16,2.4798,2.7441,3.0149,2.670896945920528,1,0,1
17,2.5259,2.8233,3.1355,2.7798999445847663,1,0,1
18,2.3497,2.5361,2.7232,2.4307955571982265,0,1,1
19,2.197,2.3476,2.5046,2.2246042112371245,1,1,2
20,2.3796,2.5886,2.8079,2.482348829949958,0,1,1
21,2.1658,2.2933,2.4196,2.183346534039209,1,1,2
22,2.173,2.3009,2.4301,2.191690634440144,0,1,1
23,2.2283,2.382,2.5374,2.264157030319596,0,0,0
24,2.4006,2.5985,2.7987,2.5039980830309454,1,0,1
25,2.5335,2.7997,3.0685,2.752746986111808,0,0,0
26,2.3526,2.5651,2.7867,2.4485848175710148,1,1,2
27,2.3244,2.5449,2.7785,2.414503527403163,0,1,1
28,2.4882,2.734,2.9891,2.663332604736822,0,0,0
29,2.4964,2.7606,3.0337,2.6949083875802047,0,1,1
30,2.3778,2.5883,2.8035,2.4818750584248064,1,1,2
31,2.367,2.6006,2.8495,2.480984439911847,1,1,2
32,2.24,2.4148,2.6016,2.283990334279241,0,1,1
33,2.3075,2.4994,2.6938,2.3787153954793943,0,1,1
34,2.4878,2.761,3.0442,2.69204251921004,0,0,0
35,2.5852,2.8967,3.2208,2.895755276516516,0,0,0
36,2.3487,2.5543,2.7671,2.4395204348520103,1,1,2
37,2.5546,2.8456,3.1442,2.81656943033138,0,0,0
38,2.5154,2.8111,3.1213,2.761153298132967,1,1,2
39,2.4751,2.729,2.9892,2.653224176817814,0,1,1
40,2.2759,2.4419,2.6158,2.326431026314632,0,1,1
41,2.3508,2.5591,2.7726,2.4442634868440227,0,0,0
42,2.2519,2.4184,2.589,2.297130505184492,1,0,1
43,2.3026,2.4735,2.648,2.362531027595821,0,1,1
44,2.3527,2.5468,2.7435,2.4387873365248494,2,1,3
45,2.367,2.5705,2.7773,2.463175017985199,1,0,1
46,2.46,2.7261,3.0044,2.642681417550699,0,1,1
47,2.278,2.4771,2.6851,2.34250087874161,0,1,1
48,2.3419,2.5259,2.7085,2.419454311461697,1,1,2
49,2.2832,2.4616,2.6458,2.340889684302294,2,1,3
50,2.2805,2.4709,2.6667,2.342533134076432,0,0,0
51,2.5092,2.7846,3.0748,2.726157769999366,0,1,1
52,2.4733,2.7332,3.0003,2.6566304792501807,1,1,2
53,2.4161,2.6408,2.8734,2.543607156828785,1,0,1
54,2.2283,2.3896,2.556,2.265985886370121,0,1,1
55,2.5754,2.8939,3.2306,2.8910752327219016,1,1,2
56,2.3533,2.5513,2.7525,2.441759490045971,0,0,0
57,2.2523,2.4315,2.6212,2.301256039813551,2,1,3
58,2.4365,2.6738,2.9145,2.5830934265520016,1,1,2
59,2.267,2.4499,2.6436,2.3213398448829707,0,0,0
60,2.4756,2.7433,3.0182,2.668224806412209,2,0,2
61,2.269,2.4794,2.709,2.333940604113754,0,0,0
62,2.5889,2.902,3.2273,2.904373556715912,0,1,1
63,2.2945,2.4655,2.638,2.352673199061283,0,1,1
64,2.5144,2.7903,3.0785,2.734916721404067,0,0,0
65,2.6034,2.9142,3.2354,2.9240715111000664,1,1,2
66,2.1774,2.3179,2.467,2.198636156135074,1,1,2
67,2.4399,2.6893,2.9582,2.596024430376389,1,0,1
68,2.2941,2.5072,2.7296,2.370255839470038,0,0,0
69,2.3431,2.5174,2.692,2.4158238777083527,0,1,1
70,2.433,2.6908,2.9589,2.595297494297421,0,0,0
71,2.3019,2.4898,2.6899,2.36810411067381,0,0,0
72,2.356,2.5528,2.7511,2.444870285846027,1,0,1
73,2.1817,2.3427,2.5138,2.207753558524512,0,0,0
74,2.5001,2.7758,3.0604,2.713542112796523,0,0,0
75,2.2481,2.3991,2.5485,2.287854633735677,1,0,1
76,2.2462,2.4057,2.5688,2.2877674438979017,1,1,2
77,2.4477,2.7101,2.9838,2.620994079810401,0,1,1
78,2.329,2.5453,2.7753,2.4182603177019613,1,0,1
79,2.4957,2.7609,3.0366,2.6947698575083727,0,1,1
80,2.2736,2.4535,2.639,2.3292978545044387,1,1,2
81,2.2226,2.3773,2.5364,2.2571501427239284,0,0,0
82,2.2913,2.4754,2.6613,2.354261521649607,1,0,1
83,2.2526,2.4214,2.5966,2.2985111759530903,1,0,1
84,2.4343,2.6709,2.9144,2.578822924570193,0,0,0
85,2.3589,2.5826,2.8153,2.4642389342958526,1,1,2
86,2.1567,2.2731,2.3901,2.170818092851938,0,1,1
87,2.5462,2.8262,3.1099,2.789087332145916,0,0,0
88,2.533,2.8248,3.1269,2.783904843523439,0,0,0
89,2.2676,2.4766,2.7008,2.332060566377482,1,0,1
90,2.4089,2.6648,2.9373,2.557495126746121,1,0,1
91,2.3121,2.5212,2.741,2.3921338524492723,1,0,1
92,2.1872,2.3304,2.4801,2.211118252503121,0,1,1
93,2.3238,2.5229,2.7258,2.403490555810249,0,0,0
94,2.2068,2.3455,2.4883,2.2339023928411565,0,1,1
95,2.374,2.6134,2.8591,2.4964624104941397,0,0,0
96,2.1531,2.2902,2.4357,2.169028625502526,1,0,1
97,2.1463,2.2925,2.4473,2.1621109684054587,1,0,1
98,2.6191,2.9328,3.2552,2.9543989123449186,0,0,0
99,2.3263,2.505,2.6845,2.396667538068776,1,0,1
100,2.5175,2.7771,3.0475,2.720463329149554,1,0,1
101,2.4038,2.637,2.8809,2.532760541108587,1,1,2
102,2.4246,2.6426,2.8652,2.5504971839013337,0,1,1
103,2.3133,2.4941,2.6744,2.381204278093173,0,0,0
104,2.4945,2.7807,3.0843,2.716351338806283,0,1,1
105,2.3306,2.5155,2.7044,2.404854153935672,0,1,1
106,2.2728,2.4623,2.6638,2.331257274687042,0,0,0
107,2.2718,2.452,2.6469,2.325881431391269,1,0,1
108,2.2842,2.4606,2.6384,2.341944245978608,0,1,1
109,2.2932,2.4743,2.6587,2.3551588890755486,0,0,0
110,2.1943,2.3337,2.4815,2.2186862442092807,0,1,1
111,1.9629,2.0247,2.0948,1.954960421550953,0,1,1
112,2.1878,2.3229,2.4589,2.210660330737741,1,0,1
113,2.2404,2.4087,2.5834,2.2830609983464374,1,0,1
114,2.316,2.5134,2.7186,2.391734226417251,1,1,2
115,2.0338,2.1095,2.1839,2.030414888850819,0,0,0
116,2.2299,2.4023,2.5816,2.2711026407685417,1,0,1
117,2.2001,2.3316,2.4639,2.224559448148224,0,0,0
118,2.3288,2.5411,2.7641,2.4162244300145064,0,1,1
119,2.5688,2.8608,3.1599,2.8400603838190466,1,1,2
120,2.5472,2.8241,3.1096,2.7861079026288724,1,1,2
121,2.4586,2.7151,2.9789,2.631768514078671,1,1,2
122,2.2324,2.3833,2.5366,2.268287867999285,0,0,0
123,2.585,2.8662,3.1544,2.8494428751886764,1,0,1
124,2.0073,2.0762,2.1483,2.0017514834446124,0,1,1
125,2.1666,2.2864,2.4048,2.18307452750171,1,1,2
126,2.5859,2.8668,3.1552,2.85036223621376,0,0,0
127,2.5312,2.8198,3.1184,2.776888911994447,1,0,1
128,2.5901,2.8754,3.1666,2.8632242092764564,1,0,1
129,2.2013,2.3501,2.5004,2.2298864457523555,0,1,1
130,2.3101,2.5152,2.7303,2.387526964520285,0,0,0
131,2.3478,2.5456,2.7451,2.43466028287292,1,0,1
132,2.3059,2.4776,2.6519,2.367192068862393,1,1,2
133,2.5066,2.7839,3.0707,2.7251626085284832,0,0,0
134,2.0906,2.1827,2.2744,2.093227274476723,0,1,1
135,2.0875,2.1735,2.2618,2.089480917892596,0,0,0
136,2.2913,2.4711,2.6533,2.352291793788344,0,0,0
137,2.0626,2.1607,2.2641,2.061615998365177,0,1,1
138,2.2231,2.3977,2.5823,2.262834475631988,0,0,0
139,2.2494,2.4063,2.5636,2.2912544668610666,0,1,1
140,2.3383,2.5326,2.7293,2.42012583028604,0,0,0
141,2.4931,2.8004,3.1232,2.740780989637952,0,1,1
142,2.2571,2.4529,2.6616,2.3132415980037666,0,1,1
143,2.3135,2.4979,2.6829,2.3831241406456094,0,1,1
144,2.2764,2.4533,2.634,2.331907873133804,0,0,0
145,2.8669,3.2884,3.7306,3.7358104968226526,1,1,2
146,2.5866,2.8571,3.1324,2.836907812862415,1,0,1
147,2.2112,2.348,2.4834,2.2392209591952543,0,0,0
148,2.062,2.1583,2.2613,2.0609693191020373,1,1,2
149,2.3957,2.6157,2.8409,2.512602873715051,0,1,1
150,2.3138,2.4838,2.6535,2.3767348999258604,0,0,0
151,2.525,2.8187,3.1158,2.774660851984564,0,0,0
152,2.2741,2.4594,2.6523,2.331836553455356,0,0,0
153,2.3041,2.493,2.6872,2.372445079606388,0,1,1
154,2.4458,2.6937,2.9506,2.6048416784707755,0,0,0
155,2.0779,2.191,2.3153,2.0790562132415404,1,1,2
156,2.2947,2.4933,2.7005,2.3642501355914787,1,0,1
157,2.3702,2.5736,2.7823,2.467022769179962,0,0,0
158,2.3725,2.5923,2.8226,2.4799680194128437,0,1,1
159,2.3366,2.5534,2.7805,2.429388070734841,0,1,1
160,2.1591,2.3046,2.4623,2.177227015501718,0,0,0
161,2.5727,2.8641,3.1637,2.845195808342555,0,1,1
162,2.5131,2.7801,3.0621,2.7220360781766058,0,0,0
163,2.4472,2.6846,2.9279,2.597786565763218,0,0,0
164,2.3735,2.5824,2.794,2.4753948604279694,0,0,0
165,2.0988,2.2142,2.334,2.1033400927850416,0,0,0
166,2.3295,2.5429,2.7706,2.417195046243632,1,1,2
167,2.5566,2.826,3.1028,2.7905549235831177,0,0,0
168,2.2534,2.4167,2.5841,2.297905301690646,0,1,1
169,2.5158,2.7894,3.0767,2.7340782421184318,0,0,0
170,2.4103,2.6558,2.9115,2.551878132774585,0,0,0
171,2.253,2.4228,2.5958,2.299761890307962,0,0,0
172,2.3713,2.6059,2.8504,2.488618392274016,1,0,1
173,2.6044,2.9405,3.2956,2.9709140756914496,0,0,0
174,2.4238,2.6782,2.9456,2.578405623652301,0,0,0
175,2.1418,2.2765,2.4179,2.155349262680084,0,1,1
176,2.4045,2.6229,2.8459,2.5234988962650022,1,0,1
177,2.5006,2.7606,3.0272,2.6967274935157604,1,0,1
178,2.3567,2.5719,2.7965,2.455737148443831,1,1,2
179,2.4285,2.6897,2.9643,2.5913361156638213,0,1,1
180,2.3159,2.5141,2.7157,2.3926976420097783,0,0,0
181,2.2527,2.4077,2.5651,2.2944468639864293,0,0,0
182,2.3607,2.577,2.8011,2.462111689537579,0,0,0
183,2.5747,2.8826,3.1987,2.8731643190755927,1,1,2
184,2.3243,2.5511,2.7972,2.416930334144749,1,1,2
185,2.3662,2.5874,2.8224,2.4717561799176155,0,1,1
186,2.3224,2.5032,2.69,2.391947838184067,0,0,0
187,2.0537,2.1342,2.2186,2.0519765291835705,1,1,2
188,2.6244,2.9315,3.2461,2.951528327659334,1,1,2
189,2.3846,2.629,2.8811,2.5149112718750724,1,1,2
190,2.3416,2.5306,2.7231,2.421324938859497,1,1,2
191,2.13,2.2466,2.3662,2.1396736067046604,0,1,1
192,2.1168,2.2332,2.3518,2.124351006218832,1,1,2
193,2.5187,2.8058,3.1037,2.7555737256692083,0,1,1
194,2.2951,2.5033,2.7248,2.368606966817607,0,0,0
195,2.3606,2.5669,2.7759,2.4565218804929123,1,0,1
196,2.4182,2.6547,2.8995,2.555935907078917,1,0,1
197,2.4019,2.6181,2.8366,2.518734938056429,0,1,1
198,2.3447,2.5467,2.7522,2.432712708396037,0,0,0
199,2.428,2.674,2.9313,2.577330190040698,1,1,2
200,2.3718,2.5673,2.7648,2.4647000486012782,0,1,1
