config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,1.9585,2.0043,2.0508,1.95202320014598,0,0,0
2,1.9898,2.0514,2.1157,1.98351050523459,0,0,0
3,2.013,2.0899,2.1727,2.00741384237589,0,0,0
4,1.9922,2.0512,2.1106,1.98624357244769,0,0,0
5,2.0615,2.1484,2.2357,2.06048785488291,0,0,0
6,2.1881,2.328,2.4708,2.21183020280967,0,0,0
7,2.1565,2.2658,2.3757,2.16959370730333,0,0,0
8,2.0352,2.1154,2.1974,2.0315001494548,0,0,0
9,1.8939,1.9123,1.9321,1.89008404780858,0,0,0
10,1.981,2.0495,2.1215,1.9732091944162,0,1,1
11,1.788,1.7646,1.7414,1.79579712184195,0,0,0
12,2.0798,2.162,2.2468,2.08084456582509,1,1,2
13,2.0045,2.0679,2.1318,1.99908161438811,0,0,0
14,1.8669,1.8785,1.8918,1.86427984543454,0,0,0
15,1.8431,1.8421,1.8416,1.84346094250615,0,0,0
16,2.0426,2.1295,2.2205,2.03945727785423,0,0,0
17,1.9735,2.0251,2.0773,1.96712152699457,0,0,0
18,1.806,1.8135,1.8278,1.80503583637817,1,0,1
19,2.2955,2.4615,2.6285,2.35186078661354,1,0,1
20,1.9486,1.9937,2.0409,1.9417970350819,0,0,0
21,1.8755,1.8973,1.9208,1.87049808790764,0,0,0
22,1.8255,1.8181,1.8112,1.82776076620572,0,0,0
23,1.9145,1.9417,1.9693,1.90926141343508,0,0,0
24,1.8433,1.8435,1.8443,1.84334989601903,0,0,0
25,1.9786,2.0308,2.0828,1.97248834320066,0,0,0
26,2.2379,2.3847,2.5367,2.27346069725209,0,0,0
27,1.9047,1.9299,1.954,1.89981252709278,0,0,0
28,1.9101,1.9372,1.9652,1.90479610359001,0,0,0
29,2.0995,2.1992,2.2993,2.10350802701951,0,0,0
30,1.8324,1.8323,1.8352,1.83298132708458,0,0,0
31,1.9701,2.0392,2.1177,1.96174965602674,0,0,0
32,2.0771,2.1771,2.2819,2.07802819566194,0,0,0
33,1.8715,1.883,1.8955,1.86885547935273,0,0,0
34,2.1119,2.2257,2.3406,2.11851596989612,1,0,1
35,2.3781,2.5942,2.8166,2.48577796908287,1,1,2
36,2.0847,2.1762,2.2666,2.08670061743218,0,1,1
37,2.1526,2.2652,2.3758,2.16582733469,0,0,0
38,1.8273,1.8185,1.8091,1.83003876107611,0,0,0
39,1.8677,1.8764,1.8854,1.86559702848838,0,0,0
40,2.0943,2.1956,2.299,2.09762708617766,0,0,0
41,2.1382,2.2458,2.3527,2.14845847722198,0,0,0
42,2.0242,2.0959,2.1702,2.01993520568395,0,0,0
43,1.9368,1.9772,2.0194,1.93014710860313,0,0,0
44,2.0617,2.15,2.2403,2.06070371019926,0,0,0
45,2.2557,2.4267,2.6021,2.30342695564445,1,0,1
46,1.9457,1.9867,2.0285,1.93929384853361,0,0,0
47,1.9954,2.0521,2.1085,1.98997430065897,1,0,1
48,1.9222,1.9539,1.9865,1.91641350479603,0,0,0
49,2.0587,2.1609,2.2765,2.05720852715856,1,1,2
50,2.0145,2.0977,2.1852,2.00847471557953,0,0,0
51,2.093,2.2058,2.322,2.09654204120306,0,0,0
52,2.1595,2.3027,2.4532,2.17768277629004,0,0,0
53,2.2409,2.3824,2.5272,2.27571905124635,0,0,0
54,1.8394,1.8369,1.8351,1.8402183765142,0,0,0
55,2.1041,2.2611,2.4276,2.111761977838,0,0,0
56,2.2979,2.4839,2.6749,2.36313866612248,1,0,1
57,1.9645,2.011,2.0587,1.95831138346036,1,0,1
58,2.0573,2.1427,2.2285,2.05582570678346,0,0,0
59,2.0155,2.0915,2.1723,2.0101820603183,0,1,1
60,2.1631,2.3268,2.5008,2.1852337230451,0,1,1
61,1.8379,1.8375,1.839,1.83835235564776,0,0,0
62,1.7255,1.6874,1.6573,1.74277002439188,0,1,1
63,1.9445,1.9841,2.024,1.93821815736474,0,0,0
64,1.8349,1.8302,1.8255,1.83622774850437,0,0,0
65,2.0173,2.0883,2.1614,2.01242871212587,0,0,0
66,1.9753,2.0283,2.0836,1.96898211749594,1,0,1
67,2.1705,2.3037,2.4394,2.18955159254956,0,0,0
68,2.2884,2.4545,2.6294,2.34194858517871,1,0,1
69,2.1706,2.3036,2.4394,2.18961423059875,0,0,0
70,1.859,1.865,1.8719,1.85760505486781,0,0,0
71,1.9146,1.9416,1.9685,1.9093842421326,0,0,0
72,2.2222,2.3713,2.5215,2.25547254728554,0,0,0
73,2.0362,2.106,2.1797,2.0331737044984,1,0,1
74,2.1413,2.2605,2.3814,2.15317395097045,0,0,0
75,2.3701,2.579,2.7902,2.47091479043407,1,0,1
76,1.8671,1.8798,1.8952,1.86436264619187,0,1,1
77,2.0897,2.1868,2.2843,2.09229043665186,0,0,0
78,1.9867,2.0431,2.0999,1.98062607091568,0,0,0
79,1.923,1.959,1.9981,1.91666769621492,0,0,0
80,1.6637,1.5977,1.5342,1.69446822080713,0,0,0
81,1.9991,2.0685,2.1427,1.9928674300059,0,0,0
82,2.203,2.3509,2.5049,2.23130490524038,1,1,2
83,1.9701,2.0196,2.0693,1.96375405039375,0,0,0
84,1.9685,2.019,2.072,1.96209424154205,0,0,0
85,2.1193,2.2307,2.3448,2.12683977052027,0,0,0
86,2.3091,2.5002,2.6962,2.38004189565248,0,1,1
87,2.0951,2.1967,2.3013,2.09853212035362,1,0,1
88,2.0879,2.1844,2.2815,2.09023270076168,1,0,1
89,2.359,2.568,2.7818,2.45571748027454,0,1,1
90,1.9804,2.0347,2.0895,1.9741359185084,0,0,0
91,2.0652,2.1557,2.2529,2.06461733405729,1,0,1
92,1.8869,1.9028,1.9186,1.88334084214877,0,0,0
93,2.0964,2.1887,2.2824,2.09966531196169,1,0,1
94,2.0224,2.0807,2.138,2.01899566658271,0,0,0
95,1.9853,2.0449,2.1072,1.97889684387545,0,0,0
96,1.9102,1.938,1.9686,1.90498996046775,0,0,0
