800,2000,663.65,0.0015068,36.468,41.897,77.304,47.038,78.435,1223.5,0.0085215,84.215,0.53806,supercritical,12.16667161,2.249012556,2.1291,2.28803918127893,1.68800666666667,0.1424251074343
800,5000,853.66,0.0011714,32.615,43.167,70.124,48.442,67.08,1850.1,-0.013256,116.83,0.81841,supercritical,17.88228487,2.503768809,2.1422,2.36951591165213,2.09498,0.22337464704667
900,1,0.24085,4.152,60.347,67.827,165.14,31.687,40.024,724.03,0.3228,33.68,0.082647,vapor,1.001068352,1.000237202,1.8474,1.85578395591865,0.0132755555555556,0.00838395591865004
900,2,0.48189,2.0751,60.337,67.814,159.37,31.702,40.06,723.9,0.32273,33.684,0.082716,vapor,1.002138745,1.000475079,1.8476,1.85514148190186,0.0121844444444444,0.00754148190185999
900,5,1.2062,0.82904,60.308,67.775,151.72,31.747,40.171,723.5,0.3225,33.696,0.082927,vapor,1.005362442,1.001192813,1.8482,1.85597281865529,0.0137688888888889,0.00777281865528989
900,10,2.4174,0.41367,60.258,67.71,145.9,31.821,40.358,722.85,0.32212,33.716,0.083281,vapor,1.010777499,1.002402803,1.8493,1.85541196173921,0.0190422222222222,0.00611196173921003
900,20,4.8547,0.20599,60.158,67.58,140.02,31.971,40.737,721.53,0.32131,33.759,0.084001,vapor,1.021767385,1.00487452,1.8514,1.85309817773399,0.0283422222222222,0.00169817773399017
900,50,12.291,0.081362,59.855,67.183,132.07,32.43,41.922,717.57,0.31856,33.903,0.086268,vapor,1.056083432,1.0127146,1.8577,1.85537228304988,0.0533022222222222,-0.00433971166489
900,100,25.123,0.039804,59.334,66.505,125.72,33.219,44.062,710.98,0.31289,34.201,0.09042,vapor,1.118198219,1.027262275,1.8685,1.87094496057863,0.09858,0.00765284602463989
900,200,52.615,0.019006,58.237,65.085,118.73,34.861,48.989,698.45,0.29764,35.028,0.10035,vapor,1.264651293,1.062431539,1.8913,1.89389433504779,0.179322222222222,-0.00192379041368995
900,500,152.03,0.0065775,54.575,60.499,107.08,39.696,68.223,678.6,0.22688,39.66,0.14775,supercritical,1.974890935,1.224866211,1.966,1.98838747421373,0.482742222222222,0.01359048156839
900,1000,343.61,0.0029102,48.805,54.048,95.669,43.932,88.057,765.3,0.10399,52.771,0.27539,supercritical,4.2834611,1.612063835,2.0614,2.11067605251633,0.92636,0.0551763886483103
900,2000,563.38,0.001775,43.354,49.749,86.553,45.168,77.97,1109.8,0.021142,73.609,0.45502,supercritical,8.416002399,2.039609566,2.1115,2.211821466419,1.35470444444444,0.11162612276861
900,5000,792.99,0.001261,38.492,49.851,77.998,47.068,66.596,1743.4,-0.011124,106.28,0.75328,supercritical,14.07776457,2.384885805,2.1346,2.31554310720491,1.83793333333333,0.19492275316174
1000,1,0.21673,4.614,63.581,71.893,169.43,32.963,41.293,760.17,0.23885,37.615,0.095877,vapor,1.000878554,1.000227703,1.8474,1.856,0.0113288888888889,0.00860000000000016
1000,2,0.43357,2.3064,63.573,71.883,163.65,32.973,41.318,760.09,0.2388,37.62,0.095949,vapor,1.001758408,1.000455859,1.8476,1.85594207873733,0.0110622222222222,0.00834207873733006
1000,5,1.0848,0.92186,63.55,71.853,156.01,33.002,41.394,759.87,0.23864,37.633,0.096168,vapor,1.004405999,1.001143096,1.8481,1.85499743708376,0.0130666666666667,0.00689743708376001
1000,10,2.1723,0.46034,63.511,71.804,150.21,33.051,41.522,759.5,0.23837,37.655,0.096534,vapor,1.008844539,1.002297469,1.8489,1.85539671127369,0.0154933333333333,0.00649671127369
1000,20,4.3558,0.22958,63.433,71.705,144.37,33.149,41.779,758.77,0.23782,37.702,0.097275,vapor,1.017822061,1.004640553,1.8506,1.85344003943989,0.0219022222222222,0.00284003943988997
1000,50,10.975,0.09112,63.197,71.405,136.52,33.447,42.571,756.57,0.23599,37.853,0.099575,vapor,1.045583187,1.011946778,1.8558,1.85912184115946,0.0407533333333333,0.00332184115946021
1000,100,22.241,0.044963,62.798,70.898,130.35,33.947,43.952,753.03,0.23241,38.144,0.10367,vapor,1.094788997,1.025062324,1.8645,1.86401376861254,0.0685688888888889,0.00584895540846997
1000,200,45.696,0.021884,61.978,69.863,123.77,34.958,46.944,746.67,0.22333,38.871,0.11289,vapor,1.205683593,1.054933837,1.8825,1.87622997429231,0.141033333333333,-0.000490509387820026
1000,500,123.48,0.0080984,59.384,66.679,113.6,37.877,57.222,740.02,0.18385,42.209,0.14995,supercritical,1.6679262,1.174347996,1.9393,1.94088990637574,0.316802222222222,0.00675987479196993
1000,1000,265.45,0.0037673,55.188,61.975,104.04,41.345,71.678,792.5,0.10944,50.506,0.23777,supercritical,2.95592469,1.440815038,2.0213,2.02439739149293,0.666622222222222,0.0181591456965999
1000,2000,477.38,0.0020948,49.818,57.365,94.581,43.73,73.91,1052.1,0.030599,66.864,0.39806,supercritical,6.002711025,1.857383182,2.0897,2.14140516794668,1.08242666666667,0.0609942183815999
1000,5000,735.28,0.00136,44.233,56.484,84.987,46.126,66.041,1655.7,-0.00891,98.022,0.69469,supercritical,11.26771816,2.277422311,2.1259,2.2678420731499,1.61229555555556,0.12129203867616
