config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.4659,2.7027,2.9443,2.6236506291625448,2,1,3
2,2.7161,3.0841,3.4629,3.2384200653395148,1,1,2
3,2.6883,3.0383,3.4028,3.145733637612113,1,1,2
4,2.5894,2.9075,3.2408,2.913522794755684,0,1,1
5,2.7227,3.0929,3.4802,3.260017200243792,0,1,1
6,2.3956,2.645,2.9099,2.5331311218192862,1,1,2
7,2.604,2.8937,3.1881,2.891239137801883,1,1,2
8,2.4644,2.7231,2.9963,2.641275832244536,0,1,1
9,2.6207,2.9513,3.2946,2.98784547229806,0,1,1
10,2.6402,2.9557,3.284,2.9923924529050794,1,1,2
11,2.5535,2.8575,3.1765,2.833021142711527,2,1,3
12,2.4743,2.7613,3.0678,2.685828364693422,0,1,1
13,2.2633,2.4354,2.6129,2.3132671720335547,0,1,1
14,2.5329,2.8138,3.1056,2.769378688705014,0,0,0
15,2.4382,2.6795,2.927,2.58853057844032,1,1,2
16,2.6461,3.0079,3.3899,3.0983938532734707,0,1,1
17,2.5672,2.8665,3.1784,2.8479847438258314,0,0,0
18,2.7596,3.1429,3.5509,3.374608705686477,0,0,0
19,2.6415,2.9798,3.3327,3.038600114357046,1,0,1
20,2.2916,2.4661,2.6425,2.350455938702388,1,1,2
21,2.5368,2.7917,3.0505,2.743901960045252,1,0,1
22,2.5494,2.8584,3.1814,2.8338967188587145,1,1,2
23,2.3172,2.518,2.724,2.395465717444854,0,1,1
24,2.417,2.6518,2.8951,2.552831344743988,2,1,3
25,2.8112,3.1824,3.5688,3.4277401340728235,1,1,2
26,2.4665,2.7257,2.9907,2.6461994787031107,0,0,0
27,2.2798,2.4646,2.657,2.3389555669841444,1,1,2
28,2.2383,2.391,2.545,2.276168798931871,1,1,2
29,2.391,2.6028,2.8191,2.5005149638019946,1,1,2
30,2.4547,2.6688,2.8793,2.588088777969411,0,0,0
31,2.3248,2.5087,2.6938,2.3973135517188853,0,1,1
32,2.4445,2.702,2.9805,2.609987452408812,0,1,1
33,2.4163,2.6641,2.9213,2.562503908596105,1,1,2
34,2.4646,2.7213,2.9866,2.640479238623668,0,1,1
35,2.5919,2.905,3.23,2.9092533208270206,0,1,1
36,2.1743,2.3166,2.4655,2.1953992152199957,0,1,1
37,2.539,2.8416,3.1607,2.8077302932292403,2,1,3
38,2.544,2.8353,3.1363,2.800375425689189,0,0,0
39,2.5482,2.851,3.1634,2.823156870928733,1,1,2
40,2.5735,2.8579,3.1492,2.8364466605483107,1,1,2
41,2.2067,2.3851,2.5772,2.2427552960442885,2,0,2
42,2.5698,2.8629,3.1649,2.843122386974526,0,1,1
43,2.2579,2.4385,2.6265,2.3092967724245668,2,1,3
44,2.5165,2.781,3.0509,2.725330471460212,1,0,1
45,2.5575,2.852,3.1542,2.82601492900383,0,1,1
46,2.4135,2.6489,2.8911,2.548714772359908,0,1,1
47,2.4442,2.6906,2.9455,2.6012589415863574,1,1,2
48,2.6443,2.9668,3.3074,3.012886300743032,0,1,1
49,2.7618,3.1584,3.5732,3.4152750973224206,0,1,1
50,2.6251,2.9542,3.2995,2.992836200631438,1,1,2
51,2.6553,2.9748,3.3099,3.0251580611065005,1,1,2
52,2.4651,2.7144,2.974,2.6336192504067544,1,1,2
53,2.3911,2.621,2.8647,2.5120761406288943,1,1,2
54,2.352,2.5535,2.7657,2.4408919925574253,1,0,1
55,2.8074,3.2124,3.6424,3.5473870917267125,1,0,1
56,2.302,2.4953,2.7,2.3708825399526985,1,1,2
57,2.697,3.0672,3.455,3.2121508470618894,1,0,1
58,2.2946,2.4893,2.6923,2.3623570052825174,0,1,1
59,2.3919,2.6085,2.829,2.505214201169208,1,0,1
60,2.2252,2.4036,2.5898,2.266875643328354,1,1,2
61,2.3218,2.5317,2.7563,2.404876204824048,1,0,1
62,2.4009,2.6485,2.9068,2.5401083102444706,0,1,1
63,2.4006,2.6303,2.8666,2.526321788462644,0,1,1
64,2.4812,2.7459,3.0186,2.673169055168399,2,1,3
65,2.1698,2.3064,2.4522,2.1888088661148744,2,1,3
66,2.4132,2.661,2.9215,2.557502441155475,0,1,1
67,2.6217,2.9567,3.3096,2.998475189182531,0,1,1
68,2.3738,2.6261,2.8923,2.504364874605337,0,1,1
69,2.6629,3.006,3.3611,3.0850878504157584,1,1,2
70,2.4692,2.7343,3.0101,2.6554805486729656,1,1,2
71,2.4638,2.713,2.9714,2.6318282258864283,1,1,2
72,2.4915,2.7354,2.9777,2.6669811184886085,2,1,3
73,2.2454,2.4136,2.5904,2.2890209915238358,2,1,3
74,2.7296,3.0567,3.3955,3.164285844661749,0,1,1
75,2.3821,2.6222,2.8787,2.506607103376398,0,1,1
76,2.445,2.6936,2.9494,2.604638229864477,0,0,0
77,2.5117,2.8111,3.1265,2.760020307743668,0,1,1
78,2.3956,2.6228,2.8637,2.516312552668376,1,1,2
79,2.435,2.6784,2.9312,2.585323362282779,2,1,3
