config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.275,2.4495,2.6269,2.329298274251545,1,0,1
2,2.2427,2.4029,2.5681,2.283495507842765,0,0,0
3,2.0744,2.1904,2.3143,2.075064468228087,0,0,0
4,2.1873,2.3369,2.4908,2.2127562494238515,0,0,0
5,2.4021,2.6327,2.867,2.529586171947108,0,1,1
6,2.4054,2.6306,2.8595,2.5300037822418893,0,0,0
7,2.2116,2.3643,2.521,2.243175532015505,0,0,0
8,2.4319,2.6576,2.8915,2.5660889043956963,0,0,0
9,2.3775,2.5968,2.8223,2.487163618363606,1,0,1
10,2.1191,2.2583,2.41,2.1284983845728034,0,1,1
11,2.2607,2.4279,2.5994,2.3083564121279125,0,0,0
12,2.256,2.4334,2.6186,2.3056596565122773,1,0,1
13,2.2311,2.3973,2.5729,2.270436616038913,0,0,0
14,2.5239,2.8119,3.1072,2.7651145778235438,0,0,0
15,2.113,2.1952,2.2753,2.1180430217348234,0,0,0
16,2.0498,2.1404,2.2395,2.047433846276963,0,1,1
17,2.1722,2.3053,2.4455,2.1912157943490125,1,1,2
18,2.2792,2.4562,2.6349,2.335796153268851,0,0,0
19,2.1367,2.2419,2.3491,2.1462888289626303,1,0,1
20,2.4298,2.6738,2.9319,2.577675283643789,0,1,1
21,2.2958,2.4995,2.7184,2.3670990124446702,0,1,1
22,2.1094,2.2351,2.3709,2.1161114912376284,0,1,1
23,2.3576,2.5659,2.774,2.4541919044346434,0,0,0
24,2.2246,2.3997,2.5845,2.264910022183693,1,0,1
25,2.1528,2.2827,2.4171,2.1678991045528075,0,0,0
26,2.2846,2.4818,2.6868,2.35048664956579,0,0,0
27,2.3783,2.631,2.8973,2.5112015985194374,0,0,0
28,2.3259,2.552,2.7929,2.419476421752984,1,0,1
29,2.3989,2.6247,2.86,2.5205329032325534,0,1,1
30,2.1492,2.2716,2.3955,2.1628232143674904,0,0,0
31,2.5172,2.8096,3.1132,2.7600233205133278,0,1,1
32,2.0308,2.1134,2.1985,2.026516347711097,1,0,1
33,2.3382,2.554,2.7813,2.430764276414424,0,1,1
34,2.1445,2.2732,2.4049,2.15801288365274,0,0,0
35,2.2027,2.3419,2.485,2.2291200813432304,1,0,1
36,2.391,2.6085,2.8313,2.5043979903810607,1,0,1
37,2.3037,2.4916,2.6833,2.371680946391913,0,0,0
38,2.4608,2.677,2.899,2.597926363382354,0,0,0
39,2.3974,2.6487,2.9079,2.538590085439349,0,1,1
40,2.6777,3.0106,3.3584,3.089702918306517,0,0,0
41,1.9317,1.9649,1.9986,1.925970221336908,0,1,1
42,2.5832,2.8938,3.2198,2.8910429241210447,0,0,0
43,2.1753,2.3253,2.4825,2.1979861254145123,0,0,0
44,2.2105,2.3412,2.4806,2.2359763168973625,0,1,1
45,2.4473,2.6783,2.9128,2.5926501990741517,0,0,0
46,2.3033,2.4912,2.6833,2.371104153631428,1,0,1
47,1.9341,1.9584,1.9816,1.9302712682599124,0,0,0
48,2.0859,2.1618,2.2358,2.087815129998372,0,1,1
49,2.4801,2.7149,2.9526,2.64191464070922,0,1,1
50,2.2737,2.4403,2.6104,2.3244999099297745,0,0,0
51,2.4668,2.7203,2.9835,2.640303004675691,0,0,0
52,2.5133,2.7971,3.0904,2.743274324185693,0,1,1
53,2.279,2.4559,2.6391,2.3348653600014804,0,0,0
54,2.2838,2.4913,2.7181,2.352344649015571,0,0,0
55,2.2788,2.4449,2.6153,2.330573543552473,0,1,1
56,2.0676,2.1546,2.2448,2.067306217203894,1,0,1
57,2.7,3.0468,3.4027,3.1570821982726747,1,0,1
58,2.2348,2.3909,2.5472,2.2730250301154165,1,0,1
59,2.3729,2.5954,2.8238,2.48312830157853,0,0,0
60,2.3504,2.5629,2.782,2.446043833003116,0,0,0
61,2.3513,2.553,2.7572,2.4414250991070623,0,0,0
62,2.2547,2.4281,2.6104,2.3024443127259917,0,0,0
63,1.9093,1.9199,1.9273,1.908071690136604,0,0,0
64,2.4839,2.7644,3.0765,2.6913718203774084,1,1,2
65,2.5483,2.8451,3.1608,2.814080600062804,0,1,1
66,2.3343,2.5605,2.8099,2.429653880692055,0,0,0
67,2.0072,2.0626,2.118,2.002686115533053,0,1,1
68,2.0284,2.0949,2.1608,2.0248804980429536,0,0,0
69,2.0964,2.1885,2.2798,2.099818257279254,0,1,1
70,2.2128,2.3886,2.5778,2.2498012144559985,2,1,3
71,2.4288,2.6898,2.9622,2.591932549687599,1,1,2
72,2.1763,2.308,2.441,2.1962749618391526,0,1,1
73,2.5681,2.8531,3.1464,2.828937379655252,0,1,1
74,2.2682,2.4615,2.6704,2.326335307236108,0,0,0
75,2.553,2.8459,3.1501,2.816488645986978,2,0,2
76,2.1858,2.3346,2.4868,2.2108410645144194,0,0,0
77,2.1267,2.2556,2.3911,2.1368354541116004,0,0,0
78,2.476,2.7753,3.0922,2.703243317792951,0,0,0
79,2.5152,2.7784,3.052,2.7212899808060547,1,1,2
80,2.312,2.5195,2.7374,2.391219531755694,1,1,2
81,2.3206,2.531,2.7515,2.404281911930336,0,0,0
82,2.3584,2.5668,2.7854,2.453645833086778,0,0,0
83,2.4796,2.7425,3.0114,2.6691846439088,0,1,1
84,2.7088,3.0743,3.458,3.2223056958771967,0,1,1
85,2.0426,2.1274,2.2148,2.039511783942068,0,0,0
86,2.4986,2.782,3.0763,2.720130927584305,1,0,1
87,2.1666,2.299,2.4349,2.1847073330685745,0,0,0
