config,dipole_l,dipole_m,dipole_h,muL
178,2.3043,2.5189,2.7508,2.383461891036487
188,2.5279,2.798,3.072,2.749059252243688
26,2.2548,2.4317,2.6135,2.304330257170937
30,2.212,2.3471,2.4848,2.2394015151306172
169,2.3624,2.5784,2.8013,2.4643706376776757
158,2.3022,2.4638,2.6261,2.3583663046818795
22,2.5213,2.7901,3.0704,2.736799270023193
15,2.5291,2.8081,3.0961,2.7613717999556058
37,2.1573,2.3002,2.4491,2.1750741093556196
47,2.0571,2.1464,2.2389,2.0555541189610684
7,2.3102,2.5015,2.6975,2.381598715858261
163,2.5394,2.839,3.1496,2.8045637502421723
173,1.8293,1.8285,1.8304,1.83003696435773
46,2.0237,2.121,2.2332,2.0180788737906976
148,2.6376,2.9662,3.3055,3.012317147309657
57,2.1145,2.2343,2.3614,2.1217514670276123
65,2.3527,2.5563,2.7621,2.4444598531077375
44,2.3194,2.5361,2.7592,2.406700395020824
12,2.3539,2.5634,2.7783,2.449104116365727
121,2.2094,2.37,2.5386,2.242087720819497
197,2.2293,2.413,2.6094,2.2731602540769846
40,2.2486,2.425,2.6093,2.295908393141959
60,2.3897,2.6152,2.8477,2.508086585484198
111,2.4136,2.6486,2.8907,2.548480319245164
155,2.1487,2.2779,2.4113,2.162973124676878
189,2.1493,2.2652,2.3845,2.1619854651093857
154,1.9503,1.9943,2.0397,1.94370410909068
139,1.9595,2.0146,2.0726,1.951865641242686
174,1.9644,2.0135,2.0635,1.957807695126422
106,2.4668,2.7326,3.0079,2.652848671334411
25,2.3513,2.5459,2.7433,2.4372163220952654
141,2.1431,2.2693,2.3982,2.1560679479936926
191,2.2502,2.4012,2.5532,2.290234740074049
76,2.347,2.5716,2.8088,2.4478931971301567
4,2.1535,2.2926,2.4355,2.170084856257699
198,2.5561,2.8237,3.0978,2.7875649663506206
107,2.6096,2.9256,3.2527,2.9430101531983555
115,2.0381,2.1436,2.2545,2.033562483926231
187,2.4459,2.7055,2.975,2.615871496693445
100,2.2859,2.4747,2.6709,2.348548653446663
42,2.2192,2.3617,2.5019,2.2503410526052656
144,2.0589,2.1427,2.2276,2.0576421325720142
