config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,1.8635,1.8702,1.8771,1.86184601876142,0,0,0
2,1.9672,2.0183,2.0717,1.96061233987585,0,0,0
3,1.8839,1.8995,1.9139,1.88066751268661,0,0,0
4,1.7808,1.7556,1.7309,1.78945585115089,0,0,0
5,1.8348,1.8298,1.8249,1.836230596233,0,0,0
6,1.8664,1.8751,1.8843,1.86431494293088,0,0,0
7,1.8592,1.8643,1.8695,1.85790888560711,1,0,1
8,1.8163,1.8046,1.793,1.81985624728706,0,0,0
9,1.8555,1.8588,1.8622,1.85465759631985,0,0,0
10,1.861,1.867,1.8733,1.85952164653554,0,0,0
11,1.8157,1.8032,1.7903,1.81960929018359,0,0,0
12,2.0582,2.1583,2.262,2.05659019225278,0,0,0
13,1.8503,1.8518,1.8532,1.84993103763717,0,0,0
14,1.9128,1.9391,1.9652,1.90769301284594,0,0,0
15,1.8766,1.8887,1.9008,1.87372974930205,0,0,0
16,1.8683,1.8764,1.8847,1.8663369493402,0,0,0
17,1.8808,1.8946,1.9085,1.87760541049638,0,0,0
18,2.1551,2.286,2.4204,2.17082739571316,0,0,0
19,1.9548,1.9974,2.0396,1.94864487493774,0,0,0
20,1.8257,1.8172,1.8087,1.82818381769672,0,0,0
21,1.8445,1.8438,1.8433,1.84472520160372,0,0,0
22,1.8609,1.8666,1.8724,1.85946566976748,0,0,0
23,1.865,1.8762,1.8898,1.86256851890335,0,0,0
24,1.8418,1.8397,1.8376,1.84237765291594,0,0,0
25,1.8555,1.8589,1.8622,1.85464480058897,0,0,0
26,1.8397,1.8369,1.8342,1.84049428572378,0,0,0
27,1.8565,1.8606,1.8647,1.85543686177275,0,0,0
28,1.8825,1.8972,1.9121,1.8791373885938,0,0,0
29,1.8559,1.8618,1.8683,1.85446166864794,0,0,0
30,1.9067,1.9319,1.9579,1.90167054324204,0,0,0
31,1.8693,1.8785,1.8877,1.86704337312026,0,0,0
32,1.8776,1.89,1.9025,1.87468751715719,0,0,0
33,1.8725,1.8828,1.8931,1.87001046575899,0,0,0
34,1.8749,1.8861,1.8975,1.87225287473417,0,0,0
35,1.9743,2.0238,2.0726,1.96837549759579,0,0,0
36,1.7877,1.766,1.7457,1.79521461403069,0,0,0
37,1.8703,1.8797,1.8891,1.86800523488326,0,0,0
38,1.9025,1.925,1.9475,1.89781725987571,0,0,0
39,1.8889,1.9057,1.9226,1.88516043396463,0,0,0
40,2.0022,2.1,2.2022,1.99335199656018,0,0,0
41,1.8633,1.8702,1.877,1.86159135994522,0,0,0
42,1.9018,1.9241,1.9465,1.89715364135751,0,0,0
43,1.8367,1.8326,1.8286,1.83786808732866,0,0,0
44,1.8277,1.8202,1.8129,1.82991336858035,0,0,0
