config,dipole_l,dipole_m,dipole_h,muL
178,2.2125,2.3621,2.5139,2.243664521863858
188,2.0471,2.1286,2.2118,2.0446131305369972
26,2.5481,2.8475,3.1608,2.8178228857915495
30,2.4312,2.69,2.9563,2.594071965707848
169,2.2122,2.3454,2.4777,2.239498080645811
158,2.4091,2.6616,2.9293,2.5551424847166926
22,2.4684,2.7218,2.9822,2.6429325853028494
15,2.3266,2.5144,2.708,2.400920055290115
37,2.2682,2.4513,2.6394,2.323741597159958
47,2.1111,2.234,2.3616,2.118085661746697
7,2.6854,2.9922,3.2995,3.0476002928482595
163,2.1058,2.216,2.3287,2.1112039793077555
173,2.2298,2.3916,2.5571,2.2681510566808103
46,2.3967,2.6144,2.8299,2.5128695571161144
148,2.1186,2.2468,2.3808,2.127253820900684
57,2.1989,2.3448,2.4977,2.2257873959170675
65,2.5442,2.8253,3.1129,2.7872548141291267
44,2.3334,2.518,2.6997,2.408780132043856
12,2.421,2.6373,2.8539,2.5449982069416874
121,2.1502,2.2646,2.3782,2.163133804440884
197,2.269,2.4551,2.6505,2.325364830411831
40,2.346,2.5497,2.7616,2.4346553152941985
60,2.1522,2.2536,2.3547,2.1636864082458738
111,2.4171,2.6335,2.8575,2.538581827551487
155,2.4161,2.641,2.8715,2.5441510806989904
189,2.1746,2.3353,2.5073,2.1988301330400932
154,2.3329,2.53,2.7326,2.4140999135618424
139,1.9056,1.9016,1.8936,1.9074456317795723
174,2.0066,2.0637,2.1205,2.0019598774886145
106,2.4709,2.7192,2.9727,2.641736794471228
25,2.2185,2.3577,2.4985,2.248314043681598
141,2.1732,2.3083,2.4472,2.193002812437307
191,2.1739,2.3526,2.552,2.2006972551742967
76,2.2072,2.3533,2.5019,2.236316359614164
4,2.1299,2.2408,2.3577,2.1388751953035507
198,1.7051,1.643,1.5871,1.7322242969494568
107,2.7071,3.0557,3.4246,3.178129030898945
115,2.1918,2.3398,2.4931,2.2178005148452096
187,2.2824,2.4667,2.6577,2.3422121616561156
100,2.45,2.7298,3.0285,2.640792403841525
42,2.4185,2.6493,2.8836,2.552520944906004
144,2.6247,2.9306,3.2462,2.9500829680606127
85,2.3388,2.555,2.7762,2.43289221957323
195,2.0688,2.1555,2.2419,2.0686976791339857
58,2.3042,2.4884,2.6774,2.370443618194337
200,2.587,2.8933,3.219,2.8902671023064967
88,2.4232,2.6605,2.9094,2.5630540470930003
116,2.4172,2.6621,2.9152,2.561537563158651
184,2.369,2.5767,2.788,2.4684548610895276
165,2.2197,2.378,2.5409,2.2545531307988522
159,2.1516,2.2825,2.4159,2.1667392388718274
175,1.9513,1.9978,2.0472,1.944497079479383
110,2.485,2.736,2.9939,2.6644387097389273
117,2.3944,2.5992,2.8094,2.500049397328607
69,2.4831,2.7429,3.0096,2.6708903863292135
152,2.2523,2.4142,2.5795,2.2961481017496674
92,2.4516,2.7171,2.9914,2.630204443362366
33,2.3317,2.5365,2.7446,2.417108393195737
72,2.3625,2.5551,2.7473,2.4510728297952897
91,1.9905,2.055,2.1203,1.9838212842524408
133,2.0882,2.187,2.2883,2.0906105304068467
96,2.4248,2.6444,2.8681,2.5521162238498807
164,2.4919,2.7348,2.9911,2.6650478245120017
135,2.0812,2.178,2.2767,2.0826460869985293
112,1.981,2.0473,2.1199,1.9736857776353929
49,2.4213,2.663,2.9108,2.565007144641148
77,2.3416,2.5278,2.714,2.420344432603893
64,2.4992,2.7744,3.0664,2.710562154548029
146,2.24,2.4124,2.5938,2.2835718713139834
104,2.2022,2.3467,2.4918,2.2300567200361994
134,2.5775,2.8741,3.1833,2.860210857955477
27,2.4419,2.7016,2.9751,2.6094773111045226
73,2.5015,2.7783,3.0713,2.7159989524566406
28,2.1615,2.2882,2.4177,2.1778143775086165
78,2.3164,2.5067,2.7025,2.3890308574985304
105,2.1421,2.2796,2.4247,2.1560017776334006
29,2.4939,2.7457,3.0017,2.67846879578327
101,2.2063,2.3455,2.4846,2.2338193025863013
102,2.1068,2.2272,2.3488,2.113000249524838
38,2.0836,2.1785,2.2742,2.0853321831969382
186,2.3396,2.5654,2.8014,2.4388882490236417
1,2.2261,2.3791,2.5343,2.261204800687563
143,2.2167,2.3663,2.5178,2.248816793253614
177,2.179,2.328,2.4855,2.2021882168758466
123,2.2783,2.4428,2.6101,2.329524260348201
132,2.3147,2.5144,2.7189,2.391667747819495
68,2.1689,2.3275,2.501,2.1911436680847816
130,2.1197,2.2336,2.348,2.1275831051893164
182,2.2391,2.3946,2.557,2.2773640725126905
161,2.19,2.3405,2.4982,2.2159816047170677
181,2.3666,2.6087,2.8619,2.4871205392036035
56,2.4316,2.6835,2.9461,2.587823174378284
3,2.1594,2.2998,2.4499,2.176965008523319
74,2.428,2.6732,2.9287,2.5768016229026767
151,2.2671,2.4588,2.6573,2.3254848768787313
128,2.3434,2.5395,2.7379,2.427819140951576
118,2.1664,2.3164,2.4713,2.1873277298335743
125,2.4981,2.7727,3.0582,2.708987232089105
153,2.3741,2.5929,2.8168,2.48238721705772
79,2.2924,2.4692,2.6525,2.3518060394633986
67,2.3396,2.5272,2.7158,2.418366562443871
89,2.4762,2.7647,3.0639,2.6917727479005578
80,2.1603,2.274,2.3857,2.1748875265483307
142,2.1578,2.2863,2.4171,2.173750197999989
31,2.2455,2.4136,2.5856,2.289685727109054
129,2.3653,2.5897,2.8225,2.473575233421444
93,1.9684,2.0175,2.0673,1.9620410375120507
6,2.5366,2.8318,3.1451,2.7934514778041923
