config,dipole_l,dipole_m,dipole_h,muL
100,2.4775,2.7398,3.0101,2.665170359624758
101,2.2654,2.4451,2.6361,2.3180007505311293
102,2.4827,2.7489,3.0359,2.6751395602001122
103,2.4969,2.7869,3.091,2.7251093315992416
104,2.3505,2.5601,2.773,2.444963042075661
105,2.2902,2.469,2.6512,2.350312733191834
106,2.5834,2.8666,3.1494,2.8499816716875035
107,2.5639,2.8703,3.1954,2.8531388791268846
108,2.1898,2.3257,2.4608,2.2133680065707715
109,2.3841,2.5879,2.7961,2.485862664344173
10,2.57,2.8415,3.1196,2.813381044610409
110,2.5055,2.7735,3.0479,2.7129990536986526
111,2.3698,2.5841,2.8066,2.473041606504815
112,2.5537,2.8378,3.1307,2.8055799676328177
113,2.5972,2.9179,3.2494,2.9307007847198494
114,2.2176,2.3689,2.528,2.2497529766459166
115,2.6815,3.0163,3.3625,3.099337020357631
116,2.391,2.6064,2.8249,2.5032802155635374
117,2.46,2.7163,2.9835,2.633035042425254
118,2.623,2.9234,3.2271,2.9378666998486946
119,2.5095,2.8059,3.1175,2.7527191322028806
11,2.2407,2.4101,2.585,2.2839000794925237
120,2.3777,2.5958,2.8279,2.4852910734164952
121,2.1975,2.3495,2.516,2.224782598992616
122,2.3832,2.6198,2.8674,2.5065066044209994
123,2.4675,2.7398,3.0206,2.6608876028792654
124,2.7276,3.0572,3.3979,3.166275771227025
125,2.1605,2.297,2.4375,2.1780608311832403
126,2.1117,2.2153,2.3197,2.11761634286382
127,2.4306,2.6663,2.909,2.5728534911628813
128,2.23,2.379,2.5292,2.2649416180669792
129,2.3335,2.5338,2.7367,2.4171080348608194
12,2.4131,2.6305,2.8507,2.534723319232307
130,2.286,2.4613,2.6397,2.343530595930014
131,2.3807,2.6015,2.8303,2.4922508432728674
132,2.1747,2.3076,2.4442,2.1944057056617754
133,2.3273,2.5215,2.7227,2.4049817672952205
134,2.4246,2.6657,2.9133,2.569093483912429
135,2.4128,2.6466,2.886,2.546653338006223
136,2.2142,2.3651,2.5202,2.2458699567889044
137,2.2117,2.362,2.5129,2.243028369914578
138,2.2925,2.4617,2.64,2.3483239486302234
139,2.5093,2.7907,3.0857,2.7337147408069256
13,2.5095,2.7917,3.0854,2.7352540021823093
140,2.2108,2.3542,2.4981,2.240208248663836
141,2.4456,2.6936,2.9516,2.6044841626156674
142,2.0852,2.1823,2.2823,2.0871655070327653
143,2.1432,2.259,2.3744,2.155129346594392
144,2.3838,2.6015,2.8208,2.495397749439456
145,2.6562,3.0104,3.3755,3.097090614736146
146,2.5253,2.784,3.0429,2.7320800996047847
147,2.4186,2.6367,2.852,2.542739970154073
148,2.8112,3.2249,3.661,3.5850223153663157
149,2.2822,2.4698,2.667,2.3429399248430642
14,2.3309,2.536,2.7498,2.4153404327585717
150,2.3042,2.4936,2.694,2.3719560238360446
151,2.4752,2.7288,2.9962,2.6519314028800656
152,2.4514,2.7236,3.0104,2.635737398147603
153,2.4757,2.7321,2.9946,2.6566809563765297
154,2.6241,2.9565,3.3028,2.997138384455976
155,2.2348,2.4031,2.5815,2.2756171721943295
156,2.5404,2.8123,3.0848,2.7702379889989
157,2.1612,2.2877,2.4187,2.1773172937879415
158,2.3698,2.587,2.8124,2.474953950408889
159,2.4968,2.7554,3.0184,2.689942722393052
15,2.2877,2.4821,2.6857,2.3530880949140016
160,2.2917,2.4809,2.6729,2.3569001283782733
161,2.6271,2.9235,3.2273,2.9378844806149176
162,2.6127,2.9486,3.2993,2.9844173428819065
163,2.2068,2.355,2.5072,2.23619610561727
164,2.8166,3.2151,3.6342,3.53614933780527
165,2.3689,2.582,2.8019,2.471279319019469
166,2.2413,2.4182,2.6064,2.2864082953458844
167,2.5561,2.8419,3.1379,2.811487781948887
168,2.4278,2.6781,2.9408,2.580639238354664
