config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.4848,2.7381,2.9966,2.666781454299878,2,0,2
2,2.429,2.6553,2.885,2.563384647675768,1,1,2
3,2.4357,2.6747,2.9227,2.5825202559830527,0,0,0
4,2.5923,2.8776,3.1752,2.866416288389934,2,1,3
5,2.7453,3.1126,3.5007,3.2968251570388776,1,1,2
6,2.6914,3.0272,3.3751,3.118616387304206,2,0,2
7,2.388,2.6402,2.9056,2.524851167515489,1,1,2
8,2.5892,2.915,3.2487,2.926113331456786,1,1,2
9,2.5711,2.8639,3.1625,2.844857383511792,2,0,2
10,2.6773,3.0277,3.4002,3.1295311565420056,0,0,0
11,2.8982,3.3429,3.8225,3.970792367098949,0,1,1
12,2.3826,2.597,2.8199,2.4903280094638105,1,1,2
13,2.5783,2.8719,3.1806,2.856888402089496,0,1,1
14,2.1826,2.3236,2.467,2.2054784224097106,1,0,1
15,2.5055,2.7755,3.0634,2.7138287325003128,0,1,1
16,2.5024,2.7791,3.0649,2.718158560376204,1,1,2
17,2.3922,2.6107,2.833,2.506995044272358,0,0,0
18,2.572,2.8764,3.1962,2.863225192597864,1,1,2
19,2.3819,2.5905,2.8021,2.486376937157372,2,0,2
20,2.5253,2.8211,3.1308,2.776890796620364,1,0,1
21,2.475,2.7139,2.9535,2.6390553068467653,0,0,0
22,2.5222,2.8049,3.0994,2.7552474800057447,0,1,1
23,2.4495,2.6989,2.9563,2.611700257303374,0,1,1
24,2.5336,2.8064,3.0875,2.7604318985626763,1,1,2
25,2.3889,2.6315,2.8851,2.519048539841488,0,1,1
26,2.4777,2.7178,2.9624,2.643449982377,1,1,2
27,2.4596,2.7036,2.9544,2.621222967935368,0,1,1
28,2.5824,2.8718,3.171,2.8572530794678275,2,1,3
29,2.4611,2.7192,2.9872,2.6365801308462418,1,1,2
30,2.6592,2.9946,3.3406,3.06233215274912,1,1,2
31,2.2056,2.343,2.4793,2.232635785861164,1,1,2
