config,dipole_l,dipole_m,dipole_h,muL
178,2.4308,2.6845,2.9524,2.587700528954147
188,2.143,2.2728,2.4098,2.1561438727185025
26,2.4907,2.7418,3.0015,2.6725019840929938
30,1.8728,1.8739,1.8719,1.8734235779123694
169,2.1553,2.2849,2.4196,2.170775984283793
158,2.4672,2.7481,3.0419,2.6690798316776605
22,2.5669,2.9107,3.2763,2.9200670479817763
15,2.8456,3.2488,3.6644,3.600446176943153
37,2.2728,2.4483,2.6298,2.3264857045219474
47,2.2904,2.4525,2.6172,2.3436516875052766
7,2.4654,2.7363,3.0211,2.6554331413037353
163,2.0719,2.1689,2.2718,2.072123608137613
173,2.2561,2.4258,2.5973,2.303800077568514
46,2.2852,2.4381,2.5935,2.333567438740861
148,2.6716,2.9937,3.3242,3.056045189911824
57,2.4287,2.6689,2.9193,2.5734888239317972
65,2.4829,2.7689,3.0659,2.699136093585853
44,2.7467,3.1011,3.468,3.2597529795348836
12,2.1931,2.3452,2.5036,2.220191688914745
121,2.6178,2.9397,3.2756,2.9671137159629413
197,2.5702,2.8582,3.1552,2.8363833015151667
40,2.5137,2.7902,3.0738,2.735208058402263
60,2.6248,2.9367,3.261,2.9607620516587394
111,2.2936,2.4733,2.6586,2.3547234111268143
155,2.4787,2.7445,3.0231,2.6699508310287134
189,2.3162,2.5139,2.7183,2.3923209211457928
154,2.4641,2.7157,2.9758,2.634714962493641
139,2.5322,2.8325,3.1449,2.7940628077999774
174,2.4958,2.7648,3.0419,2.699510606400882
106,2.4233,2.6634,2.9076,2.5668171597915483
25,2.3298,2.5231,2.7243,2.407623859805179
141,2.4294,2.6939,2.9694,2.5961340192617097
191,2.5479,2.839,3.1408,2.806081192131992
76,2.3756,2.5879,2.8093,2.4793806487841876
4,2.7806,3.1714,3.585,3.438853187420932
198,2.1888,2.3412,2.4999,2.2150039860308843
107,2.3635,2.5819,2.8104,2.46687358665695
115,2.5554,2.8362,3.1228,2.8039363724290007
187,2.482,2.7366,3.0033,2.66307056765379
100,2.4541,2.6997,2.9551,2.6144244294164176
42,2.2345,2.3937,2.5571,2.2731357012536755
144,2.4879,2.7485,3.017,2.678621091870068
85,2.4278,2.6624,2.9038,2.5680424031778744
195,2.5629,2.8654,3.1846,2.845730338167967
58,2.59,2.8832,3.1827,2.8748341777986592
200,2.7949,3.1941,3.6201,3.5021513438061525
88,2.399,2.6399,2.8916,2.532039621540304
116,2.3426,2.5449,2.7521,2.429881044328233
184,2.2699,2.436,2.6044,2.319717275391711
165,2.3315,2.5361,2.746,2.4164086185178917
159,2.6677,3.0025,3.3549,3.0771641524807323
175,2.5536,2.8451,3.1483,2.8154305720362025
110,2.1987,2.3288,2.4586,2.222687305546962
117,2.245,2.4171,2.5949,2.2901708864415817
69,2.3485,2.5726,2.807,2.450026655287065
152,2.3226,2.5313,2.7488,2.4062452385334008
92,2.4583,2.7317,3.0214,2.647050502213127
33,2.4193,2.6616,2.914,2.5620018720913094
72,2.5669,2.8598,3.1574,2.8385307545724
91,2.5659,2.8463,3.1327,2.8193278033791302
133,2.3895,2.6134,2.8399,2.507403925860661
96,2.3956,2.6097,2.8254,2.5088199523209247
164,2.1941,2.3371,2.4851,2.2195255372890146
135,2.7872,3.1871,3.6091,3.482642429124358
112,2.6098,2.9178,3.235,2.9296867099643444
49,2.3622,2.5631,2.768,2.4550944253597233
77,2.3278,2.538,2.7546,2.4144105115854173
64,2.2797,2.4579,2.6425,2.336270501998298
146,2.5218,2.8017,3.0876,2.751757146394843
104,2.4758,2.7405,3.0152,2.6649081835848167
134,2.512,2.7909,3.0772,2.7355166680845713
27,2.5271,2.8251,3.1455,2.7818809543068794
73,2.4198,2.6636,2.9229,2.563053018640681
28,2.435,2.6771,2.9304,2.583878083653044
78,2.4161,2.6447,2.877,2.547399358020904
105,2.535,2.8109,3.0945,2.7664977915599396
29,2.2935,2.4805,2.6757,2.3574505678205186
101,2.2677,2.4268,2.5853,2.3146964710382485
102,2.5162,2.7688,3.0243,2.7116279821509868
38,2.2824,2.4553,2.6319,2.3379007629387107
186,2.4961,2.7523,3.0157,2.6859339217168534
1,2.4611,2.7143,2.9779,2.6316580903340117
143,2.2589,2.4168,2.5794,2.3027845176657493
177,2.503,2.8113,3.1344,2.7580872012429505
123,2.4663,2.7173,2.9723,2.637989521519025
132,2.6376,2.9503,3.2724,2.982751415199618
68,2.391,2.6036,2.8259,2.5002010945599777
130,2.335,2.5412,2.7569,2.421273834471154
182,2.5343,2.8229,3.1229,2.7815480551658647
161,2.3953,2.6413,2.8971,2.5309973327968684
181,2.4756,2.7124,2.9558,2.6369823760953115
56,2.611,2.8921,3.1786,2.8889108701018644
3,2.6707,3.0055,3.3541,3.081448287540091
74,2.3122,2.527,2.7537,2.395062785309732
151,2.4723,2.7393,3.017,2.662064426592018
128,2.5919,2.902,3.2196,2.9043092861213213
118,2.6839,3.039,3.4127,3.151193973596995
125,2.268,2.4463,2.6306,2.321482082528996
153,2.4182,2.6539,2.9,2.5549223882559473
79,2.5691,2.8738,3.1924,2.859089442316495
67,2.3417,2.5477,2.7626,2.4301682425524955
89,2.4158,2.6481,2.887,2.549455990183296
80,2.3481,2.5607,2.7826,2.442562718741813
142,2.4015,2.6418,2.8907,2.5354754819340584
31,2.4679,2.7371,3.0163,2.65796521333569
129,2.4674,2.7277,2.9957,2.6483405175336774
93,2.6265,2.9708,3.3426,3.026675923172448
6,2.3931,2.6073,2.8302,2.5043243990493522
113,2.647,2.9995,3.3734,3.0795471112057813
20,2.4454,2.7141,3.0044,2.6221024661904133
172,2.3485,2.5886,2.8443,2.4594284056211344
140,2.6738,3.0291,3.4022,3.1331412092577264
99,2.0613,2.1544,2.257,2.0602431350468127
62,2.6526,2.9851,3.3343,3.0463367994232273
83,2.393,2.6035,2.818,2.5023746709496604
19,2.5896,2.8994,3.2209,2.9001287881059943
59,2.3655,2.6285,2.9001,2.5013914695720496
54,2.493,2.7615,3.0393,2.6946218649365647
149,2.3319,2.5425,2.763,2.4195551762829646
103,2.3663,2.5985,2.8443,2.479341872611416
126,2.4218,2.6874,2.9666,2.5854972698421723
39,2.3104,2.4949,2.6832,2.3787032919832742
50,2.275,2.4736,2.6826,2.338132790482615
120,2.5657,2.8503,3.1444,2.8246207615622128
114,2.3919,2.6025,2.8209,2.5003331740899593
17,2.3914,2.6406,2.9011,2.5276976572507133
21,2.4092,2.6571,2.9171,2.551971126854797
10,2.2111,2.3505,2.4903,2.239591160679869
196,2.5938,2.9103,3.2402,2.9180415324031963
176,2.5031,2.7845,3.076,2.7246959167513216
156,2.7727,3.1403,3.5187,3.341544313550959
23,2.5706,2.8703,3.1864,2.853812600377739
160,2.5072,2.8144,3.1377,2.7632191759784512
90,2.3812,2.6142,2.8626,2.5003168067030384
171,2.4817,2.7299,2.98,2.6575751136739223
43,2.1002,2.1908,2.2857,2.103797046626667
41,2.4786,2.743,3.0136,2.6692805291199364
124,2.2083,2.3624,2.5238,2.239158091929779
183,2.3275,2.5176,2.7103,2.403777763742789
45,2.4908,2.7609,3.044,2.6926267587648978
190,2.6238,2.9418,3.2723,2.969926762440679
157,2.28,2.4375,2.5962,2.3291286401605915
137,2.3093,2.4994,2.693,2.3800285306016247
2,2.4375,2.6804,2.9431,2.586696773298221
66,2.3097,2.5042,2.705,2.3822720835074653
98,2.4286,2.6555,2.886,2.5632927211864436
108,2.5579,2.8507,3.1551,2.823974816416369
168,2.4932,2.7456,3.0019,2.6781374499118282
162,2.2423,2.4064,2.5754,2.284260333865962
185,2.3191,2.5338,2.7627,2.4039339201575394
179,2.304,2.4853,2.6713,2.3688574881058897
24,2.5472,2.8179,3.0943,2.7783674415804076
122,2.1727,2.3187,2.4694,2.194286878171142
61,2.7653,3.152,3.5518,3.385850641190321
194,2.4904,2.7348,2.9817,2.666013653560062
193,2.4825,2.7376,2.9985,2.665241034088378
136,2.5526,2.8488,3.1592,2.820337247062261
82,2.5205,2.7814,3.0491,2.7268483414862654
75,2.2468,2.4163,2.5908,2.29164878939508
48,2.5391,2.8255,3.12,2.786327842202998
14,2.1179,2.2305,2.3466,2.1252882718198904
51,2.656,2.9847,3.322,3.043092344768529
147,2.4178,2.6519,2.8898,2.554175062135551
16,2.6545,3.0009,3.3734,3.0807841835858176
8,2.403,2.6088,2.8133,2.5129072825428524
81,2.346,2.5655,2.7914,2.4444150183748996
52,2.4402,2.6787,2.9201,2.5894208658419493
166,2.2771,2.4486,2.6233,2.3307207541637194
138,2.37,2.5773,2.7921,2.4688826973035765
5,2.5595,2.8539,3.1618,2.828646048625692
119,2.5909,2.8754,3.1668,2.863245003389529
13,2.2423,2.4139,2.5959,2.2860346991225735
180,2.5079,2.7747,3.0538,2.714418349944236
97,2.3298,2.5407,2.7628,2.4166988124897064
170,2.6297,2.936,3.2475,2.9585027643184216
109,2.3898,2.6377,2.8953,2.5246684833576327
18,2.4894,2.7395,2.9923,2.6704331057001727
9,2.2428,2.3977,2.5602,2.2816380798632663
86,2.2706,2.4293,2.5882,2.31809784310374
55,2.3249,2.5262,2.7302,2.4062874973285013
34,2.5627,2.8575,3.1702,2.833996414407639
199,2.7789,3.1532,3.5402,3.374015053729647
63,2.5104,2.7836,3.0661,2.7260225063481034
87,2.2364,2.3897,2.5473,2.273680299720328
36,2.2932,2.4758,2.6624,2.35571932258444
11,2.2532,2.4627,2.6844,2.31350074175805
127,2.3014,2.509,2.73,2.376687381762958
95,2.6125,2.9487,3.3047,2.9851395895805766
70,2.495,2.7622,3.0382,2.6962020191419565
94,2.5877,2.8914,3.2053,2.8873473985582474
150,2.4333,2.6548,2.8807,2.5651886046678336
32,2.2739,2.4775,2.6938,2.3384847580698156
192,2.7484,3.1119,3.494,3.2906781369125704
131,2.4858,2.768,3.0686,2.698122862848036
145,2.4715,2.7366,3.0114,2.6590287929501986
35,2.4784,2.7367,3.0062,2.66181654942033
71,2.5161,2.7925,3.0759,2.738715430935681
167,2.4269,2.6543,2.8909,2.560425728159072
84,2.7004,3.044,3.4,3.1516307985146086
53,2.2498,2.4078,2.5679,2.2919056926639825
