config,dipole_l,dipole_m,dipole_h,muL
100,2.4483,2.7001,2.9606,2.6121184918139084
101,2.2928,2.5028,2.7274,2.366201947353739
102,2.5662,2.8535,3.1509,2.829151237508555
103,2.2187,2.3783,2.542,2.2537279967088177
104,2.6359,2.9813,3.3427,3.0435878965771885
105,2.4824,2.767,3.0612,2.6969387005556418
106,2.5602,2.8503,3.1549,2.823544809812924
107,2.2914,2.5078,2.7367,2.3677263698098066
108,2.4385,2.7015,2.9742,2.6083237858280746
109,2.5827,2.87,3.1684,2.8545844479759324
10,2.345,2.5606,2.7855,2.4401974586390254
110,2.3064,2.4964,2.694,2.3756001714451105
111,2.387,2.6045,2.8251,2.4993445998807853
112,2.5938,2.898,3.2139,2.897870118839081
113,2.3361,2.5566,2.7846,2.4313613910809786
114,2.3776,2.5835,2.7949,2.47843184578055
115,2.5483,2.8538,3.1699,2.8271742284181816
116,2.364,2.5867,2.8171,2.470784216543745
117,2.5135,2.7887,3.073,2.733097406877714
118,2.3189,2.5209,2.7413,2.3962531282665704
119,2.4474,2.6762,2.9105,2.590545956313885
11,2.5314,2.8204,3.1185,2.7778125154714073
120,2.4676,2.6949,2.927,2.617232826364305
121,2.2569,2.4421,2.6423,2.3087173805259904
122,2.9221,3.3698,3.8461,4.024857061495341
123,2.428,2.6761,2.9371,2.5788994887888546
124,2.7544,3.1325,3.5296,3.3438378458870335
125,2.5303,2.8219,3.1275,2.779086194196354
126,2.2752,2.4651,2.6645,2.334875450057443
127,2.5779,2.8868,3.2099,2.8797601276144866
128,2.2841,2.4609,2.6451,2.3411445430200892
129,2.3373,2.5482,2.7695,2.4268794342120246
12,2.2922,2.4895,2.6956,2.360339979279985
130,2.2889,2.4725,2.6615,2.350441200483385
131,2.466,2.745,3.0343,2.6655753750762967
132,2.4734,2.7277,2.9876,2.6512785772688168
133,2.3158,2.4895,2.6663,2.380546681678771
134,2.5667,2.8718,3.1905,2.855865597592334
135,2.2949,2.4989,2.7109,2.3671461686729325
136,2.6744,3.016,3.3692,3.101731594961786
137,2.4142,2.6634,2.923,2.5605148724116282
138,2.5085,2.778,3.0614,2.718243984866824
139,2.7905,3.161,3.5429,3.3833668882470715
13,2.3349,2.5326,2.7322,2.4176278676485317
140,2.3655,2.5856,2.8182,2.4702977397638954
141,2.5809,2.8966,3.2203,2.895583162805336
142,2.4916,2.7263,2.963,2.6580120982342494
143,2.2394,2.4038,2.5782,2.280143917410415
144,2.2545,2.4363,2.63,2.3048098996166155
145,2.3075,2.5193,2.7477,2.3864391693656293
146,2.6886,3.0089,3.3366,3.0803386259551075
147,2.3591,2.5621,2.7665,2.452709532643296
148,2.2831,2.4735,2.6714,2.3456023828086283
149,2.4686,2.7388,3.0195,2.6599895561160465
14,2.3952,2.6238,2.863,2.517334744080764
150,2.281,2.468,2.6613,2.3416076283098315
151,2.4036,2.6436,2.8957,2.537591304451168
152,2.4755,2.7327,3.0003,2.6565680320590928
153,2.5788,2.8911,3.2127,2.8866880770614305
154,2.4849,2.7362,3.0022,2.663464365262814
155,2.4606,2.7067,2.9596,2.6246410591842064
156,2.4733,2.7505,3.038,2.6746412790501153
157,2.3334,2.5497,2.7751,2.4249670513238835
158,2.372,2.5816,2.7955,2.473577656943527
159,2.4215,2.6697,2.9282,2.5701278377006735
15,2.4749,2.7559,3.051,2.680731840320071
160,2.185,2.3151,2.4481,2.2061709332300623
161,2.5441,2.8374,3.1452,2.802900302729224
162,2.334,2.5253,2.7235,2.4121782644833396
163,2.2911,2.4694,2.6498,2.3514289748698065
164,2.4241,2.6493,2.878,2.5557336995238806
165,2.1512,2.278,2.4083,2.165643490369749
166,2.5383,2.8171,3.1033,2.775220331348543
167,2.4994,2.7728,3.0593,2.709258136750872
168,2.4804,2.739,3.0037,2.665802100868677
169,2.4153,2.6602,2.9174,2.558130765082225
16,2.4616,2.7051,2.9583,2.6231327539143305
170,2.5884,2.9016,3.2259,2.9037176293586313
171,2.3099,2.4913,2.6745,2.376883900474068
172,2.1587,2.2853,2.4177,2.1743041986231693
173,2.5438,2.8501,3.1681,2.8210685501615638
174,2.591,2.9038,3.2306,2.9073142170849464
175,2.1004,2.1919,2.2833,2.1041736369803004
176,2.6555,2.9944,3.3421,3.062812082283806
177,2.2877,2.4737,2.6674,2.3496107865206284
178,2.3798,2.5719,2.7654,2.47310431293354
179,2.3674,2.5899,2.8222,2.474941659220486
17,2.6744,2.9979,3.3327,3.0640404792933533
180,2.5525,2.8499,3.1578,2.8221380845627126
181,2.2069,2.3762,2.5534,2.241229228286902
182,2.4354,2.7,2.9789,2.6045128825276844
183,2.3734,2.593,2.8197,2.4816363809796798
184,2.0437,2.1234,2.2039,2.0408987520211803
185,2.4512,2.7061,2.9716,2.61894913243539
186,2.2312,2.4001,2.5767,2.27157499153358
187,2.3669,2.5803,2.7978,2.469235193327272
188,2.6796,3.027,3.3923,3.1254711311937298
189,2.2759,2.4311,2.592,2.3226131150333766
18,2.4718,2.7344,3.0035,2.657341830362142
190,2.3863,2.6178,2.8516,2.5085845679156966
191,2.2975,2.4821,2.6723,2.3618997759422276
192,2.3518,2.5914,2.8409,2.464737923348442
193,2.6192,2.9266,3.2451,2.943870864375258
194,2.551,2.8356,3.1321,2.8018767009654604
195,2.3531,2.5665,2.7872,2.4501126247500427
196,2.1808,2.3199,2.4612,2.202960964676137
197,2.3075,2.484,2.6571,2.3717271265332034
198,2.2672,2.4276,2.5859,2.3145880272075274
199,2.4963,2.7612,3.0365,2.6953356347329698
19,2.3111,2.5011,2.6959,2.382116465783312
1,2.4563,2.7094,2.9703,2.625040510322208
200,2.3703,2.5971,2.8307,2.482346075088802
20,2.432,2.6662,2.9023,2.5743845406888055
21,2.4287,2.6623,2.8997,2.568960054297879
22,2.3561,2.5818,2.8176,2.4615108557356677
23,2.4671,2.7403,3.0287,2.660222748393959
24,2.4907,2.7625,3.0458,2.6945989260572185
25,2.7038,3.0372,3.3792,3.1335003374348442
26,2.5216,2.8006,3.0853,2.750366546381851
27,2.5598,2.8469,3.142,2.8191360811234403
28,2.4013,2.6157,2.8402,2.5153008081783725
29,2.577,2.8789,3.1911,2.8675270814637788
2,2.3484,2.5548,2.7685,2.439579663386505
