config,dipole_l,dipole_m,dipole_h,muL
100,2.3062,2.5077,2.7175,2.380825488250611
101,2.37,2.5765,2.7903,2.468402868837531
102,2.506,2.7571,3.0162,2.694619920008493
103,2.6435,2.9996,3.3774,3.081231718336993
104,2.5977,2.9109,3.2384,2.9189098487765275
105,2.5708,2.883,3.2086,2.8734789639914915
106,2.5442,2.8427,3.1603,2.8099849299893167
107,2.3952,2.6258,2.8636,2.5194179715477594
108,2.3436,2.552,2.7711,2.4338020879769307
109,2.5082,2.7646,3.0262,2.703994372148089
10,2.3295,2.5354,2.7516,2.4136644720125604
110,2.6257,2.955,3.2983,2.9939897178970236
111,2.5334,2.8295,3.1386,2.790102267711821
112,2.5156,2.7785,3.0526,2.721432758791616
113,2.6882,3.0093,3.3377,3.08126709128667
114,2.5467,2.8262,3.1207,2.78820203316446
115,2.3143,2.4811,2.6488,2.375753128403208
116,2.4998,2.7724,3.0521,2.7097232622205625
117,2.3236,2.5346,2.765,2.4071222596345003
118,2.6212,2.9336,3.2503,2.9552902041493874
119,2.4513,2.6891,2.9324,2.603968879215107
11,2.4908,2.7349,2.9824,2.6661461552263988
120,2.6386,2.9685,3.3078,3.0163169687767075
121,2.4175,2.6607,2.9126,2.5604471193034946
122,2.5429,2.811,3.0867,2.768499641135704
123,2.3409,2.5198,2.6973,2.4154388612761895
124,2.8095,3.1952,3.5964,3.47112395300422
125,2.5072,2.7747,3.0505,2.7147002033185528
126,2.3582,2.5862,2.8264,2.465545616081365
127,2.5376,2.8257,3.1223,2.786245971341582
128,2.5131,2.8015,3.0993,2.748746822308583
129,2.5417,2.8191,3.1006,2.778863950660028
12,2.5107,2.7797,3.0554,2.721842234686782
130,2.3875,2.6189,2.8606,2.5087935785935467
131,2.4984,2.7695,3.0503,2.7055599631810927
132,2.4685,2.7316,3.0125,2.651277266244748
133,2.3589,2.5735,2.7991,2.458059565754023
134,2.448,2.6941,2.9473,2.6066306751152313
135,2.4785,2.7332,2.9959,2.658708208051868
136,2.4128,2.6608,2.9189,2.557548932006992
137,2.4911,2.7496,3.0139,2.681333998945058
138,2.4283,2.665,2.9078,2.570630837034326
139,2.431,2.6756,2.9311,2.5804449278516595
13,2.5167,2.7885,3.0734,2.7333353229029123
140,2.6062,2.9458,3.3033,2.980540119134807
141,2.4569,2.6991,2.9494,2.6154963208711397
142,2.4792,2.7146,2.9522,2.6413401137063346
143,2.4366,2.6781,2.9323,2.585365901040418
144,2.4448,2.7188,3.009,2.627408729046381
145,2.4858,2.7209,2.9562,2.6505673561335983
146,2.3211,2.5201,2.7271,2.3992240363272037
147,2.4858,2.7511,3.0296,2.679859814769019
148,2.5094,2.7983,3.1037,2.742829832309118
149,2.7691,3.1387,3.5225,3.3431643944495386
14,2.3692,2.5888,2.8188,2.4753599419290495
150,2.5353,2.8231,3.1194,2.782300620653264
151,2.3531,2.5664,2.7904,2.4494826920432704
152,2.5,2.7716,3.0533,2.7084729242216916
153,2.6335,2.9412,3.2579,2.9672635607825337
154,2.4736,2.7416,3.0197,2.6651458262302103
155,2.4917,2.7598,3.0371,2.692257261866405
156,2.8253,3.2379,3.6818,3.626839935526653
157,2.4574,2.7068,2.9677,2.6224727958549408
158,2.3085,2.5024,2.7056,2.379954111190367
159,2.8369,3.2512,3.6842,3.636179758751448
15,2.5582,2.8853,3.2341,2.876405978149116
160,2.6944,3.0577,3.4339,3.187790399424155
161,2.4594,2.7177,2.9892,2.6337781468323076
162,2.5557,2.835,3.1184,2.802508623054162
163,2.5652,2.8409,3.1197,2.8120748322333498
164,2.596,2.9048,3.2277,2.908861219113755
165,2.3915,2.6221,2.8636,2.513649418698788
166,2.5186,2.8106,3.1235,2.7606374952816033
167,2.5363,2.8048,3.0843,2.758835429061663
168,2.3978,2.6242,2.8548,2.5203728338566753
169,2.7623,3.134,3.5183,3.3352593189839492
16,2.63,2.9734,3.3317,3.0289975850724185
170,2.5613,2.8462,3.1403,2.8183045184168347
171,2.6562,2.9807,3.3121,3.034944223443271
172,2.3508,2.5537,2.7652,2.4404769552293675
173,2.3765,2.5889,2.8028,2.4819351591679792
174,2.3782,2.5983,2.8232,2.488904175294387
175,2.5198,2.7934,3.0737,2.7409080283047786
176,2.4691,2.748,3.0407,2.6696308336068344
177,2.5184,2.8016,3.0938,2.750378898924957
