config,dipole_l,dipole_m,dipole_h,muL
178,1.8543,1.8572,1.86,1.8535712348867117
188,1.8077,1.7932,1.7795,1.8123771719960382
26,1.8479,1.8483,1.8489,1.8478266611010892
30,1.8291,1.8219,1.8148,1.8311963384161554
169,1.8577,1.8621,1.8666,1.8565813747939977
158,1.8586,1.8634,1.8682,1.8573665360480625
22,1.856,1.8596,1.8633,1.8550813266746222
15,1.7887,1.7674,1.7472,1.7959945384487197
37,1.8796,1.8937,1.9084,1.87638720557941
47,1.8494,1.8509,1.8525,1.8490163351931015
7,1.8118,1.7986,1.7855,1.81587352800144
163,1.8731,1.8838,1.8945,1.8705203737144616
173,1.9563,2.0003,2.0444,1.9499194646512878
46,1.8471,1.8474,1.8478,1.8470362683586607
148,1.888,1.9057,1.9241,1.8841197553635818
57,1.9567,2.0022,2.0499,1.9502963233800938
65,1.8278,1.8201,1.8125,1.830051382193882
44,1.8693,1.8786,1.888,1.8670340128099587
12,1.8793,1.8922,1.9052,1.8762943800153564
121,1.9256,1.9575,1.9896,1.9198303914551527
197,1.9422,1.9808,2.0199,1.93599312957986
40,1.8436,1.8424,1.8413,1.8439452060827648
60,1.9879,2.0476,2.1084,1.9815791568634942
111,2.0055,2.0697,2.1348,2.0001107217522045
155,1.8886,1.9078,1.9288,1.8845432379201212
189,1.9609,2.0035,2.0454,1.9551487305912012
154,1.8987,1.9242,1.9528,1.8936658227245446
139,1.8916,1.9106,1.9304,1.8875170289732672
174,1.8446,1.8439,1.8434,1.844825098525185
106,1.813,1.7999,1.7869,1.8170244994446296
25,1.9289,1.9639,2.0,1.922786420624047
141,1.9307,1.9632,1.9955,1.925055970332462
191,1.8638,1.8725,1.8824,1.8617998829341171
76,1.8571,1.8611,1.865,1.856095565873733
4,2.115,2.244,2.3804,2.1230134710060002
198,1.9608,2.0252,2.0955,1.952099101759151
107,1.8334,1.828,1.8227,1.8349520533661456
115,1.9058,1.9325,1.9612,1.9005789195214964
187,1.8507,1.8522,1.8537,1.8503017449386743
100,2.0358,2.1077,2.1788,2.0326991645980996
42,1.9592,2.0061,2.0541,1.9526328874743757
144,1.9259,1.9584,1.9922,1.9201517077691383
85,1.8005,1.7803,1.7621,1.8073295841832526
195,1.8711,1.8808,1.8906,1.868755909784571
58,1.8986,1.9196,1.9408,1.8941625276743355
200,1.9038,1.9282,1.9535,1.89886504360547
88,1.8507,1.8529,1.8556,1.850199667417239
116,1.9408,1.9667,1.991,1.937031460558947
184,1.8392,1.836,1.8328,1.8400890770900153
165,1.9283,1.9793,2.0394,1.9200282185728406
159,1.9066,1.9305,1.9544,1.9017390832941619
175,1.8623,1.8688,1.8757,1.8607193814040648
110,1.9723,2.0226,2.073,1.9659789886936467
117,1.8566,1.8612,1.866,1.855439880941453
69,1.925,1.9568,1.9889,1.9192366138294923
152,1.8516,1.8537,1.8559,1.8510610982802413
92,1.8746,1.8858,1.897,1.8719187441697622
33,1.8379,1.8344,1.831,1.838895337416081
72,1.9232,1.9543,1.9858,1.9175107149677308
91,1.9268,1.9623,2.0,1.9206239332092252
133,1.8641,1.8709,1.8776,1.8624233287512342
96,1.8672,1.876,1.8851,1.8650668343324088
164,1.7975,1.7785,1.7599,1.803698937510109
135,1.9741,2.0212,2.0677,1.9684519999692807
112,1.899,1.9219,1.9457,1.894251293869902
49,1.9434,1.9827,2.0225,1.9371333772722612
77,1.8661,1.8737,1.8815,1.8642411617293912
64,1.8551,1.8585,1.8619,1.8542133494692374
146,1.84,1.8384,1.8374,1.8405498974371741
104,2.0362,2.1034,2.1693,2.0334682087522364
134,1.8884,1.9051,1.9219,1.8846729866028626
27,1.8633,1.8697,1.876,1.8617182679373467
73,1.9076,1.9321,1.9569,1.9026814053058356
28,1.8764,1.8885,1.9007,1.8735416920611645
78,1.8549,1.8582,1.8616,1.854055251176119
105,1.9068,1.93,1.953,1.9021464903519254
29,1.8458,1.8455,1.8453,1.845898454536338
101,2.0856,2.1791,2.2722,2.0876363364372863
102,2.0327,2.1144,2.1964,2.0286087830116823
38,1.8527,1.855,1.8573,1.8520943212451058
186,1.9841,2.0428,2.1035,1.977667902465575
1,1.8777,1.89,1.9024,1.8748129749683784
143,1.8313,1.8252,1.8191,1.8330466816997182
177,2.0857,2.1698,2.2521,2.0877698634109403
123,2.0913,2.1983,2.311,2.094344936004372
132,1.8177,1.8062,1.7946,1.8211892977748454
68,2.1937,2.3323,2.4724,2.2184034012671896
130,1.8527,1.8555,1.8583,1.8519622052148288
182,1.834,1.8288,1.8236,1.8354737333515752
161,1.7976,1.778,1.7584,1.8039021322177953
181,1.8505,1.8525,1.8546,1.8499850574177201
56,1.983,2.0352,2.0877,1.9771562101354265
3,1.841,1.8391,1.8375,1.8415773103092876
74,1.9572,2.008,2.0606,1.9499768806481037
151,1.8551,1.8584,1.8619,1.8542725309576236
128,1.8525,1.8571,1.8629,1.8514855458937483
118,1.8889,1.9059,1.9229,1.8851008638057272
125,1.8611,1.8672,1.8737,1.8596128015511932
153,1.8302,1.8234,1.8165,1.8321852305193045
79,1.7937,1.7667,1.7381,1.802937780779301
67,1.8601,1.8694,1.8809,1.858071975179116
89,2.0617,2.1423,2.2224,2.0608837043095027
80,1.8893,1.9064,1.9237,1.8855143240647367
142,1.8792,1.8922,1.9054,1.8761836967690817
31,1.8548,1.8581,1.8613,1.8539681707872018
129,2.1724,2.3347,2.5083,2.19641722802251
93,1.8577,1.8619,1.8662,1.8566332169659967
6,1.8536,1.8563,1.859,1.8528915853891992
113,1.9756,2.0284,2.0822,1.9692332580370795
20,2.0752,2.1618,2.2471,2.0760260628898797
172,2.0607,2.1339,2.2092,2.0597977227172812
140,1.8669,1.8751,1.8833,1.8648671078791308
99,1.7687,1.7379,1.7074,1.779579157889891
62,1.8299,1.8234,1.817,1.8317896218058434
83,2.1394,2.2854,2.4404,2.1537266338136645
19,1.8458,1.8453,1.8449,1.845952581006662
59,1.8714,1.8813,1.8912,1.8689950062457072
54,1.8243,1.8151,1.8059,1.827001503233158
149,1.8418,1.8397,1.8376,1.8423776529159366
103,1.8455,1.8448,1.8433,1.845931192899176
126,1.873,1.8836,1.8943,1.8704586583433986
39,1.9419,1.9824,2.0245,1.9354636211098675
50,1.8617,1.868,1.8747,1.8601659567775513
120,1.8661,1.8739,1.8818,1.8641752879557887
114,1.8376,1.8337,1.8297,1.8387206488408014
17,1.9299,1.9637,1.9978,1.9239638996764972
21,1.8589,1.864,1.8693,1.8576232795018086
10,1.8448,1.8438,1.8428,1.845071819236679
196,1.876,1.8882,1.9005,1.8731116506983414
176,1.8445,1.8436,1.8427,1.84474499253283
156,1.8922,1.9107,1.9294,1.8881608181289498
23,2.031,2.1303,2.2356,2.025856910888048
160,1.8484,1.8488,1.8493,1.8483098206439288
90,1.8368,1.8326,1.8285,1.8379954810442343
171,1.8503,1.8516,1.8529,1.8499543001492569
43,1.8343,1.8293,1.8243,1.835715590916403
41,1.8499,1.8511,1.8522,1.8496103776258344
124,1.9453,1.9872,2.0304,1.9387714786144943
183,1.8475,1.8479,1.8483,1.8473923932716485
45,1.8148,1.8019,1.789,1.8187170372739787
190,1.8692,1.8784,1.8877,1.8669577015225223
157,1.8244,1.8155,1.8067,1.8270320726015408
137,1.8672,1.8761,1.8853,1.8650418048484492
2,1.8505,1.8523,1.854,1.8500515069166772
66,1.8905,1.9105,1.932,1.8862620188135562
98,1.8403,1.838,1.8364,1.841059949999058
108,1.9452,1.9838,2.0221,1.939167775755688
168,1.8659,1.8737,1.8817,1.8639890990744659
162,1.8884,1.9051,1.9217,1.884687435092571
185,1.8889,1.9059,1.9228,1.8851292861939335
179,1.857,1.8611,1.8652,1.8559393497515657
24,1.8262,1.818,1.8099,1.8286107649425982
